feature,seed,"(0, 1)_(0, 2)_(1, 1)_(1, 2)_(2, 0)_nan_nan_nan_nan","(0, 1)_(0, 2)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan","(0, 1)_(2, 1)_nan_nan_nan_nan_nan_nan_nan","(0, 0)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan","(0, 1)_(0, 2)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan","(1, 0)_(1, 2)_nan_nan_nan_nan_nan_nan_nan","(0, 0)_(0, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan","(0, 1)_(1, 0)_(2, 1)_nan_nan_nan_nan_nan_nan","(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan","(0, 1)_(0, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan","(0, 2)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan","(0, 2)_(1, 0)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan","(0, 1)_(0, 2)_(1, 2)_nan_nan_nan_nan_nan_nan","(0, 2)_(1, 0)_(1, 2)_nan_nan_nan_nan_nan_nan","(0, 1)_(1, 0)_(1, 2)_nan_nan_nan_nan_nan_nan","(0, 0)_(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_(2, 2)_nan_nan","(0, 0)_(0, 1)_(0, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan","(0, 2)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan_nan","(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan","(0, 2)_(1, 0)_(2, 0)_nan_nan_nan_nan_nan_nan","(0, 0)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_nan_nan_nan","(0, 1)_(0, 2)_nan_nan_nan_nan_nan_nan_nan","(0, 0)_(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan","(0, 1)_(1, 2)_(2, 2)_nan_nan_nan_nan_nan_nan","(0, 1)_(0, 2)_(1, 0)_(1, 2)_nan_nan_nan_nan_nan","(2, 0)_(2, 1)_nan_nan_nan_nan_nan_nan_nan","(0, 2)_(1, 0)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan","(0, 1)_(0, 2)_(2, 1)_nan_nan_nan_nan_nan_nan","(0, 2)_(1, 0)_(1, 2)_(2, 2)_nan_nan_nan_nan_nan","(0, 0)_(0, 1)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan"
PC93,11,-0.00011502803151952361,0.002060934830350293,-0.2763708646196921,-0.0008589497088462705,-0.0007452993836127689,-0.7882522590344887,-0.0010013439069196058,0.06771745727675185,-0.0004678670444035165,0.019760795486935906,0.0023070375789462643,0.011242204688313983,0.014711075415968111,0.018851858914262238,0.1298749748685053,-0.0010224139828459522,-0.000841706601103705,-0.006249924042589214,-0.00353813668861882,0.07316014496784924,-0.0011720892497862415,-1.184325709913257,-0.0006747731516087108,0.05496806296650199,0.0034493325308969955,0.5987546199541679,0.008046545627187148,-0.008386471370937778,0.012677858346518576,-0.0038763533633673444
PC29,11,-2.868505898802698e-05,-0.0002210692761530318,0.3579745214098984,-0.0003036761374542222,-0.00515276385881788,-0.5066078771163897,-0.0008572442122405211,0.05722560800972227,-0.00027872379103948634,0.0061721082324666205,-0.0013173766100028341,-0.0004217712683823668,0.02452850735622699,0.010219160987797217,0.04177641715508552,-0.0011742766114080697,-6.759663354159006e-05,0.02431937473787532,-0.0007722886783694751,0.010969242708643683,-0.001114824338215448,-0.25932836479956783,-0.007182740615325448,0.0010542252230060112,0.013881691813404184,-0.43518776139220083,0.007531832692298068,0.011086027483490074,-0.0010377700436562914,-0.0006823722301550097
TotalStrength,11,0.0003954943326241813,0.0025956289153319222,-0.00019377726003660194,-0.00011356366586312608,0.0010335288946924045,-0.08043311049525248,-0.0003786909134455342,0.012679041128987982,3.378931420725606e-05,-0.003996786463091521,-1.2162961806658553e-05,0.001242948272644361,0.0012910587503811837,-0.00020115551838379884,0.007745874267772634,-8.471419481353198e-05,-4.466474804738256e-05,0.008336130369109632,-3.3569537427772187e-06,0.014701525385347409,-2.1438246531182313e-05,-0.0022782738135476463,-0.000495450247771418,0.00033269999574202984,0.004098870510421167,-0.07180847013602114,0.00011126659817252669,0.003733744923305039,-0.00012898000565919764,-9.115097285880922e-05
TotalStrength.1,11,0.0003954943323247727,0.002595628913770785,-0.0001937772147540483,-0.00011356366581066815,0.001033528893994975,-0.08043311040772232,-0.0003786909132402173,0.01267904111970688,3.3789314160414654e-05,-0.003996786460617283,-1.2162961796143865e-05,0.0012429482716894954,0.0012910587491998266,-0.00020115551877762487,0.007745874261510452,-8.47141947668707e-05,-4.466474803205604e-05,0.008336130364227609,-3.3569537728407673e-06,0.014701525374966802,-2.1438246553572633e-05,-0.0022782737204492362,-0.0004954502474538967,0.0003326999952148144,0.004098870507720674,-0.07180847010892666,0.00011126659788563064,0.0037337449205445032,-0.00012898000557856742,-9.115097281037415e-05
PC25,11,8.659229440837475e-05,-0.0011827513614829995,-0.06075221878766339,-0.00019080275391915172,-0.0005138073615167889,0.05216776288392991,-0.001128277362579831,-0.013035998626611284,0.0007623419954363693,0.00880200245899739,0.000689460084118142,-0.0020699252519731128,0.004247303622431401,-0.006177064092385514,0.0020090067532179384,-8.200161402430536e-05,-5.002966339153751e-05,-0.005172345137710274,-0.00013906040531963307,-0.02048542791483157,0.000339610828681894,-0.1767866541049844,-0.0015456537093925043,-0.0038097397688295342,0.00238878968413025,0.1308481354499458,-0.00340434358012752,-0.006755068543595202,-0.001091210245878057,3.7997374495903854e-05
PC35,11,-0.0005617789538462103,-0.00032026478712351297,0.2999274929281408,-0.00023052016215901696,0.001018274980484164,0.25632869940588454,-0.0006527849907135772,0.0026322429646931764,-0.0007377746022628215,-0.0068710081253639,-0.0012051221542477106,0.0014700876878402762,0.005130758883836904,-0.0008594348563800329,-0.02269183825806861,-0.0009697264134647154,-0.000114888980708834,0.030321514559761318,-0.000879564902600837,0.01610583650074416,-0.0005861587729644503,0.675157601762883,-0.0027728881315208253,-0.009267557675268275,-0.002723682754254539,0.3858492989503052,0.0026227290347127057,0.0068533405409966774,-0.0052144373279019085,-0.0007116650400906141
PC101,11,0.004232397347906725,-0.004538561828690571,-1.2916690090252674,0.001936989069968798,0.00822361091039128,-0.13150494930580567,-0.0026735088301947053,-0.005840708898983903,-0.0008740533824387395,-0.014206028377295383,-0.0015677828816273516,0.0023907421876995885,-0.02032612568782042,-0.020494522823108593,-0.08179872053471482,-0.00037473974503816735,0.011995034519523893,0.15028912068902597,-0.0002750236458471561,-0.046959763267513104,0.0018566315081990328,-1.7058850232108849,-0.0055080140536456785,-0.03820994929271557,-0.012930092666453506,-0.7625008373416019,7.160057229131422e-06,0.018863957852116343,-0.0034676549373484824,-0.0018694801662224548
PC92,11,-0.0013812278137550502,-0.005154185909814696,0.03829406245609343,0.0019435304792064048,0.003717428012385337,0.030262753769694287,-0.002193120281396906,-0.019476655057338768,-0.0006380771411888863,0.012014031996723207,-0.000294681518856511,-0.004253077203107627,-0.0017231456346415842,0.010605812241651146,0.010862036399527548,-0.0007251482038615551,0.0018755983003361032,-0.044563695418383946,0.004498540440255821,-0.021309770676189693,0.0019503358579885635,0.6537019043715355,0.001022124719841743,-0.009393370670184517,0.008564074704911944,-0.8259911279813817,-0.008271665085822213,-0.01028181265988836,-0.0020004202143577006,0.004445388129141161
PC174,11,1.1007360912158567e-14,-1.3951950670113016e-14,-6.435866893087934e-13,-5.666633739047764e-15,-6.8948186535175455e-15,1.7637095490864064e-12,1.9012932267248268e-16,3.032636040649644e-14,-1.9752838440294022e-15,-3.537733995825365e-14,-6.7010206097066834e-15,3.4098568306701787e-15,1.0823731519818488e-13,2.5275507988966816e-14,3.15034525376734e-14,-4.696672635270872e-15,-1.292773792871639e-16,2.0923693868645475e-13,-1.8452012924847855e-15,6.9480290638524215e-15,-2.317966715052324e-15,3.708643265014023e-13,-1.8627972893430446e-14,-2.387452031508198e-15,4.615443640429423e-14,-1.1009125394217212e-12,1.431823757169611e-14,5.497584562399105e-14,-5.268745547533944e-15,-3.2000781552244614e-15
PC42,11,0.0004994217072161078,-0.0010694034526310388,0.06943534236325234,0.00036936912448666553,-0.0007362466751007848,-0.23538384316991343,-0.0011178909803147155,-0.005683203824494048,0.0007067209313259418,0.008926438717255352,0.0008150251124776758,0.001113018740869116,0.0074470904702641305,-0.029209665182457226,-0.03548126350481601,0.0005083453605893212,0.000651325609101346,-0.0017386897870994684,0.001187099605285548,-0.01390095916198164,0.0002674674803502305,-0.6369591714449626,0.0025961213493808414,-0.00021014016837597177,-0.011991531688561978,-0.22623236091262558,0.0015655590218664557,0.0015472472497751416,0.00528432713891317,7.889898838920742e-06
PC155,11,4.634323135264081e-15,-3.380122551440445e-14,-7.501536708451923e-13,-1.477360263579927e-15,2.6455629005719646e-15,4.176426852907352e-13,3.0124918197520254e-15,-4.3909688021832494e-14,-6.537312741607285e-15,1.2030345243918097e-13,-1.0297941543329424e-14,-9.698337982207735e-15,-7.774295952635388e-14,-6.30175709247261e-14,2.720846635854933e-14,-4.953209446661311e-15,1.1987056163751415e-15,-3.823995591104251e-14,1.9772825565182594e-15,5.010208776383272e-14,-1.97997544387787e-15,1.876138871707519e-12,-1.7411366463408102e-14,-2.4072500962434497e-14,-6.389377667705785e-14,1.0166429130414224e-13,2.303579948222186e-14,-5.3522417185739656e-14,4.278025593189132e-15,5.963910042035745e-15
PC33,11,0.0013096607631867205,0.002480725965736232,-0.13092308693500052,0.001038192563791536,0.0015717738354111672,-0.09437320600567885,-0.0035614242840566303,-0.039365402710411154,-0.0003116598589933874,-0.0038324986858793587,0.0005969158986733638,-0.005034293715594314,0.03529267282667493,0.00784350332604372,-0.0018424833621014467,-5.144946060675911e-05,-0.000838661962711266,0.04038019617755669,0.005230450735714817,-0.03164991643548803,0.0007144943070343976,-0.3142999215336554,0.002112863869084307,-0.004060891826603991,0.010115971165819285,0.37157014201502564,-0.0023804902472191994,0.034347697622518165,0.00027789708930142735,-0.0006049245459067558
PC62,11,-0.0003840505915372823,0.002016847192808606,0.20163129804950974,0.0004212207203366704,-0.0006777997397494555,-0.15819582035077817,-0.0012573205741082838,-0.021133358049581764,0.0019720510967553406,0.002747139968237486,0.0016584435496949752,-0.00019146488073169962,-0.015418998587108879,-0.012120796846982647,-0.03154994273779359,0.0006975094380804293,-0.0010203942839841719,-0.02406582637979634,5.003361179127869e-05,-0.022799371922671816,0.00028708398499332913,0.47054812635795273,-0.000881916145145825,-0.00044259022757380277,-0.010897478467563676,-0.5144474468538096,-0.0027292271199972165,-0.014797079445280142,0.0003052588962778947,0.000283440246566555
47,11,0.0022194987113670914,-0.020113192696421343,-5.213969176661699,-0.005715415031656662,-0.009505016988612062,-5.158347811323289,-0.0022288186123692487,0.7373971904108522,0.009606799345323328,-0.5025468026278427,-0.016332282511893087,0.009596375473684405,-0.11987274341037604,-0.05363042127486485,0.0657153906908914,-0.0036916351005602524,0.06575150575828768,-0.6509366296508842,0.025915250968079583,1.2506560399068716,-0.00516841675853558,-2.500431063351507,-0.061634885123874196,-0.009692118403907383,-0.06260605622511173,-8.008194025934182,0.12642528503852793,-0.6144991248067958,0.13475538803568302,0.0021673904207097448
20,11,-0.01706155502164012,-0.05793243776908213,10.931950539951938,-0.011127280943785718,0.02522412709035118,-8.876015582211993,0.03392151071844317,-0.058226178560518996,0.028103202601058506,-0.24338431646516745,0.04207469418625497,0.035909206575186474,-0.21317494706446286,-0.13620462047299117,0.2985810673379567,0.013457206565005589,-0.011807083714713913,0.5061686665574479,-0.046532940074703745,0.3877045500637951,0.004031234622324749,18.63043727006572,0.04232210962935314,0.34565182083594453,0.16501984508164516,-13.942100058532978,-0.0075666078375501615,0.2636981380936415,0.09389913362115987,-0.019365144035219717
RichClubScore,11,-0.017221342390359513,0.0713004973520519,37.14991639165392,0.003336669121345198,-0.01753642797073124,-34.323980779539895,-0.006597258357883222,0.49878947595503925,0.0019841044991276958,0.013847805812143163,0.014529169456785148,0.05932194512129776,0.5694162776304792,0.8982325667228217,0.5743524655793845,-0.0029429460381362195,-0.015455134587754013,-0.12959057142386146,0.01919932331985891,0.2007109584834735,-0.006417557638110718,-23.988632090392834,0.0341327460435876,0.16481419729832822,0.3362031547062737,-0.5500923797316977,0.06563014357559621,0.3059763410957796,0.0349162746168994,0.012805443109564274
RichClubScore.1,11,-0.01722134239035944,0.07130049735205199,37.14991639165388,0.0033366691213452125,-0.017536427970731086,-34.323980779539916,-0.006597258357883215,0.4987894759550382,0.001984104499127709,0.013847805812144162,0.014529169456785205,0.059321945121297695,0.56941627763048,0.8982325667228219,0.5743524655793829,-0.0029429460381362477,-0.015455134587753891,-0.1295905714238622,0.019199323319859022,0.2007109584834749,-0.006417557638110669,-23.988632090392866,0.03413274604358742,0.16481419729832866,0.3362031547062747,-0.5500923797317016,0.0656301435755968,0.3059763410957803,0.034916274616899605,0.012805443109564241
PC13,11,-0.0009378822964479092,-0.004652331767927678,0.11885829326814817,-5.5216091140046825e-05,0.0017579083621894994,-0.19939650122986377,-0.0008602074065489672,-0.023693075422673,-0.00016463199332437037,0.004209995027024054,0.00036356568411487965,-0.0030807655724556914,-0.003074315381300788,-0.010637600495555653,-0.021959380456942755,0.00021916768394391128,-0.0019389118792668366,-0.0160592893484511,-0.00020992662878708282,-0.025966648786698063,0.000196112912811898,0.16870144497059714,0.005927912969961464,0.006123279195119354,-0.007037190098057258,-0.44531073896163814,-0.0037211961618374458,-0.009655577833692567,0.0016234029461377985,0.0013024560373690495
PC59,11,-0.0003505626290480656,-0.00426691437497949,-0.17160690618625954,-0.00026948932166507406,0.0005512676037897312,0.3660686054189065,0.0012451578849451822,-0.012763398966052658,-0.0003029696665184421,-0.005328724662174883,-6.297764290119028e-05,-0.0007258639932036266,-0.012999518993645438,0.011772164328894526,-0.013571646268178753,0.00019856684287932318,-0.00013649537000036646,-0.006267533052106082,-0.0003485315856326695,-0.003298991622850688,2.368737769531679e-05,0.05483098823769501,0.001676831524865856,-0.001451804261982802,0.0008614740438767628,-0.6034627198790973,-0.0017622850749267895,-0.015785185119406398,0.00031674254667365904,0.0017288915910357648
PC156,11,6.542792178324297e-16,6.1573617837347034e-15,-9.022788690204792e-13,-6.094718513473471e-15,4.893057700331328e-15,2.035322120621889e-13,1.6127840146159729e-15,-2.1733281685049712e-14,7.92754395112551e-15,-6.978573816091353e-14,8.391815092996844e-15,-1.383735429844422e-14,5.2336272424634495e-14,-5.3494421465707153e-14,-7.248935877456003e-14,4.862178685643583e-16,1.6456948383612075e-14,4.0266994277663394e-14,1.2708635025544034e-14,-9.888853702735983e-14,-5.648647255897182e-16,9.46032754037827e-13,-7.29016674433147e-15,-3.428329061387385e-15,1.7093011568071552e-14,-7.342400749056253e-13,9.016129187316972e-15,-1.903287373424678e-14,1.3949654372597419e-15,1.2512460226986847e-14
PC60,11,-0.00035193868421585334,0.0029685242546051197,0.4516053783277999,0.0002655591624474132,0.0020494313127927327,-0.22187384720262798,-0.0023054773425831214,0.029094083488187088,-0.0005584913965979344,-0.0028753561935182578,-0.00028649637344003857,-0.0006894044168426794,0.003854016178145316,0.026337331573542462,0.0541943940041992,-0.0010188877317298002,-0.0016363868709173381,0.006407857476937279,0.0005607471088563301,0.01984201898358319,-7.79569675392926e-05,0.5734155627237053,-0.0024079597524998228,-0.0050595697383080595,0.023467572759809475,0.13065354884324437,0.003914347133065938,-0.009881360679719342,0.00021860531852459467,-0.000602049471491204
PC151,11,-2.8438802961181894e-15,-6.978164717033342e-15,-1.50527214278126e-12,-1.359133419174397e-15,5.569211031148586e-15,2.0162744290790554e-12,2.324724541148456e-15,1.3595700352758775e-13,-4.679839239906153e-15,-6.964397057213211e-14,-8.26998341484465e-16,1.6163566249694794e-14,-6.598808471679603e-14,-1.659241632188503e-14,7.888136694068781e-14,2.0864871611659473e-15,-6.318881869251888e-15,-1.2641341775365524e-13,-2.172980831625539e-14,1.5646222358186946e-13,-4.72485257708101e-15,-4.663932386036779e-13,1.7783266264211274e-16,3.7474509097040644e-14,-2.9635421761056777e-15,1.1298378508695685e-12,-1.513552712295265e-14,-1.193083519158498e-13,1.9098390980152416e-14,-7.7821183474961e-15
PC31,11,0.0016129833190732413,-0.002874067935880633,-0.3475608142114992,0.0005723072819415083,0.0024903667344058026,-0.1789480226163559,-0.00022056347500381908,-0.06387518953689637,0.0007370661852326019,0.010574833569580708,0.0027759754699801654,-0.0014955209858613513,-0.02554660104882748,-0.043986397039470326,-0.08553183173296224,0.0008450769374095064,0.0027563507007811973,-0.030006473018964086,-0.0007601307134034855,-0.025130507331775347,0.000719640822031572,-0.3478450014220476,0.005111007644107985,0.009841777628255936,-0.03071020791478756,-0.2542217681060415,-0.006917458176396504,-0.02537693486467345,0.005199828026416128,-0.00010704184985202703
PC120,11,-3.2366697681712507e-15,2.5309133168484732e-14,-1.4988598720566176e-12,1.944006872941735e-15,-2.240735026316891e-15,4.733856376575581e-13,-6.443075822865584e-15,-8.317244454454973e-14,-9.210329230611632e-15,-4.804947389231216e-15,-1.0051520629534387e-14,2.6804811861433493e-15,4.243421189625033e-14,2.839170864395892e-14,-5.4344249979087225e-14,-3.2097904687559774e-15,-3.637924366092019e-15,-2.450412048794714e-14,-5.944929021846938e-15,-9.379149960254645e-14,-9.709954491019146e-16,1.7807087905934417e-13,-2.737540838066101e-15,2.896451997014126e-14,2.1272156841104734e-14,-7.54668319292329e-13,-2.302864076706887e-14,2.6497241224282548e-14,-3.810571168944854e-15,-7.354227847832561e-15
29,11,-0.005028504436186596,-0.17814413711907082,1.7191269282089843,-0.0045189288252350185,-0.16213078271215572,1.113462191513223,-0.029970637506016737,0.9228766491651165,-0.0068921497347250865,-0.2179252452831835,-0.019070179674588038,0.07734469065969451,-0.31648093687777445,0.13661446886381098,1.2428555389046723,0.032083742861081566,0.015433975154383103,-0.29173111536009605,-0.0269048774785245,0.9358293322650638,0.006521683175155688,17.758578958618994,0.0014939155513099532,-0.3460468748816389,0.1802212006115534,0.010471034549666254,0.14429682577833935,-0.14592712117976278,0.054459455782034115,0.0028523219572951673
PC168,11,6.88009826183353e-15,4.4084814947593475e-16,-1.2021255934811058e-12,4.180840023833703e-15,8.62033879778735e-15,-2.197594981808624e-13,5.206399091757577e-15,1.0865677036827395e-13,-2.7645457763672173e-15,-6.598034254273364e-14,-2.0133945995071614e-16,-1.844510413495135e-14,-1.6679948822368688e-14,-9.704398695166564e-14,-2.1484632338425405e-14,5.3334788343222725e-15,-1.1098199680806235e-15,-7.54571651478339e-14,1.3480175269104583e-14,-4.3836807994571886e-14,5.148200743042876e-15,-2.2356671918517935e-13,2.03317114294491e-14,-6.275930129786051e-15,-1.7508909991966004e-14,-1.0981636246550016e-12,5.674756112562197e-16,-4.512295148148028e-14,1.1133096294146543e-14,7.373803960274537e-15
PC116,11,-1.1216676734022203e-14,1.1479773877748626e-14,-1.3180651768442744e-12,-4.447200984426675e-15,-1.8510642199806573e-15,1.6102426047622857e-12,2.049560008862227e-15,9.44768681334321e-14,-2.508864925368555e-15,5.969382756375467e-14,-5.996612228446965e-15,8.613350007210153e-15,-1.9762266161063806e-14,5.648372079246171e-14,7.748168306437382e-14,-9.996078994122444e-15,5.784402432597029e-16,1.061215654102218e-14,-8.508842624222012e-15,6.984564956709515e-14,-8.16839474956201e-15,-1.6107668788092316e-12,-3.703477302866085e-14,1.784238937367145e-14,3.822628398283439e-14,3.7202311768459687e-13,-1.3298275528220953e-15,-1.5018746456197457e-14,-5.0944304310086495e-15,-3.2580489347559386e-15
PC181,11,2.5053344825824687e-15,3.5352809498281687e-15,-8.96085951117396e-13,1.1088789865431446e-15,-1.059118551032376e-14,5.135876079527797e-13,-7.445445464445617e-15,-3.637445352612588e-14,3.031908215815931e-15,2.1421741270408404e-13,-1.7154578108250101e-15,-4.158505509231136e-15,-1.8755576937219464e-15,8.639498303160338e-15,-1.1472887651866747e-13,-1.982789326996708e-15,9.825599728465736e-15,-1.3220716672997427e-14,7.386008303103386e-15,-7.877115167957291e-14,-1.466757580092314e-15,3.9120307854425294e-13,-1.7413628263845257e-14,3.431339148554771e-15,-2.798618139572164e-15,-1.7818150915007121e-12,-1.362867731386037e-14,-3.849446918252358e-15,-8.461255830017774e-16,4.366339875947731e-15
PC130,11,1.5706045633969753e-16,-2.9155072467693684e-14,-3.9535307006203435e-13,2.076523684276931e-15,-2.8043989267897875e-15,-1.190616295347623e-12,-2.6936761901819247e-15,-2.963108651878838e-14,3.1988898342823987e-15,1.624569511837224e-13,2.4241997810143007e-15,-1.5650284200343878e-14,4.4209473035853506e-15,-7.790254595086742e-14,-9.129724911370015e-14,3.0446261963290825e-15,1.0639583334987824e-14,3.194624327858599e-14,1.635631721545147e-14,-1.0449359973025531e-13,2.606085315548279e-15,-6.383269556774324e-13,2.395789325326671e-15,-3.4017238199942175e-14,-5.070967683942354e-14,-3.1148807582619654e-13,1.6905040277861077e-14,3.0561040229649634e-14,5.296369634029751e-15,1.0156763924267505e-14
PC199,11,-1.74537055975979e-16,7.390591407435465e-15,-9.696324185211575e-13,6.867908757267222e-15,7.31027394223204e-15,8.654621106947614e-13,-2.6969759789738034e-15,-2.085927468912221e-13,-2.1660947676589768e-15,3.1584664701512984e-14,2.7725391184825117e-15,-1.5367522902000822e-14,4.0802947639353714e-14,-9.112245201731338e-14,-7.607738513204873e-14,8.16224346440085e-15,9.319791440268067e-15,2.5600151318961134e-14,1.4241977315168118e-14,-1.729685411232403e-13,1.139545403391379e-14,5.18924391492507e-13,1.8423476578976974e-14,9.706011159374161e-15,2.6115998827230858e-14,-3.3489075316472544e-12,-4.346195321262143e-14,6.5126731710404275e-15,1.7006141530802376e-15,8.913046395432236e-15
total_3node_motifs,11,3.065107860143077e-05,5.031374117715191e-05,0.04898518913244053,-4.5847955597481977e-07,-3.6594333330098714e-05,0.12154610656167976,2.19927148597764e-05,0.002084498453344267,-2.7155195863581162e-05,0.00013535498160865253,-2.338811717911144e-05,0.00010483960417199282,0.0007003161531196123,0.000244484959777168,0.0010916278736255011,-4.061668463478346e-05,5.581429211428393e-06,0.001185348632765593,5.7635463461960486e-05,0.0007494449515393905,-1.1139770320844213e-05,0.08802886526669282,-0.00014243838924223327,0.0008146008878137304,0.0001821960783701016,0.09728013992036437,0.0003113118696262741,0.0009806094853789347,0.00023236677525165873,-2.598035749982062e-05
total_3node_motifs.1,11,3.065107879347894e-05,5.0313741883642454e-05,0.048985189161384945,-4.5847961050467195e-07,-3.659433345864303e-05,0.12154610668918824,2.1992714760363783e-05,0.002084498456481518,-2.7155195936337833e-05,0.00013535498045501497,-2.338811729710508e-05,0.00010483960466357292,0.0007003161536739574,0.00024448495872498064,0.0010916278818456696,-4.061668453272338e-05,5.5814292032720905e-06,0.001185348634889361,5.7635463596003376e-05,0.000749444953377173,-1.1139770541941252e-05,0.08802886537608012,-0.0001424383888706449,0.0008146008882060563,0.00018219607967479863,0.09728014000740101,0.00031131187004911786,0.0009806094859908848,0.00023236677507875692,-2.5980357301085764e-05
PC1,11,0.00030343729936304964,-0.00010050156664944544,-0.0006771314059533907,0.00015308937729069586,-0.00021964474311020926,0.13045992818984894,-0.0003370816578188896,0.0005785684402123447,0.0005755245534731752,0.0018003036290751505,0.0007622394241569943,-0.0002796386392263751,0.0010122749603898157,0.001416688340714543,0.0016189288499987703,0.0003535336026329987,0.000337029547862949,-0.003707985930818741,0.000493678522886901,-0.0041989583574668045,0.0002699130087577332,0.07332693203488652,0.0014538940686424637,-0.0004037454896284071,0.0011133080973075714,0.12251010614224406,-0.001203016897239813,-0.0008211417770845711,0.0002497316495067838,0.0005278095811207868
PC57,11,-0.0003643573869913863,-0.0022077179628749704,-0.27831844471629347,0.00032521882894748244,0.0014393560816106982,0.2717900791806902,-0.0005866138125503612,0.009999355815469872,0.00034663689239175066,0.005890503509738413,0.0003748301104601103,0.002740560319278006,-0.0017073897346777322,0.0017318761664197931,0.02796415892173722,0.00011396057888959987,-0.0009399566182564265,-0.014969145790250772,0.0006275055058977577,0.0032962255940473975,0.00016934383470961693,-0.11166296949650013,0.0030232851137000556,-0.009377390310257201,-0.002197695322098959,-0.5662404648541641,0.0005906813696975,-0.007688189815852756,0.0033211365184101912,0.0010518990856036392
PC140,11,2.6853093459112785e-16,-1.8068813306980966e-14,2.413006232854463e-13,4.556254062190186e-15,-3.621783555728251e-15,-1.3775689477940016e-12,2.9465339815432977e-15,-1.040631736403267e-13,5.0570431334579766e-15,1.1470894911258144e-13,9.725176958424394e-15,-7.12000556318096e-15,-6.695714491507288e-14,2.8992886779920835e-14,-1.476043169300057e-13,9.879544772140517e-15,6.986193356671135e-15,-1.3540675396780225e-13,3.3676448232512338e-15,-3.6556258107178974e-14,2.9488436497086036e-15,-4.91223387329552e-13,1.5828204664731567e-14,-2.9401443603164435e-14,-9.173161885158156e-14,1.4519697540933194e-12,1.2484402691718567e-14,-3.309091285812042e-14,-1.6623011168937804e-16,8.53500636342852e-15
63,11,-0.03753226350465906,-0.0622328260946063,-12.903927857956795,-0.007007099168595282,-0.08681105560906173,-4.8881545188033675,-0.012812338708755514,1.4545362596530282,-0.060449005591330054,-0.6202453683464569,-0.07529772928775179,0.17363542666104698,0.5588730761882719,0.847808724357081,1.4283621159794744,0.0043380042598144776,-0.03841518524153364,0.5757387192940009,-0.08206188047014416,1.2566586854598145,-0.00941820030608874,-10.75443029792062,-0.04443043370304473,-0.07350929942540396,0.5613347810760928,11.551498403494163,0.3056540120013658,0.6100951133651675,0.06485341270834373,-0.05374750028144206
19,11,-0.010243466420236517,0.12904558158880772,7.305891457923869,-0.008148945585901004,-0.09769516202599308,-9.646551858043122,0.039912398660422246,1.2253134453943166,-0.04804226070294731,-0.6018490423601062,-0.06460552871253161,0.13340499684838383,1.022621812384618,1.3224412647288115,1.5950624575885586,0.024729833173962705,0.014204985644524317,1.2452160098779592,0.0075622065805766355,1.4533424627108587,0.0060989273154194576,-18.64788841581798,0.07407034642121539,0.17522799575200546,0.7565427553526005,8.141440851943328,0.07279498019460483,0.6500583584262135,0.05407233407280589,-0.04134619159593237
59,11,-0.013736853267110176,-0.08988382167443043,5.175792084656672,0.011485746077995707,-0.003306648086191361,-15.172010235995677,-0.08020820743887971,1.3669781762843272,-0.01597705541312881,0.2462798164207152,-0.019888130474106678,-0.023834672786489205,0.9434053090065483,0.5873735642080781,1.9649985046673255,-0.03348554068094253,-0.046701879985277646,0.4624243606942041,0.026879114576596586,0.35940164694691645,-0.003356323435401853,-12.489517643921571,-0.16507258810789793,0.05016676338179532,0.8132131348710935,-13.38906627183889,-0.01930572584806494,0.8162453245798655,-0.0141095015461298,-0.0032990756228656313
PC78,11,0.00028820576672269324,-0.004902735283737381,0.17607169801115533,0.0019919458196120056,-0.0015444775809127275,0.21726552594078502,-0.00280227651537861,-0.04239095135636842,0.00041820550409667505,0.04879685300720633,0.000962763175272052,-0.002319179509177228,-0.008991870603634416,-0.037026356797169965,-0.043703483023449737,-0.00028786245950806864,0.000899236629636459,0.010401743440899017,0.0037102011714534675,-0.0573763357150533,0.0031258876042677135,0.1591013918803088,0.0008315317884100198,-0.00894390179513389,-0.013005302841694868,-0.3948298345020939,-0.013390916456731043,-0.013128217969929471,-0.0016520662537700126,-0.0007268120458749224
