FilePath,Tag,Text
./data/temp/GABA_GJ.xml,{http://morphml.org/metadata/schema}comment,Note: This is not (yet) based on experimental data from C. elegans
./data/temp/GABA_GJ.xml,{http://morphml.org/metadata/schema}notes,Description of an electrical synapse at a gap junction
./data/temp/MCR.morph.xml,{http://morphml.org/metadata/schema}notes,PolymodalNeuron
./data/temp/RMHL.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/RIMR.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/IL2DL.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
./data/temp/DVB.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/AWCL.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
./data/temp/VA1.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/AVHR.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/AFDR.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
./data/temp/ASEL.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
./data/temp/AIYR.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/SMBVL.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/PVDL.morph.xml,{http://morphml.org/metadata/schema}notes,SensoryNeuron
./data/temp/VD4.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/SAAVL.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/MCL.morph.xml,{http://morphml.org/metadata/schema}notes,PolymodalNeuron
./data/temp/VD7.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/RMDL.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/AVJR.morph.xml,{http://morphml.org/metadata/schema}notes,Interneuron
./data/temp/RMGL.morph.xml,{http://morphml.org/metadata/schema}notes,Motor Neuron
./data/temp/OLQDR.morph.xml,{http://morphml.org/metadata/schema}notes,PolymodalNeuron
