,Gene_Idx,Saliency
14172,14172,2.8760467e-05
6594,6594,2.8759761e-05
21079,21079,2.8758164e-05
17013,17013,2.8757295e-05
11807,11807,2.8752991e-05
14401,14401,2.8752105e-05
6336,6336,2.8751754e-05
11400,11400,2.8748991e-05
20969,20969,2.8748713e-05
13937,13937,2.8747925e-05
1189,1189,2.8747874e-05
12258,12258,2.8742503e-05
16278,16278,2.8741819e-05
21015,21015,2.8740536e-05
13569,13569,2.8736236e-05
20044,20044,2.8736142e-05
11728,11728,2.8734192e-05
8518,8518,2.8733457e-05
1385,1385,2.8732604e-05
1096,1096,2.8729813e-05
20252,20252,2.872958e-05
18914,18914,2.8729115e-05
307,307,2.872831e-05
14927,14927,2.8721613e-05
20112,20112,2.8719225e-05
2292,2292,2.8718301e-05
7278,7278,2.8716391e-05
14856,14856,2.8713825e-05
5086,5086,2.870604e-05
12775,12775,2.8704697e-05
1593,1593,2.87026e-05
21862,21862,2.8701832e-05
13137,13137,2.8701697e-05
18824,18824,2.8700615e-05
270,270,2.8699e-05
22217,22217,2.8692648e-05
15837,15837,2.8689741e-05
8568,8568,2.868955e-05
4715,4715,2.8687233e-05
18247,18247,2.8685945e-05
8554,8554,2.8685687e-05
8923,8923,2.8684188e-05
12620,12620,2.8682358e-05
15037,15037,2.8677723e-05
15014,15014,2.8676384e-05
18339,18339,2.8675615e-05
13126,13126,2.8675542e-05
16098,16098,2.867283e-05
13804,13804,2.8670716e-05
927,927,2.8670607e-05
6067,6067,2.8670514e-05
1146,1146,2.8668674e-05
2664,2664,2.8666309e-05
16614,16614,2.8665461e-05
15936,15936,2.8663133e-05
4658,4658,2.8662982e-05
13480,13480,2.8662203e-05
9530,9530,2.8662073e-05
20692,20692,2.8662053e-05
3531,3531,2.8659182e-05
17520,17520,2.8656876e-05
15780,15780,2.8655282e-05
5065,5065,2.8652083e-05
18078,18078,2.8649707e-05
5972,5972,2.8649602e-05
268,268,2.864727e-05
7775,7775,2.8645856e-05
13911,13911,2.8644983e-05
10789,10789,2.8642908e-05
18668,18668,2.8642427e-05
18191,18191,2.864121e-05
12536,12536,2.8640163e-05
21035,21035,2.8638191e-05
19973,19973,2.863606e-05
19828,19828,2.8634746e-05
18436,18436,2.8628705e-05
14241,14241,2.862503e-05
9796,9796,2.8620461e-05
8241,8241,2.862037e-05
7632,7632,2.8617706e-05
7010,7010,2.8615794e-05
1920,1920,2.8614211e-05
16623,16623,2.8610413e-05
19628,19628,2.8608758e-05
8160,8160,2.8608652e-05
1455,1455,2.8608143e-05
699,699,2.8605415e-05
4414,4414,2.8602817e-05
18813,18813,2.8601928e-05
12025,12025,2.8601862e-05
6766,6766,2.8598739e-05
16790,16790,2.8597955e-05
3051,3051,2.8597016e-05
22304,22304,2.8596738e-05
8211,8211,2.8596214e-05
17100,17100,2.8595932e-05
21456,21456,2.8593779e-05
18734,18734,2.8593691e-05
20223,20223,2.8593682e-05
21973,21973,2.8590794e-05
1837,1837,2.8589233e-05
10012,10012,2.858438e-05
15303,15303,2.8581577e-05
3697,3697,2.8581439e-05
19276,19276,2.8578434e-05
20686,20686,2.8576751e-05
20981,20981,2.8574084e-05
18742,18742,2.857401e-05
11421,11421,2.8569726e-05
17018,17018,2.8569502e-05
18665,18665,2.8567465e-05
6744,6744,2.856493e-05
534,534,2.8563589e-05
14700,14700,2.8561657e-05
17727,17727,2.8561317e-05
1305,1305,2.856084e-05
7378,7378,2.856073e-05
21161,21161,2.8559698e-05
9574,9574,2.8558701e-05
15226,15226,2.8556253e-05
11406,11406,2.8556226e-05
18246,18246,2.855598e-05
13467,13467,2.8554652e-05
12829,12829,2.8554172e-05
8802,8802,2.8552939e-05
3668,3668,2.8552618e-05
15596,15596,2.8549804e-05
21303,21303,2.8548297e-05
14032,14032,2.854531e-05
16335,16335,2.8543367e-05
59,59,2.854308e-05
752,752,2.8543036e-05
6858,6858,2.8542408e-05
20270,20270,2.8539936e-05
13440,13440,2.8538687e-05
8011,8011,2.8538656e-05
2625,2625,2.8538489e-05
6227,6227,2.8538385e-05
951,951,2.8536899e-05
20049,20049,2.8533195e-05
20476,20476,2.8530321e-05
21576,21576,2.852835e-05
12143,12143,2.8527817e-05
468,468,2.8525006e-05
14757,14757,2.8524926e-05
9294,9294,2.8524842e-05
2129,2129,2.8524273e-05
19371,19371,2.8523114e-05
12111,12111,2.8520974e-05
2885,2885,2.8520772e-05
20711,20711,2.8519926e-05
9061,9061,2.8519366e-05
14246,14246,2.8518009e-05
9128,9128,2.851464e-05
9964,9964,2.851155e-05
20836,20836,2.8503024e-05
17464,17464,2.8495811e-05
20984,20984,2.8494e-05
8576,8576,2.849036e-05
11123,11123,2.8490236e-05
16830,16830,2.848954e-05
1109,1109,2.848854e-05
12783,12783,2.8488015e-05
11482,11482,2.8487166e-05
13892,13892,2.8482036e-05
11944,11944,2.8481234e-05
20800,20800,2.8481063e-05
3799,3799,2.8476421e-05
14876,14876,2.847595e-05
14734,14734,2.8473238e-05
13421,13421,2.8472474e-05
13981,13981,2.8472403e-05
5768,5768,2.8471923e-05
14621,14621,2.8470275e-05
8721,8721,2.8468592e-05
14752,14752,2.8468567e-05
1084,1084,2.8467974e-05
14363,14363,2.8466606e-05
11621,11621,2.8460328e-05
17034,17034,2.8460317e-05
17009,17009,2.8457389e-05
13993,13993,2.8456428e-05
19044,19044,2.8456117e-05
12811,12811,2.8455835e-05
15985,15985,2.8451213e-05
20892,20892,2.8441646e-05
7845,7845,2.8440123e-05
11000,11000,2.8439987e-05
12406,12406,2.8439374e-05
14378,14378,2.843907e-05
14287,14287,2.8435039e-05
20415,20415,2.8434633e-05
8260,8260,2.843366e-05
10285,10285,2.8431581e-05
6743,6743,2.8428203e-05
19894,19894,2.8427872e-05
17932,17932,2.8426432e-05
7110,7110,2.8426133e-05
4553,4553,2.84234e-05
5826,5826,2.8418412e-05
2074,2074,2.8416704e-05
6857,6857,2.8412185e-05
17866,17866,2.8407803e-05
16197,16197,2.8405544e-05
10090,10090,2.8402043e-05
2635,2635,2.8401135e-05
17097,17097,2.8398526e-05
9241,9241,2.8398481e-05
8929,8929,2.8398232e-05
19508,19508,2.8396189e-05
22239,22239,2.8395318e-05
5156,5156,2.8395045e-05
13136,13136,2.8390825e-05
10692,10692,2.8388e-05
22349,22349,2.838769e-05
13194,13194,2.8387576e-05
17537,17537,2.8386603e-05
5057,5057,2.8385237e-05
3552,3552,2.838227e-05
17772,17772,2.838194e-05
9752,9752,2.8380642e-05
2580,2580,2.8379203e-05
4412,4412,2.8378636e-05
13403,13403,2.8377393e-05
9101,9101,2.8375067e-05
11301,11301,2.8374106e-05
1861,1861,2.8373268e-05
8410,8410,2.8373071e-05
9243,9243,2.8372222e-05
3316,3316,2.8371749e-05
9634,9634,2.8366929e-05
14869,14869,2.8361288e-05
21666,21666,2.8359536e-05
19102,19102,2.8358274e-05
65,65,2.8358238e-05
4993,4993,2.835527e-05
1619,1619,2.8351265e-05
17848,17848,2.8350958e-05
19392,19392,2.8348843e-05
4317,4317,2.8348026e-05
19081,19081,2.8345446e-05
252,252,2.8345003e-05
6276,6276,2.8343416e-05
3751,3751,2.8342925e-05
12506,12506,2.8342029e-05
1009,1009,2.8339744e-05
7607,7607,2.8339175e-05
340,340,2.8337437e-05
8159,8159,2.8337028e-05
8941,8941,2.8336859e-05
15791,15791,2.8336033e-05
14488,14488,2.8335146e-05
4503,4503,2.8331573e-05
3011,3011,2.8331018e-05
12377,12377,2.8329843e-05
15484,15484,2.8327515e-05
9316,9316,2.832714e-05
2518,2518,2.8327056e-05
18168,18168,2.8325481e-05
18998,18998,2.8323811e-05
18026,18026,2.8319355e-05
2616,2616,2.8319044e-05
15822,15822,2.8312446e-05
3248,3248,2.831171e-05
5551,5551,2.8311708e-05
10529,10529,2.83116e-05
13796,13796,2.8310831e-05
21840,21840,2.8310105e-05
8499,8499,2.8307897e-05
1140,1140,2.8306551e-05
8550,8550,2.830268e-05
15163,15163,2.8302467e-05
12156,12156,2.8302215e-05
11419,11419,2.8301556e-05
5042,5042,2.8299046e-05
9338,9338,2.8297429e-05
14446,14446,2.829684e-05
17599,17599,2.829355e-05
89,89,2.8292976e-05
5342,5342,2.8292317e-05
13882,13882,2.8283512e-05
11244,11244,2.8281482e-05
1545,1545,2.827659e-05
7506,7506,2.8274355e-05
1907,1907,2.8272734e-05
8906,8906,2.8272147e-05
1454,1454,2.8271472e-05
9753,9753,2.8269249e-05
20849,20849,2.8268896e-05
8655,8655,2.8267603e-05
7224,7224,2.8267212e-05
21697,21697,2.8266582e-05
15635,15635,2.8263838e-05
14354,14354,2.8263517e-05
8558,8558,2.8261635e-05
5222,5222,2.8260854e-05
13494,13494,2.8260225e-05
16174,16174,2.8259154e-05
11396,11396,2.8257125e-05
5546,5546,2.825656e-05
12558,12558,2.8253999e-05
17643,17643,2.8252338e-05
4290,4290,2.8251337e-05
21536,21536,2.8250555e-05
8843,8843,2.8246981e-05
20691,20691,2.8244713e-05
3299,3299,2.8242755e-05
11517,11517,2.8242444e-05
12136,12136,2.8241278e-05
5251,5251,2.8234312e-05
11790,11790,2.8231241e-05
6571,6571,2.8230934e-05
8561,8561,2.8225957e-05
1761,1761,2.8224427e-05
18523,18523,2.8223214e-05
12849,12849,2.821989e-05
10866,10866,2.8218785e-05
14511,14511,2.821576e-05
11487,11487,2.821475e-05
20697,20697,2.8214185e-05
7162,7162,2.8211532e-05
10764,10764,2.8210889e-05
5718,5718,2.8209342e-05
9788,9788,2.8208806e-05
2251,2251,2.8205026e-05
8950,8950,2.8200442e-05
1494,1494,2.8200078e-05
16532,16532,2.8199433e-05
17775,17775,2.8199029e-05
409,409,2.8198212e-05
9763,9763,2.8197364e-05
21399,21399,2.8193119e-05
7942,7942,2.8191977e-05
1432,1432,2.8191964e-05
815,815,2.8191207e-05
795,795,2.8190105e-05
18751,18751,2.818962e-05
14859,14859,2.8189252e-05
6410,6410,2.8186303e-05
19569,19569,2.8184368e-05
6444,6444,2.818334e-05
2586,2586,2.8182307e-05
8830,8830,2.818138e-05
15623,15623,2.818051e-05
3885,3885,2.8176622e-05
18526,18526,2.817215e-05
19248,19248,2.8170512e-05
5576,5576,2.8157872e-05
8723,8723,2.8153228e-05
11673,11673,2.8152937e-05
1138,1138,2.8152093e-05
9757,9757,2.8149963e-05
2240,2240,2.8149218e-05
11060,11060,2.8145496e-05
15815,15815,2.8144854e-05
20712,20712,2.8142316e-05
13811,13811,2.8140588e-05
13750,13750,2.81404e-05
16914,16914,2.8140208e-05
14440,14440,2.8139606e-05
1475,1475,2.8137852e-05
13220,13220,2.813488e-05
19542,19542,2.812633e-05
13810,13810,2.8124183e-05
10056,10056,2.8121865e-05
15289,15289,2.8121629e-05
5722,5722,2.8121514e-05
20885,20885,2.8120723e-05
2509,2509,2.8120174e-05
7456,7456,2.8119392e-05
9265,9265,2.8117965e-05
13944,13944,2.8117081e-05
12961,12961,2.8114966e-05
19366,19366,2.811412e-05
18600,18600,2.8111403e-05
13161,13161,2.8109107e-05
22446,22446,2.8108956e-05
19573,19573,2.8108396e-05
3615,3615,2.8105651e-05
11925,11925,2.8103419e-05
17445,17445,2.8101997e-05
8462,8462,2.8101967e-05
13721,13721,2.8098519e-05
2290,2290,2.8095028e-05
11809,11809,2.8091941e-05
14309,14309,2.8088258e-05
12102,12102,2.8085082e-05
15621,15621,2.8083388e-05
6447,6447,2.8083348e-05
16940,16940,2.807927e-05
5859,5859,2.8076463e-05
6846,6846,2.8076129e-05
8393,8393,2.8074508e-05
12225,12225,2.8072169e-05
11295,11295,2.8059887e-05
15067,15067,2.8059754e-05
18377,18377,2.8055854e-05
5742,5742,2.8050643e-05
12152,12152,2.805057e-05
7812,7812,2.8043278e-05
2746,2746,2.8041582e-05
7274,7274,2.8039673e-05
21312,21312,2.803887e-05
7731,7731,2.8031789e-05
17042,17042,2.803031e-05
1425,1425,2.802663e-05
5924,5924,2.8025892e-05
14705,14705,2.8024353e-05
8954,8954,2.8022287e-05
20955,20955,2.8020258e-05
5571,5571,2.8015858e-05
5296,5296,2.8015804e-05
573,573,2.8014452e-05
855,855,2.8010796e-05
10221,10221,2.8009574e-05
9041,9041,2.8008615e-05
20674,20674,2.8008399e-05
8204,8204,2.8007782e-05
19860,19860,2.800756e-05
17384,17384,2.8007376e-05
11906,11906,2.8007318e-05
12194,12194,2.800637e-05
8953,8953,2.8006083e-05
16868,16868,2.8004182e-05
9452,9452,2.7999778e-05
21584,21584,2.799414e-05
944,944,2.7992965e-05
10469,10469,2.7992357e-05
1972,1972,2.7992322e-05
8918,8918,2.7986069e-05
7789,7789,2.7985212e-05
7880,7880,2.7984566e-05
19515,19515,2.798164e-05
18467,18467,2.7980259e-05
16407,16407,2.7978907e-05
18862,18862,2.7975502e-05
3655,3655,2.7971342e-05
9333,9333,2.7970505e-05
18137,18137,2.7968994e-05
15971,15971,2.7967382e-05
926,926,2.7960998e-05
14538,14538,2.7959682e-05
22301,22301,2.7958e-05
5355,5355,2.7957794e-05
1196,1196,2.7956694e-05
13712,13712,2.7955994e-05
17591,17591,2.7953794e-05
19296,19296,2.7948656e-05
14437,14437,2.794746e-05
11738,11738,2.7945927e-05
5377,5377,2.7943659e-05
13687,13687,2.7936661e-05
18598,18598,2.7932534e-05
16818,16818,2.7926844e-05
15211,15211,2.7924256e-05
20065,20065,2.7923514e-05
15243,15243,2.792028e-05
7517,7517,2.7913393e-05
13138,13138,2.7910311e-05
4724,4724,2.790973e-05
13067,13067,2.790956e-05
11926,11926,2.7908243e-05
21914,21914,2.7907976e-05
3797,3797,2.7906144e-05
6446,6446,2.7905293e-05
1301,1301,2.7905278e-05
6729,6729,2.7897622e-05
4593,4593,2.7897224e-05
12154,12154,2.7896773e-05
2218,2218,2.7895614e-05
15586,15586,2.7893531e-05
13985,13985,2.7892633e-05
11912,11912,2.7892416e-05
17320,17320,2.7892378e-05
17335,17335,2.7891327e-05
5763,5763,2.7890885e-05
20075,20075,2.7890565e-05
3599,3599,2.788481e-05
8644,8644,2.7883649e-05
3176,3176,2.7882657e-05
3141,3141,2.7876757e-05
17244,17244,2.7872691e-05
18342,18342,2.78688e-05
3349,3349,2.7862727e-05
16102,16102,2.7861375e-05
18316,18316,2.7858729e-05
2744,2744,2.7855927e-05
20167,20167,2.7855363e-05
8297,8297,2.7845022e-05
1463,1463,2.7839842e-05
11975,11975,2.7838767e-05
6843,6843,2.7835626e-05
21420,21420,2.7831204e-05
3175,3175,2.7830692e-05
11708,11708,2.7825705e-05
2456,2456,2.7822663e-05
14947,14947,2.7821043e-05
7382,7382,2.782074e-05
3929,3929,2.781619e-05
16041,16041,2.7814549e-05
12664,12664,2.7812313e-05
10767,10767,2.7810025e-05
12327,12327,2.7808614e-05
7240,7240,2.7805152e-05
2287,2287,2.7803893e-05
6727,6727,2.7802842e-05
18708,18708,2.7797152e-05
18118,18118,2.7796272e-05
12191,12191,2.779462e-05
9685,9685,2.7790622e-05
12701,12701,2.7789278e-05
7380,7380,2.7788785e-05
5817,5817,2.7784046e-05
11362,11362,2.7779566e-05
11276,11276,2.7775512e-05
17540,17540,2.7772045e-05
14769,14769,2.776993e-05
10386,10386,2.7769833e-05
22131,22131,2.776334e-05
22069,22069,2.77591e-05
9235,9235,2.7758717e-05
4712,4712,2.7758022e-05
12515,12515,2.7757604e-05
4713,4713,2.7757604e-05
13713,13713,2.7757362e-05
6108,6108,2.7757062e-05
13260,13260,2.7756823e-05
6178,6178,2.7754688e-05
18589,18589,2.7753542e-05
10089,10089,2.7753453e-05
14549,14549,2.7751843e-05
4084,4084,2.7751807e-05
15679,15679,2.7750883e-05
7032,7032,2.7748543e-05
11750,11750,2.774645e-05
13539,13539,2.7743174e-05
22295,22295,2.7740914e-05
17568,17568,2.7740718e-05
8333,8333,2.7739972e-05
19673,19673,2.7738735e-05
3434,3434,2.773487e-05
18424,18424,2.7733267e-05
7398,7398,2.7732704e-05
8456,8456,2.7731418e-05
8688,8688,2.7730497e-05
4970,4970,2.7727287e-05
19821,19821,2.772535e-05
4661,4661,2.7716824e-05
9678,9678,2.7716198e-05
2924,2924,2.7714685e-05
20037,20037,2.7714214e-05
3320,3320,2.7710103e-05
19194,19194,2.7709737e-05
17135,17135,2.7708802e-05
5916,5916,2.7708702e-05
13273,13273,2.770836e-05
13936,13936,2.7707862e-05
2146,2146,2.7707603e-05
19770,19770,2.7705702e-05
15052,15052,2.7704684e-05
2601,2601,2.7702172e-05
19349,19349,2.7698343e-05
12264,12264,2.7696542e-05
9190,9190,2.7694896e-05
14948,14948,2.7690012e-05
20304,20304,2.7673546e-05
18909,18909,2.7673274e-05
25,25,2.7665588e-05
7678,7678,2.76654e-05
10393,10393,2.7664535e-05
11741,11741,2.7660974e-05
2912,2912,2.7660222e-05
13451,13451,2.7657214e-05
17477,17477,2.765409e-05
13949,13949,2.7648723e-05
11839,11839,2.76439e-05
9676,9676,2.7638413e-05
12613,12613,2.7636845e-05
13256,13256,2.7633756e-05
13462,13462,2.762858e-05
15531,15531,2.7621183e-05
9463,9463,2.7619344e-05
15509,15509,2.7619193e-05
20463,20463,2.7613987e-05
19785,19785,2.7613225e-05
4265,4265,2.7612528e-05
9197,9197,2.7598866e-05
17231,17231,2.759755e-05
8898,8898,2.7588547e-05
17594,17594,2.7581693e-05
1391,1391,2.7580716e-05
5761,5761,2.7578702e-05
11477,11477,2.7578262e-05
10300,10300,2.7574444e-05
7867,7867,2.7573731e-05
4995,4995,2.7570311e-05
17134,17134,2.7570228e-05
21013,21013,2.7569238e-05
6986,6986,2.7566015e-05
9784,9784,2.7565928e-05
14224,14224,2.7562886e-05
3562,3562,2.756068e-05
13634,13634,2.7560573e-05
1771,1771,2.7558703e-05
13513,13513,2.7548964e-05
3566,3566,2.7543938e-05
6904,6904,2.7542712e-05
17916,17916,2.754147e-05
16536,16536,2.7535572e-05
20063,20063,2.753454e-05
10979,10979,2.7534099e-05
14126,14126,2.7527827e-05
4742,4742,2.7526923e-05
6839,6839,2.751292e-05
18667,18667,2.7508873e-05
9332,9332,2.7506165e-05
20918,20918,2.7503735e-05
19133,19133,2.7501825e-05
13129,13129,2.7495818e-05
14544,14544,2.7492182e-05
14404,14404,2.7492044e-05
117,117,2.7491846e-05
12825,12825,2.7491764e-05
8019,8019,2.7486174e-05
11915,11915,2.7485494e-05
6987,6987,2.7478858e-05
9593,9593,2.7477377e-05
3813,3813,2.747513e-05
20617,20617,2.7472863e-05
8962,8962,2.7471368e-05
17813,17813,2.7468319e-05
16192,16192,2.7467187e-05
15705,15705,2.746644e-05
7861,7861,2.746496e-05
3879,3879,2.7461832e-05
8534,8534,2.7458882e-05
19138,19138,2.7453152e-05
12574,12574,2.745098e-05
17184,17184,2.7448892e-05
10721,10721,2.7441321e-05
15209,15209,2.7439917e-05
4816,4816,2.7438069e-05
16177,16177,2.7437572e-05
9794,9794,2.7437462e-05
3061,3061,2.7435572e-05
18267,18267,2.7429809e-05
18669,18669,2.7423479e-05
1310,1310,2.7422488e-05
18904,18904,2.7421367e-05
1586,1586,2.741469e-05
21369,21369,2.7406957e-05
13710,13710,2.7396129e-05
3326,3326,2.73961e-05
19791,19791,2.7389047e-05
9186,9186,2.7387003e-05
4375,4375,2.7385506e-05
15319,15319,2.7385257e-05
20953,20953,2.7381595e-05
9143,9143,2.7380442e-05
7360,7360,2.7377702e-05
1447,1447,2.7373346e-05
15415,15415,2.737324e-05
21960,21960,2.7371882e-05
19692,19692,2.7370179e-05
15366,15366,2.7367103e-05
15613,15613,2.7361708e-05
1551,1551,2.7358627e-05
7097,7097,2.7357533e-05
11805,11805,2.7356884e-05
19735,19735,2.7355141e-05
704,704,2.7352738e-05
3491,3491,2.7352404e-05
16905,16905,2.735002e-05
1133,1133,2.7345977e-05
19738,19738,2.7345892e-05
4576,4576,2.7342343e-05
4142,4142,2.7342145e-05
3007,3007,2.7338518e-05
11821,11821,2.7337877e-05
15892,15892,2.733759e-05
16958,16958,2.7335896e-05
13906,13906,2.7335554e-05
17877,17877,2.7330467e-05
16113,16113,2.7326068e-05
125,125,2.7325415e-05
19687,19687,2.7321414e-05
7012,7012,2.7314923e-05
19833,19833,2.7314412e-05
8320,8320,2.7314198e-05
19867,19867,2.731157e-05
15115,15115,2.7311522e-05
4899,4899,2.731077e-05
5263,5263,2.7310738e-05
21014,21014,2.7305472e-05
19916,19916,2.7303602e-05
22250,22250,2.7300483e-05
15228,15228,2.7300342e-05
8917,8917,2.7299962e-05
20305,20305,2.7296113e-05
7907,7907,2.7292745e-05
10611,10611,2.7291886e-05
14631,14631,2.7291364e-05
4153,4153,2.7287871e-05
5626,5626,2.7283351e-05
18516,18516,2.728195e-05
10288,10288,2.7278187e-05
20901,20901,2.7277143e-05
8951,8951,2.7275786e-05
11424,11424,2.7274196e-05
17541,17541,2.7270817e-05
17162,17162,2.7270295e-05
15086,15086,2.7265278e-05
13227,13227,2.7264905e-05
15212,15212,2.7260174e-05
5078,5078,2.725706e-05
4067,4067,2.7256761e-05
7571,7571,2.7253263e-05
3332,3332,2.7252452e-05
3757,3757,2.7252208e-05
22022,22022,2.7252017e-05
13082,13082,2.725148e-05
18497,18497,2.7251284e-05
21792,21792,2.7245442e-05
20519,20519,2.7244958e-05
16696,16696,2.7238233e-05
1323,1323,2.7237087e-05
19058,19058,2.7227874e-05
18649,18649,2.722655e-05
11788,11788,2.7226117e-05
9909,9909,2.72259e-05
13699,13699,2.7223869e-05
18749,18749,2.7219965e-05
15403,15403,2.7217327e-05
2814,2814,2.7216469e-05
15970,15970,2.721548e-05
991,991,2.7214825e-05
13903,13903,2.7211572e-05
5885,5885,2.7210981e-05
11321,11321,2.7210683e-05
12666,12666,2.7209931e-05
19217,19217,2.7205764e-05
1176,1176,2.7204956e-05
19580,19580,2.7204653e-05
20119,20119,2.71985e-05
6170,6170,2.7196407e-05
136,136,2.719546e-05
7259,7259,2.7190898e-05
17106,17106,2.7190405e-05
13460,13460,2.7189439e-05
14265,14265,2.7185713e-05
19205,19205,2.7185466e-05
3966,3966,2.718515e-05
16069,16069,2.7184955e-05
9135,9135,2.7181919e-05
21378,21378,2.7180948e-05
1180,1180,2.717645e-05
22060,22060,2.7174843e-05
9714,9714,2.7171483e-05
8087,8087,2.7169239e-05
4822,4822,2.7167096e-05
12046,12046,2.7162461e-05
7241,7241,2.7160939e-05
12474,12474,2.7160604e-05
4832,4832,2.7157443e-05
7470,7470,2.7156166e-05
18878,18878,2.7154156e-05
4260,4260,2.7152366e-05
17912,17912,2.7151364e-05
20247,20247,2.7149845e-05
19027,19027,2.7145688e-05
7006,7006,2.7143984e-05
17840,17840,2.7143213e-05
14908,14908,2.7141727e-05
7223,7223,2.7139648e-05
4926,4926,2.7139136e-05
20732,20732,2.713834e-05
8189,8189,2.7137625e-05
22384,22384,2.713603e-05
282,282,2.7132002e-05
16018,16018,2.713129e-05
19101,19101,2.7129972e-05
10735,10735,2.712861e-05
7062,7062,2.7124956e-05
19841,19841,2.7123038e-05
18438,18438,2.7121529e-05
12596,12596,2.711974e-05
2051,2051,2.7118818e-05
14104,14104,2.711678e-05
1195,1195,2.7111892e-05
3932,3932,2.7111191e-05
20281,20281,2.7110742e-05
15433,15433,2.711008e-05
10423,10423,2.710995e-05
4952,4952,2.7109403e-05
6745,6745,2.7107253e-05
8429,8429,2.7105281e-05
16736,16736,2.7102866e-05
16116,16116,2.709827e-05
5046,5046,2.7096528e-05
6814,6814,2.7089713e-05
18215,18215,2.708869e-05
871,871,2.7087943e-05
336,336,2.7087488e-05
10737,10737,2.7086546e-05
16248,16248,2.708641e-05
239,239,2.7085165e-05
17365,17365,2.7081887e-05
21002,21002,2.7080156e-05
2753,2753,2.707949e-05
21304,21304,2.7075164e-05
17269,17269,2.7073962e-05
6234,6234,2.7070477e-05
22041,22041,2.705659e-05
17126,17126,2.7055363e-05
740,740,2.7045306e-05
1737,1737,2.7043025e-05
11811,11811,2.7039045e-05
21397,21397,2.7038192e-05
9870,9870,2.7037711e-05
3437,3437,2.7037528e-05
20660,20660,2.7036827e-05
11090,11090,2.7029902e-05
8942,8942,2.7025444e-05
15430,15430,2.702172e-05
13584,13584,2.7017957e-05
11456,11456,2.701462e-05
1818,1818,2.7012156e-05
460,460,2.701126e-05
8852,8852,2.7010441e-05
8401,8401,2.7010272e-05
16734,16734,2.7008087e-05
1483,1483,2.7005712e-05
15331,15331,2.7002978e-05
19693,19693,2.7002789e-05
21135,21135,2.7001086e-05
4741,4741,2.7000693e-05
22034,22034,2.6996362e-05
7041,7041,2.6995618e-05
19536,19536,2.6993537e-05
12760,12760,2.6991076e-05
12830,12830,2.6991e-05
7035,7035,2.6990841e-05
8957,8957,2.6986709e-05
1042,1042,2.6981465e-05
17988,17988,2.697857e-05
10713,10713,2.6978465e-05
8863,8863,2.6975942e-05
17410,17410,2.6973594e-05
5677,5677,2.697325e-05
8879,8879,2.6972933e-05
1780,1780,2.696877e-05
9002,9002,2.696604e-05
3170,3170,2.6964533e-05
3991,3991,2.6959835e-05
20178,20178,2.6955075e-05
18894,18894,2.6954465e-05
12291,12291,2.6950449e-05
10532,10532,2.6947413e-05
1443,1443,2.6942975e-05
12636,12636,2.694252e-05
18021,18021,2.6940967e-05
6719,6719,2.6940399e-05
3614,3614,2.6940263e-05
1321,1321,2.693979e-05
11867,11867,2.6936446e-05
17183,17183,2.6933378e-05
5863,5863,2.6932965e-05
5909,5909,2.693211e-05
6825,6825,2.6931693e-05
8800,8800,2.6931086e-05
15145,15145,2.6929809e-05
9188,9188,2.6925238e-05
9204,9204,2.6923874e-05
17055,17055,2.692041e-05
20777,20777,2.6917118e-05
21448,21448,2.6917023e-05
8773,8773,2.6915008e-05
5388,5388,2.691359e-05
2443,2443,2.6912589e-05
7832,7832,2.6910764e-05
9227,9227,2.6910182e-05
11973,11973,2.690543e-05
21854,21854,2.6902851e-05
1482,1482,2.6899223e-05
14799,14799,2.6896496e-05
13709,13709,2.6888467e-05
11255,11255,2.6887194e-05
14400,14400,2.6886828e-05
16847,16847,2.6886251e-05
4073,4073,2.6885577e-05
3951,3951,2.6884947e-05
20982,20982,2.6883523e-05
17936,17936,2.6883079e-05
3090,3090,2.6882824e-05
22125,22125,2.688145e-05
3992,3992,2.687944e-05
17713,17713,2.6876472e-05
14960,14960,2.6874985e-05
13884,13884,2.6873859e-05
21356,21356,2.6872834e-05
18107,18107,2.6868449e-05
15857,15857,2.6868338e-05
14514,14514,2.6864202e-05
15084,15084,2.6861526e-05
9963,9963,2.6860369e-05
6153,6153,2.6859147e-05
8975,8975,2.6858479e-05
10642,10642,2.685241e-05
7906,7906,2.6849058e-05
16801,16801,2.684647e-05
21535,21535,2.6846083e-05
5325,5325,2.6845588e-05
5080,5080,2.6838468e-05
13702,13702,2.6836375e-05
18569,18569,2.6834961e-05
144,144,2.6834929e-05
20903,20903,2.6830225e-05
16204,16204,2.6829226e-05
3953,3953,2.682866e-05
11910,11910,2.6828593e-05
11819,11819,2.6826621e-05
6630,6630,2.6821592e-05
2489,2489,2.6820138e-05
7044,7044,2.681816e-05
13930,13930,2.6817295e-05
18177,18177,2.6816175e-05
9774,9774,2.6807573e-05
10370,10370,2.6799671e-05
1012,1012,2.6797843e-05
11813,11813,2.6797696e-05
18380,18380,2.679231e-05
7892,7892,2.6788903e-05
9121,9121,2.6785176e-05
2008,2008,2.676822e-05
17085,17085,2.6765903e-05
18407,18407,2.6765834e-05
4466,4466,2.67651e-05
14763,14763,2.6755843e-05
11040,11040,2.6755542e-05
18336,18336,2.6752947e-05
20298,20298,2.6752577e-05
9288,9288,2.675193e-05
20652,20652,2.6750773e-05
18147,18147,2.674305e-05
3591,3591,2.6742337e-05
9666,9666,2.674066e-05
8681,8681,2.6730375e-05
