Neuron,Cluster,TSNE_1,TSNE_2,NeuronName,SymbolicRole
Neuron_799,6,-27.800776,12.284434,Unlabeled,Integrator 🧠
Neuron_800,6,-31.139433,9.609581,Unlabeled,Integrator 🧠
Neuron_801,6,-32.23777,14.924854,Unlabeled,Integrator 🧠
Neuron_802,6,-27.287514,13.513676,Unlabeled,Integrator 🧠
Neuron_803,6,-27.522026,13.018514,Unlabeled,Integrator 🧠
Neuron_804,0,-4.2839274,9.771055,Unlabeled,Effector 🔧
Neuron_805,6,-35.403263,14.270494,Unlabeled,Integrator 🧠
Neuron_806,6,-42.07623,16.30752,Unlabeled,Integrator 🧠
Neuron_807,6,-26.700993,11.724689,Unlabeled,Integrator 🧠
Neuron_808,6,-39.0751,15.1008215,Unlabeled,Integrator 🧠
Neuron_809,6,-27.855429,14.04545,Unlabeled,Integrator 🧠
Neuron_810,6,-10.327379,9.502638,Unlabeled,Integrator 🧠
Neuron_811,6,-40.28744,16.147928,Unlabeled,Integrator 🧠
Neuron_812,0,11.1550045,-10.163677,Unlabeled,Effector 🔧
Neuron_813,6,-40.59471,18.217196,Unlabeled,Integrator 🧠
Neuron_814,6,-31.588806,16.735647,Unlabeled,Integrator 🧠
Neuron_815,6,-32.465286,17.036867,Unlabeled,Integrator 🧠
Neuron_816,6,-34.62031,16.203476,Unlabeled,Integrator 🧠
Neuron_817,6,-8.586674,8.342042,Unlabeled,Integrator 🧠
Neuron_818,6,-35.35075,15.289369,Unlabeled,Integrator 🧠
Neuron_819,0,16.665323,8.300999,Unlabeled,Effector 🔧
Neuron_820,0,20.481592,-16.1366,Unlabeled,Effector 🔧
Neuron_821,0,20.795073,-15.895641,Unlabeled,Effector 🔧
Neuron_822,0,20.713951,-15.972263,Unlabeled,Effector 🔧
Neuron_823,0,20.714138,-15.971962,Unlabeled,Effector 🔧
Neuron_824,0,20.80873,-15.879219,Unlabeled,Effector 🔧
Neuron_825,0,-3.5634775,9.67266,Unlabeled,Effector 🔧
Neuron_826,0,28.540768,-5.0710583,Unlabeled,Effector 🔧
Neuron_827,6,-18.660166,2.7609217,Unlabeled,Integrator 🧠
Neuron_828,6,-40.583096,16.53798,Unlabeled,Integrator 🧠
Neuron_829,6,-9.893576,9.256073,Unlabeled,Integrator 🧠
Neuron_830,6,-27.70062,10.806036,Unlabeled,Integrator 🧠
Neuron_831,0,13.268984,-9.332162,Unlabeled,Effector 🔧
Neuron_832,6,-34.033745,15.876633,Unlabeled,Integrator 🧠
Neuron_833,3,-54.916836,18.175707,Unlabeled,Sensor 🧿
Neuron_834,0,1.7416236,-9.299892,Unlabeled,Effector 🔧
Neuron_835,3,-56.136196,20.255363,Unlabeled,Sensor 🧿
Neuron_836,6,-47.751003,20.534689,Unlabeled,Integrator 🧠
Neuron_837,0,2.4824142,-9.52592,Unlabeled,Effector 🔧
Neuron_838,0,20.589174,-5.399147,Unlabeled,Effector 🔧
Neuron_839,3,-51.718742,19.328905,Unlabeled,Sensor 🧿
Neuron_840,0,47.78503,-9.513642,Unlabeled,Effector 🔧
Neuron_841,3,-56.367218,20.806852,Unlabeled,Sensor 🧿
Neuron_842,3,-56.49178,19.36899,Unlabeled,Sensor 🧿
Neuron_843,6,-14.548133,-1.0293612,Unlabeled,Integrator 🧠
Neuron_844,3,-61.28659,18.808826,Unlabeled,Sensor 🧿
Neuron_845,3,-63.506596,15.387287,Unlabeled,Sensor 🧿
Neuron_846,6,-16.661922,-3.3937037,Unlabeled,Integrator 🧠
Neuron_847,6,-9.295604,5.1915135,Unlabeled,Integrator 🧠
Neuron_848,3,-50.22099,19.402636,Unlabeled,Sensor 🧿
Neuron_849,3,-59.336475,21.368912,Unlabeled,Sensor 🧿
Neuron_850,3,-56.39126,21.019098,Unlabeled,Sensor 🧿
Neuron_851,0,51.73672,-3.9098854,Unlabeled,Effector 🔧
Neuron_852,0,45.611595,-11.604038,Unlabeled,Effector 🔧
Neuron_853,0,0.20466405,-9.624931,Unlabeled,Effector 🔧
Neuron_854,6,-14.888008,-0.60801685,Unlabeled,Integrator 🧠
Neuron_855,6,-20.585403,-4.5028734,Unlabeled,Integrator 🧠
Neuron_856,6,-16.449594,-3.5208647,Unlabeled,Integrator 🧠
Neuron_857,3,-60.597347,19.638199,Unlabeled,Sensor 🧿
Neuron_858,3,-62.62736,16.727661,Unlabeled,Sensor 🧿
Neuron_859,6,-37.86345,17.294073,Unlabeled,Integrator 🧠
Neuron_860,6,-22.917734,1.4222174,Unlabeled,Integrator 🧠
Neuron_861,0,43.960804,-7.309572,Unlabeled,Effector 🔧
Neuron_862,6,-31.911676,16.477345,Unlabeled,Integrator 🧠
Neuron_863,7,-70.023895,9.342291,Unlabeled,Relay 🔁
Neuron_864,7,-70.130295,9.165514,Unlabeled,Relay 🔁
Neuron_865,7,-69.42565,9.325225,Unlabeled,Relay 🔁
Neuron_866,7,-69.56911,9.300042,Unlabeled,Relay 🔁
Neuron_867,3,-52.59529,20.12141,Unlabeled,Sensor 🧿
Neuron_868,3,-53.644722,19.236273,Unlabeled,Sensor 🧿
Neuron_869,0,52.239227,-3.4595017,Unlabeled,Effector 🔧
Neuron_870,7,-70.88877,6.4790297,Unlabeled,Relay 🔁
Neuron_871,0,50.917187,-4.554276,Unlabeled,Effector 🔧
Neuron_872,0,50.29355,-7.3208237,Unlabeled,Effector 🔧
Neuron_873,7,-68.92273,7.9656334,Unlabeled,Relay 🔁
Neuron_874,0,49.38273,-7.630888,Unlabeled,Effector 🔧
Neuron_875,7,-67.7812,12.171303,Unlabeled,Relay 🔁
Neuron_876,7,-68.45728,11.356605,Unlabeled,Relay 🔁
Neuron_877,0,51.184532,-5.22346,Unlabeled,Effector 🔧
Neuron_878,0,49.181316,-6.5453033,Unlabeled,Effector 🔧
Neuron_879,0,47.903683,-8.930633,Unlabeled,Effector 🔧
Neuron_880,0,47.57918,-8.965372,Unlabeled,Effector 🔧
Neuron_881,3,-54.49103,19.637901,Unlabeled,Sensor 🧿
Neuron_882,6,-27.01416,12.545835,Unlabeled,Integrator 🧠
Neuron_883,0,51.43012,-4.5050845,Unlabeled,Effector 🔧
Neuron_884,0,0.8945086,-8.756617,Unlabeled,Effector 🔧
Neuron_885,6,-11.435182,-3.3617291,Unlabeled,Integrator 🧠
Neuron_886,0,-0.45277154,-8.071673,Unlabeled,Effector 🔧
Neuron_887,3,-58.3291,20.823313,Unlabeled,Sensor 🧿
Neuron_888,0,0.7606218,-9.053296,Unlabeled,Effector 🔧
Neuron_889,6,-14.100939,-1.1570462,Unlabeled,Integrator 🧠
Neuron_890,6,-12.169974,-2.940971,Unlabeled,Integrator 🧠
Neuron_891,3,-60.808655,19.595882,Unlabeled,Sensor 🧿
Neuron_892,6,-32.74092,17.868414,Unlabeled,Integrator 🧠
Neuron_893,6,-14.59117,-0.10544658,Unlabeled,Integrator 🧠
Neuron_894,6,-14.124856,-0.85642475,Unlabeled,Integrator 🧠
Neuron_895,6,-29.143377,14.565703,Unlabeled,Integrator 🧠
Neuron_896,6,-27.080664,12.961756,Unlabeled,Integrator 🧠
Neuron_897,3,-54.56194,20.406126,Unlabeled,Sensor 🧿
Neuron_898,6,-26.829351,12.314825,Unlabeled,Integrator 🧠
Neuron_899,6,-37.45995,16.967182,Unlabeled,Integrator 🧠
Neuron_900,6,-32.974876,16.65976,Unlabeled,Integrator 🧠
Neuron_901,6,-33.116455,15.542864,Unlabeled,Integrator 🧠
Neuron_902,3,-58.77271,19.743084,Unlabeled,Sensor 🧿
Neuron_903,6,-29.739874,14.668842,Unlabeled,Integrator 🧠
Neuron_904,6,-39.527496,17.982735,Unlabeled,Integrator 🧠
Neuron_905,6,-41.10921,18.511816,Unlabeled,Integrator 🧠
Neuron_906,6,-41.255306,18.503733,Unlabeled,Integrator 🧠
Neuron_907,6,-41.01459,18.559217,Unlabeled,Integrator 🧠
Neuron_908,0,48.74785,-6.948055,Unlabeled,Effector 🔧
Neuron_909,0,45.545464,-12.035056,Unlabeled,Effector 🔧
Neuron_910,0,2.683934,-8.834929,Unlabeled,Effector 🔧
Neuron_911,0,0.21885765,-8.794484,Unlabeled,Effector 🔧
Neuron_912,0,0.122966066,-8.598756,Unlabeled,Effector 🔧
Neuron_913,3,-47.651802,16.246145,Unlabeled,Sensor 🧿
Neuron_914,6,-26.609655,13.214769,Unlabeled,Integrator 🧠
Neuron_915,6,-31.663479,15.827156,Unlabeled,Integrator 🧠
Neuron_916,6,-41.68634,18.081907,Unlabeled,Integrator 🧠
Neuron_917,0,21.465446,-8.530108,Unlabeled,Effector 🔧
Neuron_918,0,29.633986,4.1433415,Unlabeled,Effector 🔧
Neuron_919,0,37.420803,11.396572,Unlabeled,Effector 🔧
Neuron_920,0,-3.98745,-23.712328,Unlabeled,Effector 🔧
Neuron_921,0,26.831938,-5.8115025,Unlabeled,Effector 🔧
Neuron_922,0,20.426434,-14.692938,Unlabeled,Effector 🔧
Neuron_923,0,44.09175,18.675423,Unlabeled,Effector 🔧
Neuron_924,0,36.555767,19.036137,Unlabeled,Effector 🔧
Neuron_925,0,20.412733,-11.518579,Unlabeled,Effector 🔧
Neuron_926,0,22.19779,-7.9586887,Unlabeled,Effector 🔧
Neuron_927,0,30.513609,12.672976,Unlabeled,Effector 🔧
Neuron_928,0,41.368393,19.951443,Unlabeled,Effector 🔧
Neuron_929,0,27.464912,-9.337696,Unlabeled,Effector 🔧
Neuron_930,0,2.618369,-22.222218,Unlabeled,Effector 🔧
Neuron_931,0,26.819437,-4.7862425,Unlabeled,Effector 🔧
Neuron_932,0,16.193396,-19.727274,Unlabeled,Effector 🔧
Neuron_933,0,11.023098,-21.064075,Unlabeled,Effector 🔧
Neuron_934,0,20.934671,-3.8397315,Unlabeled,Effector 🔧
Neuron_935,0,-4.717279,-23.3882,Unlabeled,Effector 🔧
Neuron_936,0,-8.856185,-20.483103,Unlabeled,Effector 🔧
Neuron_937,0,15.207889,-22.982279,Unlabeled,Effector 🔧
Neuron_938,0,4.351863,-13.648066,Unlabeled,Effector 🔧
Neuron_939,0,24.14894,4.5375643,Unlabeled,Effector 🔧
Neuron_940,0,44.638325,15.958889,Unlabeled,Effector 🔧
Neuron_941,0,36.218594,10.31203,Unlabeled,Effector 🔧
Neuron_942,0,37.169037,11.95756,Unlabeled,Effector 🔧
Neuron_943,0,32.08449,-9.046672,Unlabeled,Effector 🔧
Neuron_944,0,29.611609,-10.618685,Unlabeled,Effector 🔧
Neuron_945,6,-27.670893,15.057591,Unlabeled,Integrator 🧠
Neuron_946,0,32.004734,12.030064,Unlabeled,Effector 🔧
Neuron_947,0,13.595401,-7.75004,Unlabeled,Effector 🔧
Neuron_948,0,13.368206,-10.367926,Unlabeled,Effector 🔧
Neuron_949,0,27.778105,-10.175274,Unlabeled,Effector 🔧
Neuron_950,0,34.53595,8.498719,Unlabeled,Effector 🔧
Neuron_951,0,26.028896,1.8552674,Unlabeled,Effector 🔧
Neuron_952,0,30.80383,3.8049488,Unlabeled,Effector 🔧
Neuron_953,0,11.753063,-16.80564,Unlabeled,Effector 🔧
Neuron_954,0,19.530888,-8.636763,Unlabeled,Effector 🔧
Neuron_955,0,37.894463,11.096183,Unlabeled,Effector 🔧
Neuron_956,0,13.890368,-21.276505,Unlabeled,Effector 🔧
Neuron_957,0,-6.629558,-23.76199,Unlabeled,Effector 🔧
Neuron_958,0,19.15711,-10.679945,Unlabeled,Effector 🔧
Neuron_959,0,17.438272,-14.018998,Unlabeled,Effector 🔧
Neuron_960,0,15.127082,-23.09918,Unlabeled,Effector 🔧
Neuron_961,6,-41.196445,10.355456,Unlabeled,Integrator 🧠
Neuron_962,0,40.728104,21.869572,Unlabeled,Effector 🔧
Neuron_963,0,15.3504505,-5.5543733,Unlabeled,Effector 🔧
Neuron_964,0,45.863853,19.369146,Unlabeled,Effector 🔧
Neuron_965,0,14.158238,-7.0885324,Unlabeled,Effector 🔧
Neuron_966,0,48.109856,19.384514,Unlabeled,Effector 🔧
Neuron_967,0,30.909817,14.297455,Unlabeled,Effector 🔧
Neuron_968,0,44.688007,15.799998,Unlabeled,Effector 🔧
Neuron_969,0,15.399148,-6.2111077,Unlabeled,Effector 🔧
Neuron_970,0,14.169947,-15.090935,Unlabeled,Effector 🔧
Neuron_971,0,25.548664,-7.7837095,Unlabeled,Effector 🔧
Neuron_972,0,22.521236,-10.144089,Unlabeled,Effector 🔧
Neuron_973,0,33.57677,4.291039,Unlabeled,Effector 🔧
Neuron_974,0,22.49703,-8.713682,Unlabeled,Effector 🔧
Neuron_975,0,5.458493,-16.266264,Unlabeled,Effector 🔧
Neuron_976,0,35.61761,9.972582,Unlabeled,Effector 🔧
Neuron_977,0,24.217976,-13.033256,Unlabeled,Effector 🔧
Neuron_978,0,9.667462,-15.90771,Unlabeled,Effector 🔧
Neuron_979,6,-35.174854,4.4195533,Unlabeled,Integrator 🧠
Neuron_980,6,-19.284342,-8.336513,Unlabeled,Integrator 🧠
Neuron_981,6,-44.991306,13.781621,Unlabeled,Integrator 🧠
Neuron_982,6,-33.50304,3.6134531,Unlabeled,Integrator 🧠
Neuron_983,0,2.7945368,-20.13217,Unlabeled,Effector 🔧
Neuron_984,0,18.059904,-5.9490547,Unlabeled,Effector 🔧
Neuron_985,6,-36.482895,4.855161,Unlabeled,Integrator 🧠
Neuron_986,0,6.786421,-24.90921,Unlabeled,Effector 🔧
Neuron_987,0,40.64583,13.991375,Unlabeled,Effector 🔧
Neuron_988,6,-43.792103,12.656942,Unlabeled,Integrator 🧠
Neuron_989,6,-14.88329,-15.466284,Unlabeled,Integrator 🧠
Neuron_990,0,20.281595,-18.580793,Unlabeled,Effector 🔧
Neuron_991,0,16.739166,-5.344377,Unlabeled,Effector 🔧
Neuron_992,6,-35.407436,11.068726,Unlabeled,Integrator 🧠
Neuron_993,3,-46.476883,21.183964,Unlabeled,Sensor 🧿
Neuron_994,6,-45.267223,13.386708,Unlabeled,Integrator 🧠
Neuron_995,0,21.268412,-17.271431,Unlabeled,Effector 🔧
Neuron_996,0,36.1466,2.3595705,Unlabeled,Effector 🔧
Neuron_997,6,-22.810745,-8.056371,Unlabeled,Integrator 🧠
Neuron_998,0,38.711056,9.057788,Unlabeled,Effector 🔧
Neuron_999,6,-26.101383,-6.429257,Unlabeled,Integrator 🧠
Neuron_1000,0,3.2767081,-22.749552,Unlabeled,Effector 🔧
Neuron_1001,0,42.821804,5.224059,Unlabeled,Effector 🔧
Neuron_1002,0,5.8917613,-22.601933,Unlabeled,Effector 🔧
Neuron_1003,0,10.567036,-19.083515,Unlabeled,Effector 🔧
Neuron_1004,0,12.678851,-19.540113,Unlabeled,Effector 🔧
Neuron_1005,7,-69.42763,12.825842,Unlabeled,Relay 🔁
Neuron_1006,6,-12.982585,-19.74389,Unlabeled,Integrator 🧠
Neuron_1007,0,21.72372,-4.971483,Unlabeled,Effector 🔧
Neuron_1008,6,-44.663418,14.000575,Unlabeled,Integrator 🧠
Neuron_1009,0,-2.8973606,-17.744635,Unlabeled,Effector 🔧
Neuron_1010,6,-40.929256,8.957411,Unlabeled,Integrator 🧠
Neuron_1011,0,7.905348,-23.518032,Unlabeled,Effector 🔧
Neuron_1012,6,-40.01215,8.39769,Unlabeled,Integrator 🧠
Neuron_1013,0,20.75742,-3.256654,Unlabeled,Effector 🔧
Neuron_1014,0,0.50622594,-21.877066,Unlabeled,Effector 🔧
Neuron_1015,6,-42.846848,10.817713,Unlabeled,Integrator 🧠
Neuron_1016,0,27.135593,-0.23171213,Unlabeled,Effector 🔧
Neuron_1017,6,-23.165289,1.7206253,Unlabeled,Integrator 🧠
Neuron_1018,0,-10.886589,-22.894379,Unlabeled,Effector 🔧
Neuron_1019,0,29.85192,4.181857,Unlabeled,Effector 🔧
Neuron_1020,0,28.701336,2.247086,Unlabeled,Effector 🔧
Neuron_1021,0,2.7616675,-18.025265,Unlabeled,Effector 🔧
Neuron_1022,6,-13.202685,-18.06383,Unlabeled,Integrator 🧠
Neuron_1023,0,-5.1008,-17.700245,Unlabeled,Effector 🔧
Neuron_1024,0,42.43252,18.142849,Unlabeled,Effector 🔧
Neuron_1025,0,27.543001,-0.7589696,Unlabeled,Effector 🔧
Neuron_1026,0,37.205296,-4.5616717,Unlabeled,Effector 🔧
Neuron_1027,0,34.756138,10.712117,Unlabeled,Effector 🔧
Neuron_1028,0,31.384697,3.0879865,Unlabeled,Effector 🔧
Neuron_1029,0,14.8178005,-12.580547,Unlabeled,Effector 🔧
Neuron_1030,0,36.050144,-4.5811768,Unlabeled,Effector 🔧
Neuron_1031,6,-36.581757,16.727028,Unlabeled,Integrator 🧠
Neuron_1032,0,35.616673,5.279941,Unlabeled,Effector 🔧
Neuron_1033,0,35.676266,6.294899,Unlabeled,Effector 🔧
Neuron_1034,0,16.778898,-17.242096,Unlabeled,Effector 🔧
Neuron_1035,0,24.146074,-12.501638,Unlabeled,Effector 🔧
Neuron_1036,3,-47.068935,17.304808,Unlabeled,Sensor 🧿
Neuron_1037,0,-1.6024997,-14.419254,Unlabeled,Effector 🔧
Neuron_1038,0,30.872244,1.9832788,Unlabeled,Effector 🔧
Neuron_1039,0,30.357126,1.0503262,Unlabeled,Effector 🔧
Neuron_1040,0,18.289902,-11.025961,Unlabeled,Effector 🔧
Neuron_1041,0,16.647598,-16.834589,Unlabeled,Effector 🔧
Neuron_1042,0,4.191366,-17.587776,Unlabeled,Effector 🔧
Neuron_1043,6,-29.819399,-2.5295477,Unlabeled,Integrator 🧠
Neuron_1044,0,34.342945,12.153534,Unlabeled,Effector 🔧
Neuron_1045,0,28.431707,-9.15774,Unlabeled,Effector 🔧
Neuron_1046,0,12.9558525,-16.817877,Unlabeled,Effector 🔧
Neuron_1047,0,28.369831,-8.872117,Unlabeled,Effector 🔧
Neuron_1048,0,-5.266465,-18.063974,Unlabeled,Effector 🔧
Neuron_1049,0,35.111378,12.172022,Unlabeled,Effector 🔧
Neuron_1050,0,29.663498,1.5789136,Unlabeled,Effector 🔧
Neuron_1051,0,33.969067,4.786365,Unlabeled,Effector 🔧
Neuron_1052,6,-26.38146,-6.371011,Unlabeled,Integrator 🧠
Neuron_1053,6,-30.171173,1.1712497,Unlabeled,Integrator 🧠
Neuron_1054,0,7.9011035,-23.170822,Unlabeled,Effector 🔧
Neuron_1055,0,-6.973613,-21.965204,Unlabeled,Effector 🔧
Neuron_1056,6,-16.232664,-14.883579,Unlabeled,Integrator 🧠
Neuron_1057,0,-6.3110504,-20.46595,Unlabeled,Effector 🔧
Neuron_1058,6,-31.900883,1.528716,Unlabeled,Integrator 🧠
Neuron_1059,6,-33.22159,3.078967,Unlabeled,Integrator 🧠
Neuron_1060,0,-1.6022419,-20.445559,Unlabeled,Effector 🔧
Neuron_1061,0,26.349285,-3.5905292,Unlabeled,Effector 🔧
Neuron_1062,0,-8.198256,-17.482512,Unlabeled,Effector 🔧
Neuron_1063,0,34.65728,3.389635,Unlabeled,Effector 🔧
Neuron_1064,6,-45.327415,15.501122,Unlabeled,Integrator 🧠
Neuron_1065,0,-11.664889,-23.468887,Unlabeled,Effector 🔧
Neuron_1066,6,-26.719934,-0.98583615,Unlabeled,Integrator 🧠
Neuron_1067,0,35.2535,9.033791,Unlabeled,Effector 🔧
Neuron_1068,0,38.22363,10.917969,Unlabeled,Effector 🔧
Neuron_1069,0,34.305363,5.462494,Unlabeled,Effector 🔧
Neuron_1070,0,-5.056816,-17.588861,Unlabeled,Effector 🔧
Neuron_1071,0,34.37778,6.1301303,Unlabeled,Effector 🔧
Neuron_1072,6,-27.38478,-8.351854,Unlabeled,Integrator 🧠
Neuron_1073,0,40.53263,13.511422,Unlabeled,Effector 🔧
Neuron_1074,0,40.589478,13.397282,Unlabeled,Effector 🔧
Neuron_1075,0,26.375536,-7.951532,Unlabeled,Effector 🔧
Neuron_1076,0,29.461931,-3.2320826,Unlabeled,Effector 🔧
Neuron_1077,0,37.05108,10.042419,Unlabeled,Effector 🔧
Neuron_1078,0,27.512407,-7.1088595,Unlabeled,Effector 🔧
Neuron_1079,0,31.482885,3.1171124,Unlabeled,Effector 🔧
Neuron_1080,0,20.643986,-11.100171,Unlabeled,Effector 🔧
Neuron_1081,0,19.289778,-15.177241,Unlabeled,Effector 🔧
Neuron_1082,0,18.061352,-16.197538,Unlabeled,Effector 🔧
Neuron_1083,0,29.717604,4.6445227,Unlabeled,Effector 🔧
Neuron_1084,0,28.09188,-0.40413433,Unlabeled,Effector 🔧
Neuron_1085,0,41.972122,18.487165,Unlabeled,Effector 🔧
Neuron_1086,0,35.559933,15.318051,Unlabeled,Effector 🔧
Neuron_1087,0,31.316387,-6.259277,Unlabeled,Effector 🔧
Neuron_1088,0,15.585881,-17.24983,Unlabeled,Effector 🔧
Neuron_1089,0,11.414064,-18.048162,Unlabeled,Effector 🔧
Neuron_1090,0,22.952835,-13.796233,Unlabeled,Effector 🔧
Neuron_1091,0,29.51086,-7.948915,Unlabeled,Effector 🔧
Neuron_1092,0,34.79977,11.210925,Unlabeled,Effector 🔧
Neuron_1093,0,33.525986,6.044382,Unlabeled,Effector 🔧
Neuron_1094,0,28.846582,-9.338055,Unlabeled,Effector 🔧
Neuron_1095,0,37.2089,5.709751,Unlabeled,Effector 🔧
Neuron_1096,6,-25.216616,-4.4768033,Unlabeled,Integrator 🧠
Neuron_1097,0,25.042347,-8.18768,Unlabeled,Effector 🔧
Neuron_1098,6,-22.40945,-6.7156463,Unlabeled,Integrator 🧠
Neuron_1099,6,-22.60139,-10.477305,Unlabeled,Integrator 🧠
Neuron_1100,6,-11.222598,-16.827543,Unlabeled,Integrator 🧠
Neuron_1101,0,34.50102,14.0767565,Unlabeled,Effector 🔧
Neuron_1102,0,36.72224,5.3597555,Unlabeled,Effector 🔧
Neuron_1103,0,20.682486,-5.655603,Unlabeled,Effector 🔧
Neuron_1104,6,-23.887993,-6.0637517,Unlabeled,Integrator 🧠
Neuron_1105,0,-4.592399,-19.36457,Unlabeled,Effector 🔧
Neuron_1106,6,-33.419624,12.933321,Unlabeled,Integrator 🧠
Neuron_1107,6,-12.781996,-22.444803,Unlabeled,Integrator 🧠
Neuron_1108,0,11.264959,-22.339668,Unlabeled,Effector 🔧
Neuron_1109,0,-7.6571465,-19.017883,Unlabeled,Effector 🔧
Neuron_1110,6,-33.916477,10.292117,Unlabeled,Integrator 🧠
Neuron_1111,6,-18.699697,-10.186238,Unlabeled,Integrator 🧠
Neuron_1112,6,-42.365364,9.109849,Unlabeled,Integrator 🧠
Neuron_1113,0,15.879227,-17.991264,Unlabeled,Effector 🔧
Neuron_1114,6,-17.977713,-11.862301,Unlabeled,Integrator 🧠
Neuron_1115,0,23.92121,-13.340593,Unlabeled,Effector 🔧
Neuron_1116,6,-14.827022,-15.555417,Unlabeled,Integrator 🧠
Neuron_1117,0,47.0416,15.781428,Unlabeled,Effector 🔧
Neuron_1118,0,34.875034,-1.5030298,Unlabeled,Effector 🔧
Neuron_1119,0,4.3818583,-13.158881,Unlabeled,Effector 🔧
Neuron_1120,0,-7.61634,-23.532553,Unlabeled,Effector 🔧
Neuron_1121,0,28.605972,-8.480321,Unlabeled,Effector 🔧
Neuron_1122,0,27.485222,0.015910508,Unlabeled,Effector 🔧
Neuron_1123,0,34.673702,6.778809,Unlabeled,Effector 🔧
Neuron_1124,6,-44.981247,15.8407955,Unlabeled,Integrator 🧠
Neuron_1125,0,28.016918,0.96173877,Unlabeled,Effector 🔧
Neuron_1126,6,-19.724663,-11.370597,Unlabeled,Integrator 🧠
Neuron_1127,0,34.944366,9.775412,Unlabeled,Effector 🔧
Neuron_1128,0,30.261608,1.9105064,Unlabeled,Effector 🔧
Neuron_1129,0,36.990707,8.8977995,Unlabeled,Effector 🔧
Neuron_1130,0,28.986189,-0.49254757,Unlabeled,Effector 🔧
Neuron_1131,0,26.938093,-2.393234,Unlabeled,Effector 🔧
Neuron_1132,0,15.8791685,-16.129572,Unlabeled,Effector 🔧
Neuron_1133,6,-17.83886,-7.7821083,Unlabeled,Integrator 🧠
Neuron_1134,0,-3.5132957,-18.318632,Unlabeled,Effector 🔧
Neuron_1135,0,55.257496,13.674561,Unlabeled,Effector 🔧
Neuron_1136,0,39.29143,11.078217,Unlabeled,Effector 🔧
Neuron_1137,0,51.70271,17.283377,Unlabeled,Effector 🔧
Neuron_1138,0,38.713352,10.867265,Unlabeled,Effector 🔧
Neuron_1139,0,19.835173,-12.085594,Unlabeled,Effector 🔧
Neuron_1140,6,-12.16595,-18.437014,Unlabeled,Integrator 🧠
Neuron_1141,0,42.486164,16.043503,Unlabeled,Effector 🔧
Neuron_1142,0,26.71043,-7.468019,Unlabeled,Effector 🔧
Neuron_1143,0,34.62427,5.1429877,Unlabeled,Effector 🔧
Neuron_1144,0,27.10122,1.696688,Unlabeled,Effector 🔧
Neuron_1145,0,-7.3270884,-21.202133,Unlabeled,Effector 🔧
Neuron_1146,0,-1.7221736,-18.642372,Unlabeled,Effector 🔧
Neuron_1147,6,-18.907742,-12.736534,Unlabeled,Integrator 🧠
Neuron_1148,6,-18.647564,-13.079564,Unlabeled,Integrator 🧠
Neuron_1149,6,-28.880894,-2.0691645,Unlabeled,Integrator 🧠
Neuron_1150,6,-18.33758,-13.950971,Unlabeled,Integrator 🧠
Neuron_1151,6,-26.257938,-7.365519,Unlabeled,Integrator 🧠
Neuron_1152,6,-29.779976,-1.645631,Unlabeled,Integrator 🧠
Neuron_1153,6,-27.584642,-3.4336915,Unlabeled,Integrator 🧠
Neuron_1154,6,-18.329666,-13.927976,Unlabeled,Integrator 🧠
Neuron_1155,6,-28.956955,-2.8882072,Unlabeled,Integrator 🧠
Neuron_1156,6,-25.174873,-7.3931994,Unlabeled,Integrator 🧠
Neuron_1157,6,-18.082558,-14.285654,Unlabeled,Integrator 🧠
Neuron_1158,6,-18.081667,-14.287903,Unlabeled,Integrator 🧠
Neuron_1159,6,-43.959244,19.229525,Unlabeled,Integrator 🧠
Neuron_1160,6,-43.94819,19.220312,Unlabeled,Integrator 🧠
Neuron_1161,6,-28.080593,-2.6316845,Unlabeled,Integrator 🧠
Neuron_1162,6,-26.131266,-5.231157,Unlabeled,Integrator 🧠
Neuron_1163,6,-18.228397,-7.094722,Unlabeled,Integrator 🧠
Neuron_1164,6,-28.061363,-2.3443103,Unlabeled,Integrator 🧠
Neuron_1165,0,-9.364321,-15.996254,Unlabeled,Effector 🔧
Neuron_1166,6,-17.775545,-6.088078,Unlabeled,Integrator 🧠
Neuron_1167,6,-17.679688,-5.3909802,Unlabeled,Integrator 🧠
Neuron_1168,6,-18.478176,-6.6708126,Unlabeled,Integrator 🧠
Neuron_1169,6,-17.818687,-6.697511,Unlabeled,Integrator 🧠
Neuron_1170,6,-9.61523,-14.971849,Unlabeled,Integrator 🧠
Neuron_1171,0,-3.2144473,-15.381205,Unlabeled,Effector 🔧
Neuron_1172,6,-19.666035,-2.9434025,Unlabeled,Integrator 🧠
Neuron_1173,0,15.347587,-20.67796,Unlabeled,Effector 🔧
Neuron_1174,6,-33.053093,13.587537,Unlabeled,Integrator 🧠
Neuron_1175,6,-34.487312,3.874699,Unlabeled,Integrator 🧠
Neuron_1176,3,-49.5586,16.163641,Unlabeled,Sensor 🧿
Neuron_1177,7,-71.30352,6.755084,Unlabeled,Relay 🔁
Neuron_1178,6,-36.10847,11.466224,Unlabeled,Integrator 🧠
Neuron_1179,0,-3.5106142,-15.621022,Unlabeled,Effector 🔧
Neuron_1180,6,-36.158012,6.6105847,Unlabeled,Integrator 🧠
Neuron_1181,6,-41.695824,8.131873,Unlabeled,Integrator 🧠
Neuron_1182,6,-41.453255,15.241604,Unlabeled,Integrator 🧠
Neuron_1183,6,-35.458305,3.0969987,Unlabeled,Integrator 🧠
