gene,integrated_gradients
WBGene00000977,4.315958e-08
WBGene00022519,4.3157343e-08
WBGene00013539,4.3153126e-08
WBGene00011847,4.3138524e-08
WBGene00195819,4.313386e-08
WBGene00022713,4.3129372e-08
WBGene00004929,4.3127503e-08
WBGene00198354,4.3125556e-08
WBGene00019718,4.3122963e-08
WBGene00206518,4.3121037e-08
WBGene00200125,4.311609e-08
WBGene00003744,4.3108855e-08
WBGene00007947,4.3100368e-08
WBGene00009433,4.309418e-08
WBGene00219342,4.3085166e-08
WBGene00019481,4.3083528e-08
WBGene00002059,4.308196e-08
WBGene00000257,4.3075577e-08
WBGene00020653,4.307091e-08
WBGene00017841,4.3064887e-08
WBGene00019811,4.3063384e-08
WBGene00013775,4.3059973e-08
WBGene00164974,4.3056104e-08
WBGene00001687,4.3046825e-08
WBGene00013809,4.3028578e-08
WBGene00020083,4.302621e-08
WBGene00001636,4.298601e-08
WBGene00002055,4.2984713e-08
WBGene00001957,4.297572e-08
WBGene00219375,4.297375e-08
WBGene00021812,4.2956128e-08
WBGene00014238,4.2954387e-08
WBGene00011596,4.295163e-08
WBGene00016568,4.2939764e-08
WBGene00197039,4.2935877e-08
WBGene00019298,4.293494e-08
WBGene00010082,4.2930772e-08
WBGene00009333,4.2917762e-08
WBGene00008378,4.2916277e-08
WBGene00005109,4.290252e-08
WBGene00013822,4.289667e-08
WBGene00020576,4.2890527e-08
WBGene00019613,4.2885038e-08
WBGene00019174,4.2876923e-08
WBGene00023021,4.2871598e-08
WBGene00000928,4.2863373e-08
WBGene00196486,4.2856634e-08
WBGene00197114,4.285539e-08
WBGene00023104,4.2853674e-08
WBGene00007683,4.2849635e-08
WBGene00197457,4.284873e-08
WBGene00020201,4.284859e-08
WBGene00202176,4.284768e-08
WBGene00019105,4.2832497e-08
WBGene00013668,4.2829523e-08
WBGene00010792,4.2826635e-08
WBGene00017901,4.281607e-08
WBGene00020626,4.281143e-08
WBGene00014923,4.2804455e-08
WBGene00010300,4.2802036e-08
WBGene00020239,4.2797577e-08
WBGene00020166,4.279039e-08
WBGene00004857,4.2788006e-08
WBGene00000072,4.2783288e-08
WBGene00017582,4.2780673e-08
WBGene00010035,4.2779224e-08
WBGene00000517,4.277176e-08
WBGene00004062,4.276267e-08
WBGene00235095,4.2761393e-08
WBGene00021354,4.2751882e-08
WBGene00001424,4.2747118e-08
WBGene00202171,4.2734232e-08
WBGene00003878,4.273067e-08
WBGene00012979,4.2725866e-08
WBGene00003470,4.2722963e-08
WBGene00016820,4.2721073e-08
WBGene00018689,4.271669e-08
WBGene00013060,4.2711363e-08
WBGene00014050,4.270289e-08
WBGene00009519,4.2701195e-08
WBGene00015496,4.2699522e-08
WBGene00249825,4.2693316e-08
WBGene00007413,4.2692847e-08
WBGene00016204,4.2683457e-08
WBGene00008700,4.2671033e-08
WBGene00012753,4.2666986e-08
WBGene00019070,4.266644e-08
WBGene00044528,4.266247e-08
WBGene00012407,4.2661217e-08
WBGene00197452,4.2656577e-08
WBGene00045374,4.2647223e-08
WBGene00020578,4.2638906e-08
WBGene00194839,4.2632983e-08
WBGene00017836,4.263114e-08
WBGene00016960,4.2626656e-08
WBGene00009153,4.261774e-08
WBGene00000427,4.2603393e-08
WBGene00016439,4.2597684e-08
WBGene00015460,4.258955e-08
WBGene00020262,4.2586354e-08
WBGene00198456,4.257896e-08
WBGene00008812,4.257724e-08
WBGene00000515,4.2566302e-08
WBGene00015711,4.256315e-08
WBGene00012899,4.2562473e-08
WBGene00019300,4.2548795e-08
WBGene00006397,4.2537064e-08
WBGene00044792,4.2535767e-08
WBGene00196100,4.2534438e-08
WBGene00003057,4.253023e-08
WBGene00019952,4.2522032e-08
WBGene00016356,4.2516668e-08
WBGene00005294,4.2515293e-08
WBGene00194700,4.250946e-08
WBGene00020785,4.2508645e-08
WBGene00044150,4.250728e-08
WBGene00022730,4.249434e-08
WBGene00077788,4.2488313e-08
WBGene00007174,4.2485087e-08
WBGene00009056,4.2482213e-08
WBGene00045482,4.24822e-08
WBGene00007215,4.2478128e-08
WBGene00017130,4.2476838e-08
WBGene00001728,4.244457e-08
WBGene00017149,4.243781e-08
WBGene00011416,4.2434277e-08
WBGene00012637,4.2430855e-08
WBGene00019658,4.2427903e-08
WBGene00022265,4.242693e-08
WBGene00020811,4.242668e-08
WBGene00011123,4.2425008e-08
WBGene00015605,4.2419376e-08
WBGene00020599,4.241784e-08
WBGene00015059,4.2411955e-08
WBGene00009330,4.2407564e-08
WBGene00003912,4.2406207e-08
WBGene00014505,4.2404686e-08
WBGene00007507,4.2400064e-08
WBGene00017761,4.2397826e-08
WBGene00016868,4.2396493e-08
WBGene00006870,4.239207e-08
WBGene00021045,4.237702e-08
WBGene00006613,4.235444e-08
WBGene00022302,4.2348795e-08
WBGene00013134,4.2345132e-08
WBGene00006006,4.234469e-08
WBGene00017079,4.2334936e-08
WBGene00008754,4.2320476e-08
WBGene00189931,4.2319034e-08
WBGene00043065,4.2305118e-08
WBGene00012856,4.2292626e-08
WBGene00236809,4.229175e-08
WBGene00020535,4.2291408e-08
WBGene00008837,4.228026e-08
WBGene00019683,4.2268013e-08
WBGene00001601,4.22655e-08
WBGene00010902,4.2258222e-08
WBGene00235263,4.2239147e-08
WBGene00008548,4.223578e-08
WBGene00021685,4.221591e-08
WBGene00235369,4.2213557e-08
WBGene00201116,4.2208274e-08
WBGene00200500,4.220802e-08
WBGene00012457,4.2207535e-08
WBGene00001643,4.2207404e-08
WBGene00006881,4.2204764e-08
WBGene00016752,4.219014e-08
WBGene00044030,4.2183533e-08
WBGene00271633,4.2178105e-08
WBGene00045164,4.217582e-08
WBGene00010453,4.217401e-08
WBGene00045234,4.2171187e-08
WBGene00022699,4.215857e-08
WBGene00197701,4.2156007e-08
WBGene00235331,4.213318e-08
WBGene00006717,4.213277e-08
WBGene00077662,4.213132e-08
WBGene00007384,4.211688e-08
WBGene00013144,4.2108898e-08
WBGene00010662,4.2100126e-08
WBGene00012122,4.2082945e-08
WBGene00017819,4.2079986e-08
WBGene00007805,4.2070514e-08
WBGene00016149,4.206668e-08
WBGene00010684,4.206261e-08
WBGene00010182,4.2052893e-08
WBGene00175036,4.2042007e-08
WBGene00020571,4.204045e-08
WBGene00044448,4.203893e-08
WBGene00016974,4.2030514e-08
WBGene00001437,4.2019728e-08
WBGene00009447,4.2016687e-08
WBGene00016574,4.2013426e-08
WBGene00019231,4.2010996e-08
WBGene00018744,4.2007233e-08
WBGene00005960,4.2006526e-08
WBGene00015446,4.2001254e-08
WBGene00004971,4.1969592e-08
WBGene00018039,4.1968008e-08
WBGene00018617,4.1964885e-08
WBGene00007328,4.195798e-08
WBGene00007483,4.19433e-08
WBGene00196119,4.194227e-08
WBGene00012454,4.1929717e-08
WBGene00003411,4.1925002e-08
WBGene00012587,4.1918046e-08
WBGene00201892,4.1915346e-08
WBGene00196176,4.1911804e-08
WBGene00013387,4.190539e-08
WBGene00007454,4.1900545e-08
WBGene00003246,4.189215e-08
WBGene00002134,4.189172e-08
WBGene00008635,4.1878774e-08
WBGene00017166,4.18778e-08
WBGene00006174,4.18777e-08
WBGene00008869,4.1873907e-08
WBGene00015907,4.186891e-08
WBGene00202132,4.1867466e-08
WBGene00198014,4.186483e-08
WBGene00013074,4.1860265e-08
WBGene00195227,4.1854825e-08
WBGene00002252,4.185139e-08
WBGene00009645,4.184536e-08
WBGene00009501,4.1823952e-08
WBGene00015193,4.1812054e-08
WBGene00013884,4.180625e-08
WBGene00015723,4.1803634e-08
WBGene00012714,4.180088e-08
WBGene00009659,4.1797e-08
WBGene00021384,4.1794515e-08
WBGene00044900,4.1789253e-08
WBGene00019405,4.1787562e-08
WBGene00012652,4.178659e-08
WBGene00220191,4.1777266e-08
WBGene00009256,4.1767365e-08
WBGene00006886,4.176287e-08
WBGene00009582,4.176177e-08
WBGene00219646,4.1753836e-08
WBGene00000647,4.1741234e-08
WBGene00016413,4.174022e-08
WBGene00019332,4.173975e-08
WBGene00020652,4.1736467e-08
WBGene00044153,4.173614e-08
WBGene00194729,4.173609e-08
WBGene00011088,4.172943e-08
WBGene00017634,4.1713317e-08
WBGene00002050,4.1689542e-08
WBGene00016906,4.1687024e-08
WBGene00019785,4.168671e-08
WBGene00008138,4.1673996e-08
WBGene00196890,4.1670493e-08
WBGene00269346,4.166649e-08
WBGene00017601,4.165032e-08
WBGene00009168,4.1638913e-08
WBGene00009983,4.163856e-08
WBGene00020500,4.1631147e-08
WBGene00009638,4.162443e-08
WBGene00021638,4.1619398e-08
WBGene00269389,4.160706e-08
WBGene00164973,4.1604874e-08
WBGene00001372,4.160324e-08
WBGene00044080,4.1600575e-08
WBGene00008027,4.1591523e-08
WBGene00010986,4.1583572e-08
WBGene00015111,4.157932e-08
WBGene00194908,4.1577085e-08
WBGene00003044,4.15728e-08
WBGene00004877,4.155342e-08
WBGene00018073,4.155221e-08
WBGene00201907,4.1541327e-08
WBGene00304792,4.1533095e-08
WBGene00001250,4.153308e-08
WBGene00000527,4.1517247e-08
WBGene00022004,4.150851e-08
WBGene00014183,4.1500957e-08
WBGene00050932,4.149746e-08
WBGene00002983,4.1496236e-08
WBGene00235326,4.149481e-08
WBGene00012544,4.14937e-08
WBGene00019684,4.1491038e-08
WBGene00003662,4.1481826e-08
WBGene00007243,4.1477925e-08
WBGene00007309,4.1477787e-08
WBGene00015857,4.1466212e-08
WBGene00018543,4.146273e-08
WBGene00009109,4.145741e-08
WBGene00012636,4.144653e-08
WBGene00219437,4.1445926e-08
WBGene00206482,4.1444153e-08
WBGene00019720,4.1443236e-08
WBGene00002174,4.143519e-08
WBGene00007432,4.1434106e-08
WBGene00199652,4.1431377e-08
WBGene00014949,4.1426617e-08
WBGene00020692,4.142325e-08
WBGene00219642,4.140983e-08
WBGene00044649,4.1405016e-08
WBGene00015104,4.140337e-08
WBGene00020140,4.138808e-08
WBGene00044546,4.138599e-08
WBGene00016733,4.1372424e-08
WBGene00008051,4.13679e-08
WBGene00008929,4.136661e-08
WBGene00020618,4.136583e-08
WBGene00013429,4.1365677e-08
WBGene00008290,4.1361535e-08
WBGene00022751,4.1360313e-08
WBGene00044109,4.1360256e-08
WBGene00004243,4.1358994e-08
WBGene00044705,4.135184e-08
WBGene00016655,4.1350685e-08
WBGene00195068,4.135051e-08
WBGene00019750,4.1350326e-08
WBGene00004023,4.1347015e-08
WBGene00019299,4.1341032e-08
WBGene00006058,4.133675e-08
WBGene00020440,4.1336133e-08
WBGene00001877,4.1324483e-08
WBGene00016877,4.1320895e-08
WBGene00007925,4.132063e-08
WBGene00001243,4.1318426e-08
WBGene00194670,4.131128e-08
WBGene00003443,4.1301195e-08
WBGene00016589,4.1298286e-08
WBGene00003773,4.1297294e-08
WBGene00044332,4.1296527e-08
WBGene00020113,4.1287436e-08
WBGene00011923,4.1284533e-08
WBGene00050914,4.1269086e-08
WBGene00020266,4.124895e-08
WBGene00021266,4.1247617e-08
WBGene00011648,4.122326e-08
WBGene00015093,4.1217497e-08
WBGene00011052,4.12133e-08
WBGene00001063,4.1209763e-08
WBGene00009748,4.1209574e-08
WBGene00022756,4.1197712e-08
WBGene00017031,4.118669e-08
WBGene00016890,4.118227e-08
WBGene00020155,4.1182144e-08
WBGene00009416,4.1179554e-08
WBGene00019483,4.116897e-08
WBGene00020991,4.1162036e-08
WBGene00019420,4.1152436e-08
WBGene00004394,4.1145704e-08
WBGene00010079,4.113853e-08
WBGene00010439,4.1138463e-08
WBGene00006573,4.112898e-08
WBGene00006570,4.112644e-08
WBGene00011445,4.1111686e-08
WBGene00018374,4.109219e-08
WBGene00008111,4.108558e-08
WBGene00007961,4.108354e-08
WBGene00200013,4.1082693e-08
WBGene00219423,4.108136e-08
WBGene00019060,4.1053926e-08
WBGene00011944,4.1050214e-08
WBGene00013654,4.1046764e-08
WBGene00013287,4.1043265e-08
WBGene00013147,4.102326e-08
WBGene00004855,4.1000142e-08
WBGene00007311,4.0991697e-08
WBGene00007563,4.0982112e-08
WBGene00000625,4.0962103e-08
WBGene00017058,4.0961687e-08
WBGene00006593,4.0961666e-08
WBGene00010851,4.0959296e-08
WBGene00018358,4.0949857e-08
WBGene00007474,4.094476e-08
WBGene00017093,4.094187e-08
WBGene00010676,4.094029e-08
WBGene00002127,4.093889e-08
WBGene00044712,4.0927247e-08
WBGene00020597,4.092383e-08
WBGene00019803,4.0920384e-08
WBGene00194864,4.0919183e-08
WBGene00013915,4.0912948e-08
WBGene00003712,4.0907747e-08
WBGene00017132,4.0903107e-08
WBGene00009266,4.089611e-08
WBGene00020029,4.088595e-08
WBGene00005004,4.0873726e-08
WBGene00021243,4.0872347e-08
WBGene00018100,4.0854395e-08
WBGene00019228,4.0852864e-08
WBGene00006499,4.084816e-08
WBGene00020845,4.0826894e-08
WBGene00017813,4.081948e-08
WBGene00016550,4.0816303e-08
WBGene00017968,4.080789e-08
WBGene00006832,4.08055e-08
WBGene00022922,4.0803002e-08
WBGene00011515,4.0796422e-08
WBGene00198845,4.079312e-08
WBGene00201991,4.0792788e-08
WBGene00077659,4.0772175e-08
WBGene00013933,4.076139e-08
WBGene00015936,4.0756852e-08
WBGene00019886,4.0755808e-08
WBGene00011195,4.075565e-08
WBGene00020885,4.0740087e-08
WBGene00006065,4.0735582e-08
WBGene00001841,4.0733852e-08
WBGene00004485,4.07222e-08
WBGene00013786,4.0717236e-08
WBGene00016749,4.0716472e-08
WBGene00195795,4.070826e-08
WBGene00010326,4.0699838e-08
WBGene00021125,4.0697046e-08
WBGene00022314,4.0692274e-08
WBGene00018523,4.0679666e-08
WBGene00021847,4.066689e-08
WBGene00045497,4.066422e-08
WBGene00196406,4.066264e-08
WBGene00019746,4.0661764e-08
WBGene00002205,4.0660954e-08
WBGene00021723,4.0659973e-08
WBGene00011374,4.0652786e-08
WBGene00022577,4.0645528e-08
WBGene00007652,4.0645286e-08
WBGene00004118,4.063081e-08
WBGene00010249,4.0622286e-08
WBGene00000974,4.0622094e-08
WBGene00045433,4.0618563e-08
WBGene00010235,4.06185e-08
WBGene00044322,4.0615692e-08
WBGene00004735,4.0605457e-08
WBGene00008725,4.0602565e-08
WBGene00011059,4.059591e-08
WBGene00016175,4.058548e-08
WBGene00018347,4.0574353e-08
WBGene00018130,4.0569564e-08
WBGene00201055,4.0567837e-08
WBGene00001879,4.055839e-08
WBGene00000252,4.055074e-08
WBGene00003957,4.054493e-08
WBGene00002105,4.054132e-08
WBGene00012383,4.0539295e-08
WBGene00019485,4.053365e-08
WBGene00016756,4.0532164e-08
WBGene00016112,4.0519875e-08
WBGene00019624,4.0510887e-08
WBGene00043062,4.0510034e-08
WBGene00195155,4.050507e-08
WBGene00002029,4.0503625e-08
WBGene00014631,4.050164e-08
WBGene00021178,4.0496136e-08
WBGene00014098,4.0495532e-08
WBGene00021130,4.0493614e-08
WBGene00018616,4.0492623e-08
WBGene00013449,4.048276e-08
WBGene00008372,4.0479627e-08
WBGene00044015,4.0479257e-08
WBGene00009184,4.0469942e-08
WBGene00194993,4.0468873e-08
WBGene00044645,4.046853e-08
WBGene00046257,4.046301e-08
WBGene00021238,4.0461043e-08
WBGene00022415,4.045459e-08
WBGene00017874,4.0449688e-08
WBGene00185088,4.044285e-08
WBGene00016521,4.0423075e-08
WBGene00013421,4.042098e-08
WBGene00008763,4.041321e-08
WBGene00200259,4.0410285e-08
WBGene00015999,4.040995e-08
WBGene00004992,4.0405627e-08
WBGene00011089,4.040282e-08
WBGene00005226,4.0400355e-08
WBGene00007169,4.0399986e-08
WBGene00013228,4.0399364e-08
WBGene00008969,4.039121e-08
WBGene00012258,4.0390457e-08
WBGene00194793,4.0383725e-08
WBGene00011536,4.037624e-08
WBGene00000731,4.0360803e-08
WBGene00023343,4.035759e-08
WBGene00011878,4.0346308e-08
WBGene00012614,4.032911e-08
WBGene00022508,4.0327837e-08
WBGene00199858,4.03272e-08
WBGene00010446,4.0307974e-08
WBGene00022597,4.0304695e-08
WBGene00006438,4.0292452e-08
WBGene00011325,4.0286313e-08
WBGene00014992,4.0278497e-08
WBGene00077490,4.027633e-08
WBGene00005620,4.0266812e-08
WBGene00009908,4.025176e-08
WBGene00009331,4.0247198e-08
WBGene00018311,4.0241822e-08
WBGene00018363,4.0232045e-08
WBGene00001244,4.0222645e-08
WBGene00001881,4.0214324e-08
WBGene00086569,4.0202515e-08
WBGene00009473,4.017694e-08
WBGene00010652,4.0175628e-08
WBGene00015224,4.01714e-08
WBGene00006557,4.0170768e-08
WBGene00000528,4.0166295e-08
WBGene00015004,4.0159385e-08
WBGene00010114,4.0147654e-08
WBGene00004309,4.0143146e-08
WBGene00021547,4.012649e-08
WBGene00197351,4.0125e-08
WBGene00007067,4.0119975e-08
WBGene00001922,4.011976e-08
WBGene00022353,4.0110855e-08
WBGene00017719,4.0108315e-08
WBGene00008076,4.0102943e-08
WBGene00195712,4.008796e-08
WBGene00022615,4.0066116e-08
WBGene00011670,4.0065512e-08
WBGene00195642,4.006506e-08
WBGene00019675,4.0064474e-08
WBGene00010782,4.0063178e-08
WBGene00219445,4.0061266e-08
WBGene00020604,4.0060794e-08
WBGene00195562,4.0056452e-08
WBGene00007375,4.004805e-08
WBGene00003528,4.0045876e-08
WBGene00011914,4.004527e-08
WBGene00010547,4.0039744e-08
WBGene00011341,4.0036372e-08
WBGene00198412,4.0033118e-08
WBGene00016798,4.003261e-08
WBGene00016227,4.0015426e-08
WBGene00001650,4.0014967e-08
WBGene00001489,4.0013475e-08
WBGene00021969,4.001323e-08
WBGene00199262,4.001158e-08
WBGene00000641,4.0010836e-08
WBGene00022330,4.00064e-08
WBGene00017172,3.9991402e-08
WBGene00020082,3.9991168e-08
WBGene00008223,3.9981117e-08
WBGene00020691,3.9979643e-08
WBGene00009741,3.997411e-08
WBGene00185077,3.9956902e-08
WBGene00001395,3.994457e-08
WBGene00271641,3.991552e-08
WBGene00201530,3.991007e-08
WBGene00005283,3.9908905e-08
WBGene00016334,3.9899135e-08
WBGene00045202,3.9890356e-08
WBGene00000626,3.98805e-08
WBGene00020009,3.9879165e-08
WBGene00003495,3.987456e-08
WBGene00016576,3.9868148e-08
WBGene00201081,3.986436e-08
WBGene00003093,3.985968e-08
WBGene00012118,3.98414e-08
WBGene00020619,3.9841105e-08
WBGene00303364,3.9830006e-08
WBGene00011456,3.982768e-08
WBGene00018618,3.9826368e-08
WBGene00016336,3.9825316e-08
WBGene00009185,3.9805588e-08
WBGene00016671,3.9799673e-08
WBGene00271776,3.979377e-08
WBGene00022679,3.978598e-08
WBGene00045209,3.9784577e-08
WBGene00010721,3.9780268e-08
WBGene00018094,3.9778477e-08
WBGene00199883,3.977634e-08
WBGene00001073,3.977008e-08
WBGene00008619,3.976169e-08
WBGene00019913,3.9758465e-08
WBGene00018792,3.9756795e-08
WBGene00206356,3.9746386e-08
WBGene00020291,3.9735706e-08
WBGene00007693,3.973463e-08
WBGene00008714,3.9731212e-08
WBGene00015149,3.9727112e-08
WBGene00009381,3.97233e-08
WBGene00009708,3.9716593e-08
WBGene00235115,3.97111e-08
WBGene00044478,3.9705235e-08
WBGene00017549,3.9704915e-08
WBGene00007209,3.970283e-08
WBGene00007522,3.9679048e-08
WBGene00016499,3.967772e-08
WBGene00014003,3.9668766e-08
WBGene00005951,3.9667338e-08
WBGene00000218,3.9659543e-08
WBGene00195331,3.9659504e-08
WBGene00020622,3.9654495e-08
WBGene00008486,3.9631985e-08
WBGene00044260,3.9621398e-08
WBGene00011571,3.9604615e-08
WBGene00019620,3.960308e-08
WBGene00016769,3.958716e-08
WBGene00014189,3.9574697e-08
WBGene00012022,3.957409e-08
WBGene00200214,3.956257e-08
WBGene00201664,3.954855e-08
WBGene00196949,3.9544826e-08
WBGene00020699,3.9543455e-08
WBGene00011307,3.9530924e-08
WBGene00044025,3.9530004e-08
WBGene00235113,3.9527066e-08
WBGene00012211,3.9522185e-08
WBGene00015052,3.9513825e-08
WBGene00003006,3.9494964e-08
WBGene00199025,3.9489173e-08
WBGene00014316,3.9483798e-08
WBGene00195208,3.948247e-08
WBGene00008143,3.9476337e-08
WBGene00003734,3.9467626e-08
WBGene00201602,3.9462844e-08
WBGene00002263,3.946091e-08
WBGene00009004,3.9433903e-08
WBGene00017528,3.943371e-08
WBGene00045460,3.9423913e-08
WBGene00015636,3.942185e-08
WBGene00019989,3.941854e-08
WBGene00008333,3.9402227e-08
WBGene00013290,3.9392017e-08
WBGene00009592,3.9386045e-08
WBGene00018928,3.938249e-08
WBGene00011362,3.9371823e-08
WBGene00020033,3.93525e-08
WBGene00007945,3.934897e-08
WBGene00008870,3.9343817e-08
WBGene00044427,3.934141e-08
WBGene00000748,3.934047e-08
WBGene00045501,3.9334164e-08
WBGene00001943,3.9333212e-08
WBGene00197599,3.933157e-08
WBGene00005080,3.9322472e-08
WBGene00235092,3.9322078e-08
WBGene00017062,3.9321044e-08
WBGene00018539,3.931716e-08
WBGene00003424,3.931472e-08
WBGene00206412,3.931346e-08
WBGene00000451,3.9312386e-08
WBGene00200498,3.9301455e-08
WBGene00194848,3.9295916e-08
WBGene00019236,3.929349e-08
WBGene00019819,3.92916e-08
WBGene00019113,3.9290214e-08
WBGene00009186,3.9278685e-08
WBGene00011592,3.9274145e-08
WBGene00020414,3.926954e-08
WBGene00021607,3.9262375e-08
WBGene00010835,3.92595e-08
WBGene00022071,3.924953e-08
WBGene00008871,3.9248444e-08
WBGene00021873,3.9247105e-08
WBGene00003253,3.9246288e-08
WBGene00006194,3.9243155e-08
WBGene00010355,3.9213337e-08
WBGene00008861,3.9210637e-08
WBGene00021862,3.9198767e-08
WBGene00004340,3.9192226e-08
WBGene00199136,3.9187018e-08
WBGene00009048,3.9161144e-08
WBGene00185001,3.915946e-08
WBGene00019448,3.9154077e-08
WBGene00219206,3.914793e-08
WBGene00044233,3.914663e-08
WBGene00001830,3.9133543e-08
WBGene00001239,3.9109274e-08
WBGene00005253,3.9107487e-08
WBGene00016730,3.910426e-08
WBGene00013511,3.909823e-08
WBGene00235286,3.909711e-08
WBGene00195405,3.9091034e-08
WBGene00043066,3.9090718e-08
WBGene00000699,3.907956e-08
WBGene00011002,3.907944e-08
WBGene00007074,3.9077594e-08
WBGene00195558,3.9077186e-08
WBGene00020474,3.9065316e-08
WBGene00010359,3.9061938e-08
WBGene00007145,3.9060357e-08
WBGene00012503,3.904724e-08
WBGene00004028,3.9045354e-08
WBGene00016758,3.9033583e-08
WBGene00016130,3.9026887e-08
WBGene00015726,3.9025156e-08
WBGene00021690,3.9023657e-08
WBGene00044155,3.900949e-08
WBGene00000070,3.900861e-08
WBGene00219774,3.900761e-08
WBGene00020457,3.9006483e-08
WBGene00022773,3.899405e-08
WBGene00003921,3.8984837e-08
WBGene00010254,3.897505e-08
WBGene00003813,3.896871e-08
WBGene00019920,3.8964995e-08
WBGene00016839,3.8962835e-08
WBGene00202093,3.8959403e-08
WBGene00007127,3.8958117e-08
WBGene00008284,3.895533e-08
WBGene00011029,3.8953935e-08
WBGene00220037,3.895026e-08
WBGene00206416,3.893814e-08
WBGene00003755,3.893156e-08
WBGene00008494,3.8927055e-08
WBGene00022409,3.891906e-08
WBGene00022276,3.8916223e-08
WBGene00008809,3.891308e-08
WBGene00020591,3.890947e-08
WBGene00019738,3.89075e-08
WBGene00194644,3.8904904e-08
WBGene00016954,3.8904563e-08
WBGene00044181,3.8898296e-08
WBGene00271647,3.8897337e-08
WBGene00173737,3.8884053e-08
WBGene00009288,3.887819e-08
WBGene00016529,3.8875676e-08
WBGene00011671,3.887238e-08
WBGene00019520,3.8872262e-08
WBGene00022782,3.8864982e-08
WBGene00009140,3.8851017e-08
WBGene00003432,3.8847272e-08
WBGene00016750,3.8844295e-08
WBGene00012510,3.8828667e-08
WBGene00009775,3.882266e-08
WBGene00011617,3.8784737e-08
WBGene00199441,3.8772253e-08
WBGene00021016,3.8769578e-08
WBGene00013875,3.8758003e-08
WBGene00194716,3.8757854e-08
WBGene00012309,3.875579e-08
WBGene00006611,3.8747892e-08
WBGene00000256,3.8741604e-08
WBGene00017556,3.8716617e-08
WBGene00008605,3.8699152e-08
WBGene00044280,3.868394e-08
WBGene00006210,3.865631e-08
WBGene00020197,3.864715e-08
WBGene00018638,3.864421e-08
WBGene00196231,3.8635267e-08
WBGene00020041,3.8619163e-08
WBGene00000760,3.8601716e-08
WBGene00008042,3.859393e-08
WBGene00077451,3.859362e-08
WBGene00016324,3.8593182e-08
WBGene00206386,3.8588578e-08
WBGene00009232,3.8573013e-08
WBGene00020381,3.85666e-08
WBGene00009678,3.8565982e-08
WBGene00020454,3.8564032e-08
WBGene00013524,3.85591e-08
WBGene00006553,3.8556372e-08
WBGene00001458,3.855572e-08
WBGene00008839,3.8545664e-08
WBGene00000681,3.8544016e-08
WBGene00003022,3.853814e-08
WBGene00044257,3.8537912e-08
WBGene00014741,3.8523964e-08
WBGene00007521,3.8508713e-08
WBGene00012409,3.8501867e-08
WBGene00014793,3.8497387e-08
WBGene00019169,3.849206e-08
WBGene00000612,3.8486583e-08
WBGene00001393,3.8481083e-08
WBGene00009839,3.846724e-08
WBGene00001104,3.8466602e-08
WBGene00019265,3.8457443e-08
WBGene00016136,3.8457305e-08
WBGene00194861,3.8454314e-08
WBGene00013419,3.8454274e-08
WBGene00001948,3.8447215e-08
WBGene00011232,3.8439726e-08
WBGene00012267,3.842842e-08
WBGene00013236,3.842562e-08
WBGene00007530,3.841595e-08
WBGene00021502,3.8410896e-08
WBGene00021352,3.84077e-08
WBGene00011274,3.8403815e-08
WBGene00045142,3.8394504e-08
WBGene00010665,3.8394116e-08
WBGene00016686,3.839112e-08
WBGene00219684,3.8382858e-08
WBGene00007551,3.837093e-08
WBGene00044141,3.8361495e-08
WBGene00009711,3.8347068e-08
WBGene00020375,3.8340822e-08
WBGene00007070,3.8333518e-08
WBGene00022770,3.8328324e-08
WBGene00219448,3.8319975e-08
WBGene00014020,3.831369e-08
WBGene00197495,3.831257e-08
WBGene00017018,3.8308816e-08
WBGene00018098,3.8298904e-08
WBGene00195144,3.828881e-08
WBGene00013036,3.8280223e-08
WBGene00206531,3.8279527e-08
WBGene00006055,3.827204e-08
WBGene00199174,3.827198e-08
WBGene00011885,3.827158e-08
WBGene00017825,3.826291e-08
WBGene00016571,3.8259056e-08
WBGene00219654,3.825523e-08
WBGene00196092,3.824998e-08
WBGene00003577,3.8247997e-08
WBGene00009597,3.8243464e-08
WBGene00009879,3.8231978e-08
WBGene00200300,3.82275e-08
WBGene00014173,3.822634e-08
WBGene00303002,3.8213628e-08
WBGene00000743,3.8210217e-08
WBGene00044203,3.820075e-08
WBGene00022453,3.819968e-08
WBGene00011184,3.8178708e-08
WBGene00000664,3.8167283e-08
WBGene00015921,3.8165044e-08
WBGene00001165,3.8161556e-08
WBGene00001937,3.815863e-08
WBGene00013976,3.8147583e-08
WBGene00044092,3.8132583e-08
WBGene00000050,3.8118717e-08
WBGene00015005,3.811825e-08
WBGene00020042,3.8102623e-08
WBGene00023467,3.809501e-08
WBGene00016666,3.8073793e-08
WBGene00015410,3.8049482e-08
WBGene00195046,3.804597e-08
WBGene00011793,3.8036713e-08
WBGene00013032,3.8036642e-08
WBGene00001575,3.802794e-08
WBGene00008029,3.8025256e-08
WBGene00007614,3.800775e-08
WBGene00018252,3.80074e-08
WBGene00012819,3.8004075e-08
WBGene00021668,3.800334e-08
WBGene00219417,3.80019e-08
WBGene00050896,3.799385e-08
WBGene00019604,3.7989757e-08
WBGene00022826,3.797057e-08
WBGene00019861,3.7948805e-08
WBGene00013951,3.794511e-08
WBGene00000729,3.7940765e-08
WBGene00018250,3.793712e-08
WBGene00219234,3.7928995e-08
WBGene00016089,3.7922398e-08
WBGene00013761,3.7908798e-08
WBGene00016957,3.7907306e-08
