Motif,Gene,partial_spearman_r,p,q_bh,n_rows
"(0, 1)_(1, 0)_(2, 0)_nan_nan_nan_nan_nan_nan",WBGene00020551,-0.3361273573070784,0.0113162251792151,0.9902419215248645,60
"(0, 0)_(0, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00044284,-0.3361084962993508,0.0113211006928471,0.9908333743658708,60
"(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan",WBGene00008746,-0.3360708603240764,0.0113308348955247,0.9988544137963956,60
"(0, 1)_(0, 2)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00017694,-0.3360651915024953,0.0113323017102204,0.999723632090182,60
"(0, 0)_(0, 1)_(0, 2)_(2, 2)_nan_nan_nan_nan_nan",WBGene00017750,-0.3360308948590298,0.0113411795039859,0.9994790085666893,60
"(0, 0)_(1, 0)_(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00010180,-0.3360275372253965,0.0113420489603637,0.9555100456793902,60
"(0, 0)_(1, 0)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00021847,-0.3360273201223185,0.0113421051810007,0.96288646096221,60
"(0, 1)_(0, 2)_(1, 0)_(1, 2)_nan_nan_nan_nan_nan",WBGene00019130,-0.3360160442117458,0.0113450255018086,0.9958771670550276,60
"(0, 0)_(1, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00017046,0.3360088171518594,0.0113468975616723,0.9786019459560916,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00010767,0.3360079038071557,0.0113471341686836,0.9766195709473482,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(1, 2)_(2, 0)_nan_nan_nan",WBGene00005277,0.3359962115208293,0.0113501634963486,0.9854850981741696,60
"(0, 0)_(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00016924,-0.335985020493553,0.0113530636074115,0.9851597604315456,60
"(0, 0)_(0, 1)_(0, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00017744,0.3359764145938018,0.0113552942275657,0.988243706037686,60
"(0, 1)_(0, 2)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00017730,-0.3359752660504982,0.011355591954707,0.9906229526772642,60
"(0, 0)_(0, 1)_(1, 0)_(1, 1)_(1, 2)_nan_nan_nan_nan",WBGene00270318,0.3359593268818588,0.0113597244255112,0.9968545344451598,60
"(1, 0)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00006979,0.3359506594956611,0.0113619721211264,0.9980192340379266,60
"(1, 1)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00303105,-0.3359319195744401,0.0113668332183424,0.965983278261438,60
"(0, 1)_(1, 0)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00006797,0.3359241836298949,0.0113688404296603,0.9813177622769628,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(2, 2)_nan_nan_nan_nan",WBGene00006001,0.3359105545932094,0.0113723774394237,0.9989195569745064,60
"(0, 1)_(1, 0)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00202172,0.3359056822319389,0.0113736421457215,0.999487695165594,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan",WBGene00022076,0.3359038752475994,0.0113741112108459,0.9250103224245428,60
"(1, 0)_(1, 1)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00007136,-0.3358807023689945,0.0113801280103374,0.9996037340234074,60
"(0, 1)_(0, 2)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00008780,0.3358649606380727,0.0113842168906072,0.9961749191821871,60
"(1, 0)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00019503,0.3358594770828428,0.0113856415297152,0.9828632437189168,60
"(0, 2)_(1, 0)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan",WBGene00018065,-0.3358593156068402,0.0113856834838491,0.9195980078893834,60
"(0, 0)_(0, 1)_(1, 0)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00001320,0.3358553591051375,0.0113867114900394,0.999826427071518,60
"(0, 0)_(0, 2)_(1, 0)_(1, 1)_nan_nan_nan_nan_nan",WBGene00011962,-0.3358527690918388,0.0113873844889328,0.9891271454899327,60
"(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00010819,0.335846232412173,0.0113890831571878,0.9990232514830154,60
"(0, 2)_(1, 0)_(2, 0)_nan_nan_nan_nan_nan_nan",WBGene00008744,-0.335824365783367,0.0113947671642391,0.9995663864715852,60
"(0, 0)_(0, 1)_(0, 2)_(1, 1)_(1, 2)_(2, 0)_nan_nan_nan",WBGene00001508,-0.3358167206390118,0.0113967550187652,0.9814404699220008,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(1, 2)_(2, 2)_nan_nan_nan",WBGene00206423,-0.3357882114855479,0.0114041704728814,0.9738762050393618,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(1, 2)_nan_nan_nan_nan",WBGene00271642,-0.3357866676472208,0.0114045721560898,0.9428214827269564,60
"(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00008777,0.3357813253379033,0.0114059622377587,0.9915865001122606,60
"(0, 2)_(1, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00000492,0.3357741995359846,0.0114078166159571,0.9849344131871702,60
"(0, 0)_(1, 0)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00008559,-0.3357719633569345,0.0114083986000939,0.9922398167594596,60
"(0, 0)_(0, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00016081,-0.3357637266881267,0.0114105424823456,0.9745473637444514,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00003728,0.3357616545905852,0.0114110818731903,0.9104014698028432,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(2, 0)_nan_nan_nan_nan",WBGene00011365,0.3357482296005104,0.0114145770855574,0.9966016136864356,60
"(0, 0)_(0, 1)_(1, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00005622,0.335725491047208,0.011420499202047,0.979907615340437,60
"(0, 0)_(0, 1)_(0, 2)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00019464,0.3357038423889317,0.0114261399246546,0.9998412882199622,60
"(1, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00195255,-0.3357011975349979,0.0114268292261712,0.9995406341157472,60
"(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00005748,-0.3356883480000011,0.011430178580904,0.9846786140690686,60
"(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan",WBGene00005337,-0.3356738662898225,0.0114339543927261,0.999895961343197,60
"(0, 1)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00077600,0.3356669671218471,0.0114357535889875,0.9877447921489344,60
"(1, 1)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00011542,-0.3356651473747267,0.0114362281915784,0.965983278261438,60
"(0, 2)_(1, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00015278,0.3356504648531336,0.0114400581159823,0.9849344131871702,60
"(0, 0)_(1, 0)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00013464,0.3356355688139722,0.0114439448667819,0.9947437458292951,60
"(0, 0)_(0, 2)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00009423,0.3356329821610098,0.0114446199055653,0.9982058047391644,60
"(0, 1)_(1, 0)_(1, 1)_(2, 0)_nan_nan_nan_nan_nan",WBGene00009816,-0.3356162965376027,0.0114489751778235,0.8979279271890792,60
"(0, 1)_(0, 2)_(1, 0)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00044949,0.3356100274429263,0.0114506119028864,0.9812286158634912,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(1, 2)_(2, 2)_nan_nan_nan",WBGene00021181,0.3356062202924401,0.011451605966047,0.9738762050393618,60
"(1, 1)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan_nan",WBGene00196584,0.335592091656174,0.011455295663669,0.9978368224694052,60
"(0, 2)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00005827,0.3355877772141453,0.0114564225858504,0.9955963340113329,60
"(0, 0)_(0, 1)_(0, 2)_(2, 2)_nan_nan_nan_nan_nan",WBGene00005472,0.3355788754775975,0.0114587480008144,0.9994790085666893,60
"(0, 0)_(0, 1)_(0, 2)_(1, 2)_(2, 0)_nan_nan_nan_nan",WBGene00009775,-0.3355709806288692,0.0114608107254816,0.9968135048863694,60
"(0, 1)_(2, 0)_nan_nan_nan_nan_nan_nan_nan",WBGene00022028,0.335568472374556,0.0114614661360467,0.9616415287872062,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_nan_nan_nan",WBGene00018288,-0.3355663831910468,0.0114620120674668,0.9772437359446708,60
"(0, 1)_(0, 2)_(1, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00010757,0.3355421901302355,0.0114683356696675,0.9979072521747832,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_nan_nan",WBGene00023487,0.335537265898838,0.0114696231378171,0.992150546151706,60
"(0, 0)_(0, 2)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan",WBGene00020688,0.335535242647562,0.0114701521644371,0.9914622932069658,60
"(0, 0)_(0, 1)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan",WBGene00045308,0.3355311149970574,0.0114712315009806,0.98818311268131,60
"(0, 0)_(0, 1)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan",WBGene00018290,-0.3355302916974291,0.0114714467955227,0.9893326023451656,60
"(0, 1)_(1, 1)_(1, 2)_(2, 2)_nan_nan_nan_nan_nan",WBGene00044457,-0.3354933073309342,0.0114811218785582,0.9919586365166688,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(1, 2)_(2, 0)_(2, 2)_nan_nan",WBGene00015862,0.3354750988815327,0.0114858877802859,0.9553039426755824,60
"(0, 1)_(0, 2)_(1, 1)_nan_nan_nan_nan_nan_nan",WBGene00001179,-0.3354661697179862,0.0114882255338741,0.9165561624825532,60
"(0, 0)_(0, 1)_(0, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00013892,-0.3354658505186646,0.0114883091113766,0.9761761188737582,60
"(0, 0)_(0, 2)_(1, 2)_(2, 2)_nan_nan_nan_nan_nan",WBGene00016457,-0.3354496313056495,0.0114925565567159,0.9969343004736176,60
"(0, 1)_(1, 0)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00199989,-0.335426773669035,0.0114985447543798,0.9982802886503936,60
"(0, 1)_(1, 0)_(1, 1)_(1, 2)_nan_nan_nan_nan_nan",WBGene00045336,-0.3354162389538479,0.0115013055236322,0.9990537604573658,60
"(0, 2)_(1, 1)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00006592,0.3354118544524682,0.0115024547119162,0.9980587214206896,60
"(0, 1)_(0, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00019534,-0.3354071436518708,0.011503689534358,0.9517986497113724,60
"(0, 0)_(0, 2)_(1, 0)_(1, 1)_nan_nan_nan_nan_nan",WBGene00019526,-0.3354015169021753,0.0115051646005277,0.9891271454899327,60
"(0, 1)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00013098,0.3353988993390865,0.011505850856671,0.9851411204030254,60
"(0, 0)_(0, 1)_(0, 2)_(2, 2)_nan_nan_nan_nan_nan",WBGene00018467,0.3353942304161175,0.0115070750130198,0.9994790085666893,60
"(0, 0)_(0, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan",WBGene00001607,0.3353844774992416,0.0115096325165615,0.9981861999320488,60
"(0, 1)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00019908,-0.3353819730414283,0.0115102893386416,0.9999592657400592,60
"(0, 0)_(0, 2)_(1, 0)_(1, 1)_nan_nan_nan_nan_nan",WBGene00005714,0.335377797793377,0.0115113844160196,0.9891271454899327,60
"(0, 2)_(1, 1)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan",WBGene00018987,0.3353690821595221,0.0115136706280559,0.9998198005965392,60
"(0, 1)_(1, 1)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00007071,0.3353690238857971,0.0115136859152488,0.997886697380203,60
"(0, 0)_(0, 2)_(1, 0)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00021887,0.3353618925414648,0.0115155568431379,0.9855197033183593,60
"(0, 2)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00194892,-0.3353552250558113,0.0115173063135704,0.9989396342654726,60
"(0, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan_nan",WBGene00194886,0.3353434455938738,0.0115203976671069,0.9574197153807282,60
"(0, 2)_(1, 1)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00196792,-0.3353432521808687,0.0115204484315908,0.9702040606646612,60
"(0, 0)_(0, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan",WBGene00002216,0.3353104326468551,0.0115290652622762,0.9981861999320488,60
"(0, 0)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan",WBGene00138724,0.3353092138545298,0.0115293853655086,0.962044451543092,60
"(0, 0)_(0, 1)_(0, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00020673,-0.335307047561232,0.0115299543390159,0.988243706037686,60
"(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00005605,0.3352958769237499,0.01153288867365,0.9846786140690686,60
"(0, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00007327,-0.3352903692456285,0.0115343356831282,0.9837706473578964,60
"(0, 1)_(1, 2)_(2, 2)_nan_nan_nan_nan_nan_nan",WBGene00003902,-0.3352863137166716,0.0115354012755496,0.8923859567195572,60
"(0, 0)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan_nan",WBGene00008572,0.3352737866753467,0.0115386932985348,0.883499797301363,60
"(0, 1)_(0, 2)_(1, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00000452,0.3352660284309988,0.0115407325196716,0.9982457290236376,60
"(0, 0)_(0, 1)_(1, 0)_(1, 1)_(2, 0)_nan_nan_nan_nan",WBGene00010628,-0.3352655890371573,0.0115408480217502,0.994575357709126,60
"(0, 2)_(1, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00010031,-0.3352470173322395,0.0115457308190292,0.9849344131871702,60
"(0, 1)_(0, 2)_(1, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00013325,-0.3352431755671955,0.0115467411026422,0.9989924636987888,60
"(0, 0)_(0, 1)_(1, 0)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00019884,-0.3352382785622202,0.0115480289972418,0.999826427071518,60
"(0, 1)_(1, 0)_(1, 1)_(2, 0)_nan_nan_nan_nan_nan",WBGene00010701,0.335236497311818,0.0115484974903784,0.8979279271890792,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_nan_nan",WBGene00011579,0.3352252650071019,0.0115514521171776,0.992150546151706,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_nan_nan",WBGene00004796,-0.3352162996579154,0.0115538108953353,0.9853115083815884,60
"(0, 0)_(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan",WBGene00015105,0.3352139944711702,0.0115544174557487,0.9977088449435336,60
"(0, 0)_(0, 1)_(0, 2)_(2, 0)_nan_nan_nan_nan_nan",WBGene00021391,0.3351916814049908,0.0115602900795802,0.9999666984733024,60
"(0, 1)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00017890,0.335168650461195,0.0115663543423195,0.9931084282803752,60
"(1, 0)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00008006,0.3351625294994651,0.011567966510066,0.9828632437189168,60
"(0, 0)_(0, 1)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00021561,-0.3351606339288894,0.0115684658136702,0.9876957669351064,60
"(0, 0)_(0, 2)_(1, 2)_nan_nan_nan_nan_nan_nan",WBGene00017372,0.3351333111582523,0.0115756648447861,0.9719606232945074,60
"(0, 2)_(1, 0)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00009073,-0.3351216225894376,0.0115787457402083,0.9706049624535772,60
"(0, 0)_(0, 1)_(0, 2)_(2, 2)_nan_nan_nan_nan_nan",WBGene00015466,-0.3351092524770387,0.011582007048259,0.9994790085666893,60
"(0, 0)_(0, 1)_(1, 0)_(1, 1)_(2, 0)_nan_nan_nan_nan",WBGene00022836,-0.3351034840227385,0.0115835281383976,0.994575357709126,60
"(0, 0)_(0, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",WBGene00010699,-0.335102559215321,0.0115837720179161,0.9796417970301052,60
"(0, 1)_(0, 2)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00000072,-0.3351000722423636,0.0115844278756291,0.9961749191821871,60
"(0, 0)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00020220,-0.3350894887186429,0.0115872192916567,0.9968369305887458,60
"(0, 0)_(0, 1)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00018355,0.335078355301295,0.0115901563686674,0.9734102813624564,60
"(0, 0)_(0, 1)_(1, 0)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00016820,0.3350768491249914,0.0115905537582945,0.965668816826875,60
"(0, 0)_(0, 1)_(1, 2)_nan_nan_nan_nan_nan_nan",WBGene00015328,0.3350635378332612,0.011594066320883,0.9985280693358634,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(2, 2)_nan_nan_nan_nan",WBGene00022252,-0.3350542703054034,0.0115965123633822,0.966867188474054,60
"(0, 1)_(0, 2)_(1, 0)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00009785,-0.3350506413868866,0.0115974702900777,0.9812286158634912,60
"(0, 1)_(0, 2)_nan_nan_nan_nan_nan_nan_nan",WBGene00004959,0.3350386776721054,0.011600628838662,0.9712989821917536,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 2)_nan_nan_nan",WBGene00015184,0.3350322883515942,0.0116023159913822,0.9823325760385216,60
"(0, 2)_(1, 0)_(2, 0)_nan_nan_nan_nan_nan_nan",WBGene00018142,0.3350203685579209,0.0116054640766185,0.9995663864715852,60
"(0, 0)_(0, 1)_(1, 1)_(2, 0)_nan_nan_nan_nan_nan",WBGene00196090,0.3350063385617541,0.0116091704218911,0.9697189797687754,60
"(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00017701,-0.3349922510438498,0.0116128929896483,0.9990232514830154,60
"(0, 1)_(2, 0)_nan_nan_nan_nan_nan_nan_nan",WBGene00269383,-0.334988961532737,0.0116137623774199,0.9616415287872062,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(1, 2)_(2, 1)_nan_nan_nan",WBGene00175036,-0.3349887026320131,0.011613830804901,0.9999676965978008,60
"(0, 1)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 1)_nan_nan_nan",WBGene00195558,0.3349690058092445,0.011619037695961,0.959900865163542,60
"(0, 0)_(0, 2)_(1, 0)_(1, 1)_(2, 0)_nan_nan_nan_nan",WBGene00010034,0.3349673152360635,0.0116194846958418,0.9963398391588392,60
"(1, 0)_(1, 1)_(1, 2)_(2, 2)_nan_nan_nan_nan_nan",WBGene00013161,-0.334960455541967,0.0116212986011366,0.9485362226620292,60
"(0, 0)_(0, 1)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00000871,-0.3349456474884573,0.0116252151192995,0.9734102813624564,60
"(0, 1)_(0, 2)_(1, 1)_(2, 1)_nan_nan_nan_nan_nan",WBGene00010486,0.3349373809407699,0.0116274019977404,0.9990762345431078,60
"(0, 2)_(1, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00010132,-0.3349285600310324,0.0116297359213455,0.9725705075051236,60
"(0, 1)_(0, 2)_(1, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00014012,-0.3349023905562349,0.0116366624768104,0.9566250164925316,60
"(0, 2)_(1, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00044533,-0.33489989594636,0.0116373229375936,0.9849344131871702,60
"(0, 1)_(0, 2)_(1, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00195166,0.3348978094748426,0.0116378753664686,0.9989924636987888,60
"(0, 0)_(1, 0)_(1, 2)_nan_nan_nan_nan_nan_nan",WBGene00010373,0.3348975480534759,0.0116379445838223,0.9744038804109904,60
"(0, 0)_(1, 0)_(1, 1)_(2, 0)_nan_nan_nan_nan_nan",WBGene00004201,-0.3348948949570325,0.0116386470725527,0.999086046980036,60
"(0, 0)_(0, 1)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00009245,0.3348906550955825,0.0116397697819239,0.9876957669351064,60
"(0, 2)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00009882,-0.3348881046325408,0.0116404451859392,0.9938103783886904,60
"(0, 1)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_nan_nan_nan_nan",WBGene00010718,-0.3348817361475413,0.0116421318116662,0.980460358782968,60
"(0, 0)_(0, 1)_(1, 0)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00199016,-0.3348795130821372,0.0116427206165748,0.9895847169850096,60
"(0, 0)_(0, 2)_(1, 0)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00019657,-0.3348775816814699,0.0116432321915036,0.9150983543856096,60
"(0, 1)_(1, 1)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan",WBGene00011305,0.3348732873392029,0.0116443697141354,0.9606788338391036,60
"(0, 1)_(0, 2)_(1, 0)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00011728,0.3348488693524133,0.0116508395837381,0.9996253483266042,60
"(0, 2)_(1, 0)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00017121,-0.3348369586585987,0.0116539966044986,0.9977838681692608,60
"(0, 0)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan_nan",WBGene00015204,0.3348294467007975,0.0116559880857583,0.883499797301363,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_nan_nan_nan_nan_nan",WBGene00006066,0.3348272452774672,0.0116565717566165,0.9987344132585564,60
"(0, 0)_(0, 1)_(0, 2)_(1, 1)_(1, 2)_(2, 0)_nan_nan_nan",WBGene00016364,0.3348229509487072,0.0116577103991294,0.9814404699220008,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(2, 1)_(2, 2)_nan_nan_nan",WBGene00201744,0.3348187179007117,0.0116588328868739,0.9767726574101516,60
"(0, 1)_(1, 0)_(2, 1)_nan_nan_nan_nan_nan_nan",WBGene00020962,0.3348009363966159,0.0116635490698665,0.9812522289815068,60
"(0, 0)_(0, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00018398,0.3347981412310709,0.0116642905803525,0.9908333743658708,60
"(0, 2)_(1, 1)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan",WBGene00004944,-0.3347958528224133,0.0116648976870011,0.9980587214206896,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(1, 1)_nan_nan_nan_nan",WBGene00198226,0.3347903409446104,0.0116663600803339,0.9992438219474894,60
"(1, 0)_(1, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00012961,0.3347883463244511,0.0116668893253548,0.9980192340379266,60
"(1, 0)_(1, 1)_(1, 2)_(2, 2)_nan_nan_nan_nan_nan",WBGene00235294,-0.3347861473264029,0.0116674728232248,0.9485362226620292,60
"(0, 0)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00016271,0.3347554813929079,0.0116756125634309,0.9968369305887458,60
"(0, 0)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00004267,-0.3347511333973876,0.0116767670595959,0.975527378097914,60
"(0, 0)_(0, 1)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00008760,-0.3347501833269208,0.0116770193389894,0.9745473637444514,60
"(0, 0)_(0, 1)_(1, 0)_(2, 0)_(2, 2)_nan_nan_nan_nan",rank_s_strict,-0.3347413526553409,0.0116793644387869,0.965668816826875,60
"(0, 0)_(1, 0)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",WBGene00008094,-0.3347352896307228,0.0116809747889677,0.9984150280110788,60
"(0, 0)_(0, 1)_(1, 0)_(1, 2)_(2, 1)_nan_nan_nan_nan",WBGene00007895,0.3347344031838717,0.011681210246874,0.9963355854963843,60
"(0, 0)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00001719,0.3347108941374976,0.011687456210244,0.999406279141381,60
"(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00044995,0.334704294215576,0.0116892102174341,0.9984027045032898,60
"(0, 0)_(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan",WBGene00016059,0.33470135895888,0.0116899903694631,0.962044451543092,60
"(0, 0)_(0, 2)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00004471,-0.3346951568797607,0.0116916389468814,0.9964394649710036,60
"(0, 0)_(0, 1)_(0, 2)_(1, 0)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00000165,0.3346873370082115,0.0116937178360749,0.9139352651376406,60
"(0, 1)_(1, 1)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",WBGene00021969,0.3346823484837563,0.0116950441866779,0.955888462686942,60
"(0, 1)_(1, 0)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan",WBGene00021942,-0.3346570601988219,0.0117017698397831,0.9813177622769628,60
"(0, 0)_(0, 1)_(1, 0)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",WBGene00000712,-0.334644011298721,0.011705241619277,0.999826427071518,60
"(0, 2)_(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",WBGene00008306,0.3346432724371292,0.0117054382267351,0.9993434515164532,60
"(2, 0)_(2, 1)_nan_nan_nan_nan_nan_nan_nan",WBGene00194836,0.3346325522889438,0.0117082911260597,0.9597642532275862,60
