cycle_id,cycle_label,n_neurons,neurons
284,"(0, 1)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan_nan",152,AINL;AINR;ASIR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;AFDR;BAGL;ASEL;RID;RIML;AVHR;CEPVL;ASKR;AWCR;BAGR;ASJL;URBL;BDUL;IL2DL;PVQL;AWCL;RIS;RIVR;URYVL;RIFL;ASGL;IL2DR;SMBDL;IL1R;IL2VR;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;SIBDL;DVA;SAAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;URYDR;AVBL;AVDL;OLLR;OLQVR;OLQDR;RICL;BWM-VL06;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URAVR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;PLNL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;RMEV;URAVL;IL2L;OLQVL;URADR;IL1DL;SMBDR;URADL;ALA;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;ADFR;RIAL;IL2VL;OLQDL;RIFR;BWM-DR04;BWM-DR06;PVR;ALMR;PVNR;AWBL;IL2R;BWM-VR08;BWM-VR05;AVM;BWM-VL03;PLNR;ALNL
288,"(2, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan_nan",101,AINL;CEPshVR;CEPshVL;CEPshDR;PVT;RIAR;RIH;BWM-VR04;RIMR;AVFR;URYVR;RMFL;AIBR;AUAR;URXR;BAGL;ASEL;RIML;CEPVL;BAGR;ASJL;RIVR;URYVL;RIFL;BWM-VR01;GLRVL;RMDVL;RMDVR;SMDDR;SMDVL;RIVL;RICR;RMFR;ASHR;SAAVL;AVBR;AVAL;AVEL;AVER;AVBL;AVDL;SIBDR;RICL;ADAR;AVKR;SAADR;SAADL;SAAVR;RMHL;RMHR;ADAL;PLNL;FLPL;PVCL;GLRL;RMEV;BWM-DL03;SMBDR;BWM-DL01;BWM-DR01;BWM-VR02;RIAL;SIBVR;BWM-VL04;BWM-DL04;BWM-DL06;BWM-DR04;SIAVR;AWBL;GLRR;BWM-VR05;BWM-VL05;BWM-VL02;BWM-VL03;BWM-VL08;BWM-DL05;BWM-DR05;BWM-DL07;BWM-VL01;BWM-DR07;RIBR;RIGR;AIAR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;SDQR;SDQL;RMER;IL1VL;RIR;ADEL;BWM-VR03
289,"(1, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan_nan",128,AINL;CEPshVR;CEPshVL;CEPshDR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;AVFR;URYVR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;URXR;BAGL;ASEL;RIML;CEPVL;BAGR;RIVR;URYVL;RIFL;SMBDL;IL1R;BWM-VR01;IL2VR;GLRVL;RMDVL;RMDVR;SMBVL;SMDDR;SMDVL;SMDVR;RIVL;RICR;RMFR;CEPDL;ASHR;AIYL;SIADL;SAAVL;URYDL;AVBR;AVAL;AVEL;AVER;SIBVL;AVBL;AVDL;OLLR;OLQDR;SIBDR;RICL;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;RMHL;RMHR;ADAL;URXL;PLNL;FLPR;FLPL;AVJL;PVCL;AVJR;RMEV;OLQVL;SMBDR;BWM-DL01;BWM-DR01;AVL;ASKL;AUAL;BWM-DR02;BWM-VR02;RIAL;SIBVR;OLQDL;BWM-DL04;BWM-DL06;BWM-DR04;BWM-DR06;ALMR;SIAVR;AWBL;GLRR;GLRDL;BWM-VR06;BWM-VR07;BWM-DR08;BWM-VL05;BWM-VL03;BWM-VL07;BWM-VL08;BWM-DL05;BWM-DL07;BWM-VL01;RIBL;RIBR;RIGR;AIAR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;ASHL;SDQR;SDQL;IL1VL;RIR;ADEL;AIMR;BWM-VR03;DB1
295,"(0, 2)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan_nan",147,AINL;AINR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;AFDR;BAGL;ASEL;RID;RIML;AVHR;CEPVL;ASKR;AWCR;BAGR;ASJL;URBL;BDUL;IL2DL;PVQL;AWCL;RIS;RIVR;URYVL;RIFL;ASGL;IL2DR;SMBDL;IL1R;IL2VR;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;DVA;SAAVL;SIAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;URYDR;AVBL;AVDL;OLLR;OLQVR;OLQDR;RICL;BWM-VL06;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;PLNL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;RMEV;URAVL;IL2L;OLQVL;IL1DL;SMBDR;ALA;AVL;PVQR;ASKL;AFDL;AUAL;ADLL;BWM-VR02;ADFR;RIAL;IL2VL;OLQDL;RIFR;BWM-DR04;BWM-DR06;PVR;ALMR;PVNR;AWBL;IL2R;BWM-VR05;AVM;BWM-DR05;PLNR;ALNL;BWM-DR07
296,"(0, 1)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan_nan",71,AINR;ASJR;RIAR;RIH;ADER;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;URXR;BAGL;ASEL;AVHR;CEPVL;AWCR;ASGR;BAGR;ASJL;URBL;RIS;RIVR;RIFL;SMBDL;IL1R;RMDR;RMDVL;SMBVL;SMDDL;SMDDR;SMDVL;RIVL;RICR;RMFR;CEPDL;DVA;SAAVL;PVPR;AVAL;AVEL;AVER;OLLR;OLQVR;RICL;ADAR;AVKR;SAADR;AVKL;SAADL;HSNL;RMHL;RMHR;ADAL;AWAL;PVPL;FLPR;PVCR;AVJR;IL1L;RMEV;OLQVL;ALA;PVQR;AFDL;AIML;AWBL
299,"(0, 1)_(1, 0)_(2, 0)_(2, 2)_nan_nan_nan_nan_nan",73,AINL;PVT;RIAR;BWM-VR04;RIMR;ADER;DVC;URYVR;RMFL;AIBR;AIBL;AUAR;URXR;BAGL;RIML;AVHR;CEPVL;BAGR;RIS;RIVR;URYVL;RIFL;RMDVL;RMDVR;SMDDR;SMDVL;RIVL;RICR;RMFR;ASHR;AIYL;DVA;URYDL;AVAL;AVEL;AVER;AVBL;RICL;ADAR;AVKR;AVKL;SAADL;SAAVR;RMGR;RMHL;RMHR;ADAL;ADFL;AVFL;PVPL;FLPL;PVCR;SMBDR;AUAL;RIAL;RIFR;AWBL;ALNL;RIBR;RIGR;AIAR;ASER;RIGL;RMDDL;RMGL;AIZL;AIZR;AQR;SDQR;SDQL;IL1VL;RIR;ADEL
331,"(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 2)_nan_nan_nan_nan",31,AINL;CEPshVL;RIAR;AIBR;AUAR;ASEL;RIVR;RMFR;ASHR;AVBR;AVAL;AVEL;AVER;AVBL;AVKR;RMHL;SMBDR;RIAL;RIGR;AIAR;ASER;RIGL;RMGL;AIZL;AIZR;AQR;SDQR;SDQL;RIR;ADEL;AIAL
339,"(0, 2)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",129,AINL;AINR;ASIR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AIBL;AIYR;AUAR;URXR;AFDR;ASEL;RIML;AVHR;CEPVL;ASKR;AWCR;BAGR;ASJL;URBL;BDUL;PVQL;AWCL;RIS;RIVR;URYVL;RIFL;ASGL;IL1R;IL2VR;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVR;RIVL;RICR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;DVA;SAAVL;PVPR;AVBR;OLLL;AVAL;AVEL;AVER;AVBL;AVDL;OLLR;OLQVR;OLQDR;RICL;BWM-VL06;ADAR;AVKR;SAADR;AVKL;SAAVR;HSNL;HSNR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;PLNL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;IL2L;IL1DL;ALA;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;BWM-VR02;ADFR;RIAL;OLQDL;RIFR;BWM-DR04;BWM-DR06;PVR;ALMR;PVNR;AWBL;IL2R;BWM-VR08;AVM;PLNR
340,"(0, 2)_(1, 0)_(1, 1)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan",44,AINL;RIAR;ADER;DVC;PVNL;AIBR;ASEL;CEPVL;BAGR;RIFL;RMDL;RMDR;RMDVL;RMDVR;SMDDR;RMFR;DVA;URYDL;OLLL;AVBL;AVKL;ADAL;URXL;AVFL;PVPL;FLPL;SMBDR;AFDL;RIAL;BWM-DR04;BWM-VL03;ALNL;RIGR;ASER;RIGL;RMDDL;RMDDR;RMGL;AQR;RMED;SDQL;ADEL;AIAL;AIMR
352,"(0, 1)_(1, 0)_(2, 1)_(2, 2)_nan_nan_nan_nan_nan",81,AINL;PVT;RIAR;RIH;RIMR;SMBVR;CEPVR;URYVR;ADLR;PVNL;AIBR;AIBL;AUAR;URXR;BAGL;ASEL;RIML;AVHR;CEPVL;ASKR;BAGR;BDUL;RIVR;URYVL;RIFL;IL2VR;RMDVL;RMDVR;SMBVL;SMDDR;SMDVL;SMDVR;RICR;RMFR;CEPDL;ASHR;SAAVL;PVPR;AVBR;AVAL;AVEL;AVER;RICL;ADAR;AVKR;SAADR;SAADL;SAAVR;AVHL;ADAL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;AVL;ASKL;ALML;BWM-VR02;RIAL;IL2R;BWM-DL07;RIBL;RIGR;AIAR;ASER;RIGL;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;ASHL;SDQR;SDQL;IL1VL;RIR;ADEL;AIMR
353,"(0, 1)_(0, 2)_(1, 1)_nan_nan_nan_nan_nan_nan",161,AINL;AINR;CEPshVR;CEPshDL;CEPshVL;CEPshDR;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;CEPVR;URYVR;PVNL;RMFL;AIBR;AVAR;AIBL;URXR;AFDR;BAGL;RID;RIML;AVHR;CEPVL;ASKR;ASGR;URBL;BDUL;IL2DL;PVQL;RIS;RIVR;URYVL;RIFL;ASGL;SMBDL;IL1R;BWM-VR01;IL2VR;GLRVL;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;RIVL;RICR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;SIADL;SIBDL;DVA;SAAVL;SIAVL;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;SIBVL;URYDR;AVBL;AVDL;OLLR;OLQVR;OLQDR;SIBDR;RICL;BWM-VL06;ADAR;AVKR;SAADR;SAADL;HSNL;HSNR;URAVR;URBR;AVHL;AWAR;RMGR;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PLNL;AVJL;PVCL;AVJR;IL1L;GLRL;GLRDR;GLRVR;URAVL;IL2L;OLQVL;URADR;IL1DL;BWM-DL02;SMBDR;URADL;BWM-DR03;AFDL;AUAL;ADLL;ADFR;RIAL;SIADR;IL2VL;OLQDL;BWM-VL04;BWM-DR06;PVR;SIAVR;PVNR;AWBL;IL2R;GLRR;BWM-VR05;BWM-VR07;AVM;BWM-VL02;BWM-VL03;BWM-DL05;BWM-DL08;RIBL;RIBR;RIGR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;RIPR;SDQR;SDQL;RMER;IL1VL;RIPL;ADEL;AIAL;RMEL;IL1DR
357,"(0, 2)_(1, 0)_(1, 2)_(2, 0)_nan_nan_nan_nan_nan",122,ASIR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;BDUR;DVC;AVFR;CEPVR;URYVR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;URXR;BAGL;ASEL;RIML;AVHR;CEPVL;ASKR;AWCR;BAGR;URBL;BDUL;IL2DL;PVQL;AWCL;RIS;RIVR;URYVL;RIFL;ASGL;IL2DR;IL1R;IL2VR;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;DVA;SAAVL;SIAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;URYDR;AVBL;AVDL;OLLR;OLQVR;OLQDR;RICL;ADAR;AVKR;SAADR;AVKL;SAADL;HSNL;HSNR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;PLNL;FLPL;AVJL;PVCR;PVCL;AVJR;OLQVL;AVL;PVQR;ASKL;AIML;ALML;ADLL;BWM-VR02;ADFR;RIAL;IL2VL;RIFR;BWM-DR04;PVR;ALMR;PVNR;AWBL;IL2R;AVM
361,"(0, 2)_(1, 0)_(1, 1)_(1, 2)_nan_nan_nan_nan_nan",83,CEPshVR;RIAR;RIH;SMBVR;AVFR;PVNL;AIBR;AVAR;AIBL;AUAR;BAGL;ASEL;RID;RIML;CEPVL;BAGR;ASJL;RIVR;URYVL;SMBDL;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;RIVL;RICR;RMFR;ASHR;SIBDL;SAAVL;SIAVL;AVBR;AVAL;AVDR;AVEL;AVER;URYDR;AVBL;AVDL;AVKR;SAADR;SAADL;SAAVR;RMHR;ADAL;PLNL;FLPL;PVCL;AVJR;IL1L;RMEV;BWM-DL03;SMBDR;BWM-DL01;BWM-DR01;BWM-DR03;BWM-DR02;RIAL;SIADR;BWM-VL04;BWM-VL02;BWM-DL05;BWM-DR05;RIBR;RIGR;ASER;RIGL;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;SDQR;SDQL;IL1VL;RIR;ADEL;AIMR;RMEL
371,"(0, 0)_(0, 2)_(1, 0)_(1, 2)_(2, 1)_nan_nan_nan_nan",33,PVT;RIH;RIMR;DVC;RMFL;AVAR;AIBL;URXR;RIML;RIFL;RMDL;RMDR;SMDDL;SMDVR;RMFR;OLLL;AVAL;OLQVR;AVKL;RMGR;AVFL;IL1DL;ALML;PVNR;RIBL;RIBR;RIGR;RMGL;AIZL;AQR;RIR;AIAL;IL1DR
378,"(0, 1)_(1, 0)_(2, 0)_nan_nan_nan_nan_nan_nan",145,AINL;AINR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;AFDR;BAGL;ASEL;RIML;AVHR;CEPVL;ASKR;AWCR;ASGR;BAGR;URBL;BDUL;IL2DL;PVQL;AWCL;RIS;RIVR;URYVL;RIFL;ASGL;IL2DR;SMBDL;IL1R;IL2VR;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;DVA;SAAVL;SIAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;SIBVL;URYDR;AVBL;AVDL;OLLR;OLQVR;OLQDR;RICL;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URAVR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;PLNL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;IL2L;OLQVL;IL1DL;SMBDR;ALA;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;BWM-VR02;ADFR;RIAL;IL2VL;OLQDL;RIFR;PVR;ALMR;PVNR;AWBL;IL2R;BWM-VR08;BWM-VR05;AVM;BWM-VL03;BWM-DR05;BWM-DL07;PLNR;ALNL
390,"(0, 2)_(1, 0)_(1, 1)_(2, 0)_nan_nan_nan_nan_nan",104,AINL;AINR;RIAR;BWM-VR04;RIMR;BDUR;DVC;URYVR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;AFDR;BAGL;ASEL;RIML;CEPVL;BAGR;URBL;BDUL;PVQL;RIS;RIVR;URYVL;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;RMFR;ASHR;AIYL;DVA;SAAVL;PVPR;AVBR;OLLL;AVAL;AVEL;AVER;URYDR;AVBL;AVDL;RICL;ADAR;AVKR;SAADR;AVKL;SAADL;HSNR;AWAR;RMGR;RMHL;ADAL;ADFL;URXL;AWAL;PVPL;PLNL;FLPL;AVJR;SMBDR;ASKL;AFDL;AUAL;AIML;ADLL;RIAL;RIFR;PVNR;AWBL;IL2R;BWM-VR05;AVM;ALNL;RIBR;RIGR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;SDQR;SDQL;IL1VL;RIR;ADEL;AIAL;AIMR;IL1DR
391,"(0, 2)_(1, 0)_(1, 2)_nan_nan_nan_nan_nan_nan",150,AINR;CEPshVL;ASIR;CEPshDR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;BAGL;RID;RIML;AVHR;CEPVL;ASKR;AWCR;BAGR;URBL;BDUL;IL2DL;PVQL;AWCL;RIS;RIVR;URYVL;IL2DR;SMBDL;IL1R;BWM-VR01;IL2VR;GLRVL;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;SIADL;SIBDL;DVA;SAAVL;SIAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;SIBVL;URYDR;AVBL;AVDL;OLLR;OLQVR;OLQDR;SIBDR;RICL;BWM-VL06;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URAVR;AVHL;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AVFL;PVPL;PLNL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;GLRVR;RMEV;IL2L;OLQVL;URADR;IL1DL;BWM-DL02;BWM-DL03;SMBDR;URADL;BWM-DL01;BWM-DR01;BWM-DR03;AUAL;RIAL;SIADR;IL2VL;OLQDL;BWM-VL04;RIFR;BWM-DR04;PVR;ALMR;PVNR;AWBL;IL2R;GLRR;BWM-VR05;BWM-VR07;AVM;BWM-VL05;BWM-VL03;BWM-DL05;BWM-VL01
392,"(0, 1)_(1, 0)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan",115,AINR;ASIR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AIBL;AIYR;AUAR;URXR;AFDR;RIML;AVHR;CEPVL;AWCR;ASGR;BAGR;URBL;BDUL;IL2DL;AWCL;RIS;RIVR;URYVL;RIFL;ASGL;IL1R;IL2VR;RMDL;RMDR;RMDVL;RMDVR;SMDDL;SMDDR;SMDVL;SMDVR;RICR;RMFR;CEPDL;ASHR;AIYL;DVA;PVPR;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;AVBL;OLLR;OLQVR;RICL;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;OLQVL;ALA;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;BWM-VR02;ADFR;RIAL;IL2VL;OLQDL;RIFR;PVR;ALMR;PVNR;AWBL;IL2R;AVM;ALNL
393,"(0, 2)_(1, 0)_(1, 2)_(2, 1)_nan_nan_nan_nan_nan",93,AINL;AINR;ASJR;RIAR;RIH;RIMR;SMBVR;ADER;DVC;AVFR;CEPVR;URYVR;ADLR;RMFL;AIBR;AVAR;AIBL;AUAR;RID;RIML;AVHR;ASGR;URBL;PVQL;AWCL;RIS;RIVR;RIFL;ASGL;SMBDL;IL2VR;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;DVA;SAAVL;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;OLLR;OLQVR;RICL;ADAR;AVKR;AVKL;SAADL;SAAVR;HSNL;HSNR;URBR;AVHL;AWAR;RMGR;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;FLPR;PVCR;PVCL;AVJR;RMEV;OLQVL;SMBDR;ASKL;ADLL;ADFR;RIAL;OLQDL;AWBL;BWM-VR05;AVM
395,"(0, 1)_(0, 2)_(1, 2)_nan_nan_nan_nan_nan_nan",144,AINL;AINR;CEPshVR;CEPshDL;CEPshVL;ASIR;CEPshDR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;URYVR;ADLR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;AFDR;BAGL;ASEL;RID;RIML;AVHR;CEPVL;ASKR;AWCR;ASGR;BAGR;ASJL;URBL;BDUL;IL2DL;PVQL;AWCL;RIS;RIVR;URYVL;RIFL;ASGL;IL2DR;SMBDL;IL1R;BWM-VR01;IL2VR;GLRVL;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;ASHR;AIYL;AWBR;SIADL;SIBDL;DVA;SAAVL;SIAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVDR;AVEL;AVER;SIBVL;URYDR;AVBL;AVDL;OLLR;OLQVR;OLQDR;SIBDR;RICL;BWM-VL06;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URAVR;URBR;AVHL;AWAR;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;PLNL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;GLRL;GLRDR;GLRVR;RMEV;URAVL;IL2L;OLQVL;URADR;IL1DL;BWM-DL02;BWM-DL03;SMBDR;URADL;BWM-DL01;BWM-DR01;BWM-DR03
398,"(1, 0)_(2, 0)_(2, 1)_nan_nan_nan_nan_nan_nan",156,CEPshVR;CEPshVL;CEPshDR;ASJR;PVT;RIAR;RIH;BWM-VR04;RIMR;SMBVR;ADER;ASIL;BDUR;DVC;AVFR;CEPVR;URYVR;PVNL;RMFL;AIBR;AVAR;AIBL;AIYR;AUAR;URXR;AFDR;BAGL;ASEL;RIML;AVHR;CEPVL;ASGR;BAGR;ASJL;URBL;BDUL;IL2DL;PVQL;AWCL;RIS;RIVR;URYVL;RIFL;ASGL;IL2DR;SMBDL;IL1R;IL2VR;GLRVL;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDL;SMDDR;SMDVL;SMDVR;RIVL;RICR;ALNR;CEPDR;RMFR;CEPDL;AIYL;AWBR;DVA;SAAVL;PVPR;URYDL;AVBR;OLLL;AVAL;AVEL;AVER;URYDR;AVBL;AVDL;OLLR;OLQVR;OLQDR;SIBDR;RICL;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URAVR;AVHL;RMGR;RMHL;RMHR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;FLPR;FLPL;AVJL;PVCR;PVCL;AVJR;IL1L;RMEV;URAVL;OLQVL;URADR;IL1DL;BWM-DL03;SMBDR;ALA;AVL;ASKL;AFDL;AUAL;AIML;ALML;ADLL;BWM-DR02;BWM-VR02;ADFR;RIAL;IL2VL;SIBVR;OLQDL;BWM-DL04;BWM-DL06;RIFR;BWM-DR04;BWM-DR06;PVR;SIAVR;PVNR;AWBL;IL2R;GLRR;BWM-VR06;AVM;BWM-DR08;BWM-VL05;BWM-VL02;BWM-VL03;BWM-VL07;BWM-DR05;BWM-VL01;PLNR;ALNL;BWM-DR07;CANR;BWM-VR03
399,"(0, 1)_(1, 0)_(1, 2)_(2, 0)_(2, 1)_nan_nan_nan_nan",97,ASJR;PVT;RIH;BWM-VR04;RIMR;SMBVR;ADER;BDUR;DVC;AVFR;CEPVR;ADLR;PVNL;RMFL;AIBR;AIBL;AIYR;URXR;ASEL;RIML;AVHR;CEPVL;ASKR;AWCR;ASJL;URBL;BDUL;RIS;URYVL;RIFL;ASGL;RMDL;RMDR;RMDVL;RMDVR;SMBVL;SMDDR;SMDVL;SMDVR;RICR;CEPDR;RMFR;ASHR;AIYL;DVA;SAAVL;PVPR;AVBR;OLLL;AVAL;AVEL;AVBL;OLLR;OLQDR;RICL;ADAR;AVKR;SAADR;AVKL;SAADL;SAAVR;HSNL;HSNR;URBR;AVHL;AWAR;RMGR;ADAL;ADFL;URXL;AWAL;AVFL;PVPL;FLPL;AVJL;PVCR;PVCL;AVJR;AVL;PVQR;ASKL;AFDL;AUAL;AIML;ALML;ADLL;BWM-VR02;RIAL;RIFR;BWM-DR06;ALMR;PVNR;AWBL;IL2R;AVM;BWM-VL03;PLNR
