Neuron,Type,TotalStrength,AvgRelatedness,StrengthImbalance,RichClubScore,total_3node_motifs,as_source,as_target,KMeansCluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Leiden,HDBSCAN_Cluster,LeidenRole,SymbolicRole,LatentArchetype
 VA11        ,Unknown,135.0,0.0,135.0,0.0396091052331623,105,0,0,4,-0.13954729,-0.6108552,0.0899365,0.24213992,0.23267992,-0.7256364,-0.06839321,0.19196238,0.08409941,-0.416859,-0.08096177,0.032460056,0.31689277,0.04833402,0.10192984,-0.28492975,-0.035281446,0.20213842,-0.5610627,0.16535363,0.40182844,0.48192418,0.22643209,-0.16327204,-0.11673121,0.4128153,0.02169449,-0.16754253,0.311728,0.026193745,0.040912703,-0.2833144,-0.44618624,-0.5523064,0.0034723885,-0.21649261,-0.23999138,-0.28428733,0.33477327,-0.059200924,-0.3526153,0.3016107,0.029443603,-0.34737647,0.40724492,-0.64416236,-0.6769952,0.3530555,0.0052455124,0.32743877,-0.13626744,0.21904582,-0.30652082,0.5425382,0.52234143,-0.13821407,-0.11409004,-0.35416993,-0.44912556,0.00023867196,-0.52332366,-0.117947794,-0.18605767,0.0932839,1,2,🧠 Core Command,Unknown ❓,-1
 VD12        ,Unknown,342.0,0.0,342.0,0.0421954468983088,120,0,0,4,0.10412144,-0.6153763,0.35085618,0.30969423,0.300842,-0.54383415,0.071262725,-0.28917402,-0.16620503,-0.57840216,-0.037011415,-0.41641515,0.28155613,-0.10675988,0.13450181,0.24271415,-0.18772756,-0.055512566,-0.9853431,0.5089699,0.2946864,0.6237331,0.26282796,-0.32101408,0.04994753,0.15581012,0.38321364,-0.01470806,-0.1398639,-0.033280134,-0.07539991,0.032362543,-0.72118616,-0.54694396,0.13407685,-0.30261093,-0.048353747,0.06636061,0.14138146,-0.0071536987,-0.46851173,0.2409802,-0.16292629,-0.14802182,0.08146841,-0.722371,-0.28670344,0.11117919,-0.08557584,0.10831741,-0.19832556,-0.1011364,0.012308158,0.34294936,0.15476286,-0.012733917,-0.29605812,-0.20672846,-0.23964256,0.113767944,-0.4187998,-0.110559665,0.4241636,0.32570812,1,2,🧠 Core Command,Unknown ❓,-1
 AVFL        ,Unknown,198.0,0.0,198.0,0.0362771335117454,91,0,0,4,0.27575484,-0.21297589,0.34684303,0.5139678,0.59110343,-0.59722286,0.22286087,0.39250603,0.16391774,-0.09258028,0.3259705,0.09045873,-0.03418869,-0.015732586,0.32584545,0.6308334,-0.41913015,0.03566127,-0.53137004,0.47508678,0.12022532,0.71486276,0.22129133,-0.13272786,-0.040392414,-0.19234653,-0.2762952,-0.16272551,0.25133508,0.12523763,0.20671251,-0.2978062,-0.32948357,-0.30431312,0.109746195,-0.37808907,0.14101636,0.12756158,0.12458463,0.14825125,-0.19117352,0.34734297,-0.24663839,0.030406943,0.31837225,-0.6115379,-0.9530972,-0.08870363,0.1790051,0.70562106,0.121408105,-0.20829615,-0.14051117,0.28428912,0.09131317,-0.017693458,-0.4121426,-0.408483,-0.7352883,0.19779229,-0.4790384,-0.17497483,0.0519145,0.124038346,1,2,🧠 Core Command,Unknown ❓,-1
 AVL         ,Unknown,333.0,0.0,333.0,0.0482149381491727,153,0,0,4,0.039991934,-0.6637346,0.13354021,0.48187897,0.4388476,-0.7205097,0.33597252,0.23644483,-0.021543942,-0.15855356,0.08200482,0.05018238,0.19296929,0.19956508,0.17037731,-0.01361268,-0.15694137,-0.15047725,-1.0719925,0.3177476,0.30098256,0.57346183,0.15522228,-0.4875609,0.3237123,-0.0016100816,-0.15333472,0.24708869,0.06551848,-0.38861418,-0.021359377,-0.22405906,-0.10924439,-0.5275163,0.2572228,-0.15425053,-0.3060348,-0.087857336,-0.25501055,-0.0548983,-0.36150137,0.20515873,-0.082140446,0.099088795,0.13582583,-0.5095042,-0.1958457,0.4695084,0.32165706,0.36612558,-0.18443093,-0.29367763,0.111352906,0.22507964,-0.10861508,-0.21317051,-0.686664,-0.29989022,-0.31573924,0.16039869,-0.041119825,-0.12455221,0.25981194,0.11851609,1,2,🧠 Core Command,Unknown ❓,-1
 DD06        ,Unknown,243.0,0.0,243.0,0.0421954468983088,120,0,0,4,0.36420706,-0.22679798,0.4005456,0.37282118,0.48320958,-0.53916353,0.10324464,0.12747465,0.0413099,-0.34440723,0.31614983,-0.12790747,0.2144788,0.23013864,0.3171031,0.25798553,-0.34461653,-0.17412776,-1.0500509,0.6394137,0.3853014,0.26411372,-0.13112453,-0.4162397,-0.14796789,0.46481916,0.0019215501,-0.21931148,-0.09768442,-0.08626867,-0.29901648,-0.10350207,-0.25353208,-0.6399513,0.046706583,-0.19970387,-0.3363495,-0.29112098,-0.27459726,0.15202229,-0.28523225,-0.029374886,-0.060654625,-0.07515316,0.03627119,-0.5412112,-0.23808965,0.20141922,0.14364095,0.23809518,-0.08845604,-0.2725837,0.3278695,0.41404969,0.086803,-0.31831264,-0.4681544,-0.2596415,-0.50930554,0.59603745,-0.32113218,-0.1050175,0.20583756,0.162661,1,2,🧠 Core Command,Unknown ❓,-1
 SABVR         ,Unknown,83.0,7.833333333333333,83.0,0.0235708114335085,28,0,0,0,0.33655417,-0.6815788,-0.14167207,-0.27400613,-0.009486774,-0.51982707,0.46654478,0.09631813,-0.3026842,-0.34724855,0.30059522,0.11474335,-0.14666605,-0.171261,0.14415878,0.50996923,-0.0023474917,0.50822777,-0.5295106,-0.037763197,0.19146366,0.7969429,0.19746757,-0.31137905,0.14850199,0.3507523,0.3092769,0.60772246,-0.028201835,-0.31466988,0.02758049,-0.100084044,-0.40155256,-0.30459806,0.046317108,0.14724232,-0.6681786,0.07713719,0.021823274,-0.31001458,-0.23359467,0.039892863,-0.46208063,-0.21718164,-0.03617247,-0.21028966,-0.78583336,-0.22094652,-0.075808585,0.53585607,0.23379868,-0.08486728,0.7488597,0.36081803,0.35974997,-0.4485089,-0.058191728,-0.081040606,0.016516833,0.2572075,-0.029186562,0.07816879,0.07929591,-0.33006656,1,2,🧠 Core Command,Unknown ❓,-1
 VC02          ,Unknown,47.0,7.388888888888889,47.0,0.0217299561469039,21,0,0,0,0.41103545,-0.10176382,0.34481952,0.31405595,0.113440804,-0.5821303,-0.04511878,0.111257374,-0.55553454,-0.06900095,0.1893434,0.42600405,-0.377595,0.13339105,0.6695589,0.5289991,-0.31786147,0.6565815,-0.81534517,0.6101106,0.20161341,0.8145381,0.21556892,-0.28762046,0.117082424,-0.057322167,0.32172823,0.18939203,0.14422826,-0.18448384,0.07023941,0.10617546,-0.22288015,-0.21672462,0.05427327,-0.014911531,-0.020199845,0.2960178,-0.061092958,0.24779946,-0.6409991,-0.0905281,-0.31947577,-0.31891042,-0.35363212,-0.2007188,-0.35815525,-0.33710566,0.3914212,0.56343365,-0.0053138803,-0.46122956,0.21090022,0.21653275,0.08086042,-0.078791015,0.39273688,0.13100967,-0.5639478,0.029544331,-0.40987644,-0.10901014,-0.12872912,0.0564811,1,2,🧠 Core Command,Unknown ❓,2
 DA05          ,Unknown,91.0,7.541666666666667,91.0,0.0362771335117454,91,0,0,0,0.53342664,-0.3715121,-0.33267924,-0.08843248,-0.08112532,-0.4055796,-0.001557543,-0.11629754,0.050485436,-0.34775496,0.3298633,0.18206567,0.2988085,-0.0397516,0.07509356,0.26404583,0.21265332,0.8264374,-0.4254998,0.31844664,0.43905184,0.8672592,0.028078275,-0.14209713,0.14492556,-0.2989749,-0.20376563,0.06433091,-0.3270191,-0.16601999,-0.15432134,0.039598793,-0.67249095,-0.32313606,-0.30407485,0.582576,-0.12932941,-0.31262788,0.07773578,0.05635385,-0.32401058,-0.023874803,0.22498469,-0.47730446,0.0005196056,-0.5603755,-0.90206,-0.30744982,0.023177864,0.1353301,-0.019030828,-0.2457532,-0.10388144,0.24550723,0.54366827,-0.49230763,-0.21548818,-0.16277179,-0.04712521,-0.015726939,-0.15454115,0.22109419,-0.07457701,-0.6771662,2,2,🔁 Oscillator Core,Unknown ❓,-1
 DA06          ,Unknown,27.0,8.5,27.0,0.0179084695805267,10,0,0,0,0.6467326,-0.7199938,-0.32202572,-1.0133698,0.21187058,-0.34640518,0.15792839,0.31269982,-0.41736045,-0.6624688,0.5175984,0.5594535,0.14521411,0.12658143,0.39401305,0.29929638,0.3148966,0.5828808,-0.5512786,0.2177623,0.43748486,0.84217906,0.03482671,-0.21925446,-0.19890085,0.2743477,0.062880784,0.16473487,-0.2051776,-0.12008812,0.082820855,0.10524678,-0.2897741,-0.62006223,-0.58722174,-0.04943428,-0.004158802,-0.6328218,-0.10869385,0.20700301,0.09411606,-0.21208857,-0.039622102,-0.37316555,0.20280525,-0.24932522,-0.56207424,0.07834934,-0.33678982,0.45657107,-0.027581789,-0.20583406,-0.15121451,-0.33219713,0.17113817,-0.385591,0.4746442,-0.068547346,-0.48579204,0.23288588,-0.3665554,0.0065521174,-0.51041764,-0.44364682,2,2,🔁 Oscillator Core,Unknown ❓,2
 AS05          ,Unknown,45.0,7.083333333333333,45.0,0.0217299561469039,21,0,0,0,0.15454257,-0.49590367,-0.44246784,-0.2029299,0.17893648,-0.12666216,0.3762019,0.46137437,-0.1938183,-0.49201638,0.30882132,0.29004693,0.1011223,0.018775055,0.102561004,-0.0937754,0.3053981,0.36953688,-0.32668585,0.024022385,0.18511331,0.6410714,-0.19118185,-0.16783914,-0.05876926,-0.2794234,-0.018850766,-0.4492457,-0.020281795,-0.004540123,-0.064020365,0.3726235,-0.5905708,-0.3255088,-0.20872083,0.17026684,-0.06564012,-0.2458466,0.40569133,0.025367796,-0.12815946,0.24771118,-0.33756518,-0.43381602,0.13800818,-0.8822467,-0.8167292,-0.5207355,0.16695246,0.45883235,-0.13593215,-0.06975927,0.016367523,0.37572542,0.6873392,-0.8965223,0.5959071,-0.14121316,-0.6036073,0.29881316,-0.17418405,0.1712609,-0.14908043,-0.4013508,2,2,🔁 Oscillator Core,Unknown ❓,2
 VC03          ,Unknown,30.0,8.1,30.0,0.0179084695805267,10,0,0,0,0.50107497,-0.8617752,0.3256908,-0.08436671,0.085718066,-0.22611824,-0.012965063,0.20578921,-0.22455733,-0.45613226,0.2767686,-0.111360766,-0.5460685,0.06279146,0.12003303,0.44515288,0.013171538,0.60047066,-0.32693046,0.36642894,0.13158819,0.791234,-0.19228432,-0.18511587,-0.015512621,-0.119277455,0.36833552,-0.20286493,-0.12632184,-0.14560258,-0.05694879,0.45845294,-0.36028072,0.025616946,-0.15519181,0.6024016,0.20286523,-0.20251516,0.35900712,0.2868954,-0.44763586,0.36410534,-0.47886243,-0.17936653,0.063024074,-0.4499841,-0.5352927,-0.08769972,0.48315522,0.20497623,-0.11554004,-0.18968292,-0.22138444,0.65977204,0.2917519,-0.4300232,0.30345237,0.5711005,-0.8750799,-0.47600102,-0.38445625,-0.115523845,-0.009820952,-0.21215375,2,2,🔁 Oscillator Core,Unknown ❓,2
 vBWMR15       ,Unknown,201.0,6.958333333333333,201.0,0.0337304120984366,78,0,0,0,0.116030365,-0.1607663,-0.26635852,-0.21035828,-0.25768417,-0.16224828,0.67471254,0.016280096,-0.43874496,-0.36820716,0.3964616,0.2473858,0.0653432,-0.085904434,-0.3118814,0.51829755,0.01861967,0.18995912,-0.6224335,0.58688354,-0.30867293,0.9688158,-0.038199425,-0.2780018,0.32543498,-0.30426642,0.30384907,-0.018864533,0.46933958,0.1250433,-0.029772425,0.30975088,0.036300775,0.19222063,-0.27442756,0.15206297,-0.349568,0.308287,0.1390067,0.2850264,-0.18174364,-0.044388175,-0.09805085,0.017741367,0.04062782,-0.46171352,-0.2739597,-0.21140024,-0.029076528,0.49937642,-0.07863089,-0.1760158,-0.31878832,1.011072,-0.028584795,-0.48888817,-0.05308523,-0.059508767,-0.36481947,0.17163749,-0.4191646,-0.16159001,-0.6102918,-0.23807532,2,2,🔁 Oscillator Core,Unknown ❓,0
 vBWMR16       ,Unknown,108.0,7.25,108.0,0.0315782319327028,66,0,0,0,0.30059892,-0.41142073,-0.33749452,-0.1610713,-0.29892057,-0.1814085,0.906537,0.13775022,-0.2924077,-0.38218215,0.519746,0.30899778,-0.32523087,-0.11708991,-0.3050593,0.4356983,0.25954106,0.22175027,-0.32600862,0.6924206,-0.172175,0.8227056,-0.16428602,-0.3122819,0.3032132,-0.39199767,0.3104659,-0.3102646,0.22777906,-0.021734126,-0.16415054,0.38528278,-0.3092192,0.424913,-0.51397866,-0.0408574,-0.20905432,0.0784518,0.24452816,0.284133,-0.0046231556,0.2587584,-0.046499874,-0.21663918,0.11684411,-0.63896596,-0.2739261,0.07237281,-0.20488976,0.41097632,-0.4161826,0.15320998,-0.43672213,0.71802974,-0.0021299555,-0.6906769,-0.11403051,0.18900095,-0.43113804,0.08798196,-0.22171377,-0.29002953,-0.43560404,-0.11357619,2,2,🔁 Oscillator Core,Unknown ❓,1
 ALA         ,Unknown,36.0,0.0,36.0,0.0199063312301755,15,0,0,4,0.5052796,-0.4266551,0.15448694,-0.06592107,-0.23950699,-0.8279993,0.47723386,-0.02271459,-0.18254364,-0.58117425,0.31662968,0.20507877,0.11655978,-0.03200854,0.22464092,0.15725912,0.08671694,0.6768593,-0.122368194,0.29050598,-0.32664278,0.73926646,0.25016117,-0.06989393,0.13001548,-0.0620279,-0.32899314,0.2198726,-0.31196558,-0.08135781,0.653018,0.39284554,-0.17078196,-0.2564981,-0.7599411,0.021350307,-0.076496914,-0.7646049,0.22610146,-0.16094309,-0.22619575,-0.39503837,-0.31545904,-0.5379478,-0.116263695,-0.37131757,-0.78507423,0.07367508,-0.22420895,0.75639915,0.38292438,0.02000076,0.1611587,-0.13514702,0.1312504,0.05110596,0.65985376,0.0568258,-0.15329978,0.427452,-0.32087395,-0.096423954,0.14895287,-0.46173748,2,2,🔁 Oscillator Core,Unknown ❓,2
 BDUR        ,Unknown,81.0,0.0,81.0,0.0140880481334419,3,0,0,4,0.35856453,-0.7318009,0.2559599,0.1813025,0.22964813,-0.09026045,0.12179186,-0.06575865,-0.1263854,-0.5021123,0.29226688,0.47848055,-0.08214161,-0.42603555,0.29251835,0.6770845,0.55028415,0.5934169,-0.339993,0.7628192,-0.11300024,0.36430523,0.009835919,-0.77016616,0.57873845,-0.3184963,-0.14974941,0.04387709,0.59607524,-0.2501234,-0.08252608,-0.3162687,-0.80239445,-0.7253269,-0.2750871,0.45266208,0.20482433,0.09464376,0.04597464,-0.06371156,-0.10706972,-0.17704663,-0.15306295,-0.02893856,0.21019441,-0.21012694,-0.63446766,-0.097552344,-0.6281515,0.5767557,-0.14037913,0.16495915,0.08867836,0.4295712,0.057411306,-0.08475958,0.13375546,0.76775116,-0.35631728,-0.017502937,0.1543266,0.59819645,0.33486927,-0.4672675,1,2,🧠 Core Command,Unknown ❓,-1
 OLQVR         ,Unknown,146.0,7.041666666666667,146.0,0.0337304120984366,78,0,0,0,-0.24976674,-0.6606136,-0.11295144,0.16139556,-0.103588335,-0.5429343,-0.032504532,-0.111653626,-0.015113047,-0.36723423,-0.3423857,-0.013093008,-0.30388498,-0.36519954,-0.24608912,0.3259997,-0.42272344,-0.18957938,-0.5091147,0.42912543,-0.043275256,0.3818372,-0.06751935,0.012359421,-0.37156665,0.3615028,0.07977122,-0.11669211,0.28353992,0.061752237,0.28393278,-0.30509973,-0.6213421,0.3228688,-0.29917407,0.29401302,-0.45826185,-0.39691898,0.20895492,0.22110917,-0.19158617,-0.3863498,-0.298554,0.192656,-0.14530851,0.023570798,-0.42156625,-0.64357346,0.29386795,-0.178198,0.0394998,0.3955235,-0.30949062,0.5098245,-0.9595011,0.25910828,0.038453102,-0.017825233,-0.096511334,0.45341805,-0.49723133,0.15323608,0.17070211,-0.4921736,0,2,💥 Motor Dominant A,Unknown ❓,-1
 BAGL          ,Unknown,72.0,7.75,72.0,0.0251688648575808,36,0,0,0,-0.16456571,-0.34327233,-0.40268674,0.15611152,0.11441871,-0.6872791,0.52793646,-0.08226046,0.046500277,-0.7669877,0.46397397,-0.64215535,-0.7047103,-0.005159788,0.14822413,-0.15592211,-0.4365678,0.28598422,-0.51084745,0.393989,0.20206346,-0.05996182,0.10200778,0.09003539,0.008631994,0.28920195,-0.026128791,0.23824324,0.3445447,0.16525392,-0.02268905,-0.321751,-0.34093294,0.07289388,-0.24123932,0.30430055,-0.24899866,-0.37404892,0.38279706,0.32329637,-0.031623613,0.12058488,-0.5771439,-0.13482513,-0.059851833,0.25931767,-0.15731049,-0.6834059,-0.20336078,-0.4304213,-0.22697644,-0.2017135,-0.24490987,0.2069351,-0.53168756,-0.44169462,-0.5156319,-0.31241456,-0.07242643,0.65829724,-0.41446668,0.65981436,0.2174826,0.027384631,0,2,💥 Motor Dominant A,Glia ⚙️,2
 URXR          ,Unknown,151.0,7.111111111111111,151.0,0.0572937830150345,210,0,0,0,-0.46959534,-0.28371876,0.0071062474,0.12768821,0.46924788,-0.6730006,0.34896195,-0.3566715,-0.21096262,-0.17801449,0.1744479,-0.38056615,-0.2658341,-0.21397226,0.229634,-0.22274102,-0.3412869,-0.031870328,-0.52862114,0.5218148,-0.28437513,0.375,0.11739214,0.28247422,0.31929433,0.31114414,-0.22449535,0.22619371,-0.0065507162,0.3688895,0.086882405,-0.27173167,-0.59843045,0.014694198,0.06079869,0.21307346,-0.4894543,-0.033175044,0.5258649,-0.13878676,-0.03158258,-0.19228484,-0.13740395,-0.0880108,0.18128677,0.1446583,-0.63235843,-0.43277076,0.06615389,0.6445624,0.055638548,-0.094865344,-0.14350864,0.11226055,-0.5419827,0.13701902,-0.26148885,0.068598956,-0.04583167,0.293413,-0.44263402,0.42365813,0.12172108,-0.54976916,0,2,💥 Motor Dominant A,Unknown ❓,-1
 URYVR         ,Unknown,42.0,7.277777777777778,42.0,0.0251688648575808,36,0,0,0,-0.17804272,-0.37684324,-0.4097394,0.26017871,-0.4081918,-0.536085,0.089242324,0.0060744276,0.007956704,-0.6629055,0.041123513,-0.033282842,-0.63368165,-0.3692336,0.036645558,0.25688213,-0.13116357,0.06219488,-0.48896807,0.35733292,0.3482543,0.26528883,0.36122695,-0.19691636,-0.2583764,0.19046952,0.18788517,0.2798593,0.057495262,0.13353005,0.41120237,-0.41397786,-0.39104778,0.08319691,0.04896968,0.11381957,-0.4948043,-0.17711836,-0.03265404,0.07228652,-0.24750471,-0.31160393,-0.50601536,-0.33254114,-0.01805349,0.29430348,-0.53376,-0.80386543,0.2246789,-0.19914366,-0.0763515,0.5461257,-0.3668438,0.27133107,-0.9474932,-0.25947115,-0.1039119,-0.34798154,-0.09860816,0.31746167,-0.87087274,0.22158813,0.15047935,-0.4948841,0,2,💥 Motor Dominant A,Unknown ❓,2
 AUAR          ,Unknown,102.0,8.5,102.0,0.0269403880393999,45,0,0,0,-0.2970012,-0.589059,-0.11105894,0.21871147,-0.003967084,-0.52203035,0.39755502,-0.36509517,-0.17386296,-0.5145737,-0.11724256,-0.21025641,-0.48257065,0.2993418,-0.08057382,0.0449108,-0.56896955,0.2195683,-0.37670508,0.62916666,0.6888908,0.1697661,0.2833271,-0.34102222,0.0125802625,0.41947228,0.24688414,0.18377751,0.64125663,0.100260325,0.0063260086,-0.09867115,-0.39059836,0.12311457,-0.35186455,0.21552993,-0.0827886,-0.048921082,0.21568888,0.1930787,0.054678615,-0.33682436,-0.10972142,-0.13786282,0.016395383,0.30765447,-0.54736924,-0.26447484,-0.4073589,0.14457917,0.23562287,-0.06091813,-0.44763827,-0.26220664,-0.5915141,-0.04841235,-0.5862483,0.13242228,0.019731252,0.23054263,-0.6302016,0.74394107,-0.097429216,-0.034861844,0,2,💥 Motor Dominant A,Unknown ❓,-1
 SMBDR         ,Unknown,225.0,7.5,225.0,0.0572937830150345,210,0,0,0,-0.2244248,-0.7101965,-0.1456508,0.30401826,0.0012267157,-0.21059968,0.46992436,-0.49489248,0.024429252,-0.3941942,0.24318726,0.4358826,-0.15700506,0.09459068,-0.12572342,0.3440286,-0.6023101,0.11938448,-0.41932684,0.58383185,0.25801337,-0.028449109,-0.13470668,-0.54808456,0.14662953,0.15512952,0.12248859,0.57601404,0.12558644,-0.26494372,-0.15511204,-0.072674446,-0.4615458,0.0839502,0.1421643,0.04286077,-0.51220614,-0.26181647,0.12172721,-0.24106626,0.11739817,0.5067602,0.11840277,-0.1200448,0.11927947,0.10960828,-0.43755332,-0.7557633,-0.5638474,0.1681475,0.1105094,0.23559965,-0.30166346,-0.24439088,0.001469631,-0.22555567,0.10049314,-0.20201562,-0.5387114,-0.12954246,-0.34982777,0.089999154,0.3217793,-0.37583646,0,2,💥 Motor Dominant A,Unknown ❓,-1
 RIH         ,Unknown,18.0,6.625,18.0,0.0179084695805267,10,0,0,0,-0.172049,-0.8001637,-0.079387136,0.06018159,-0.24054341,-0.39602306,0.09852469,0.10261239,-0.72310406,0.06359179,-0.054209415,-0.3222441,-0.47603518,0.17739101,-0.024056304,0.5869338,-0.46002662,0.60019344,-0.07618378,0.37258422,0.46574837,-0.25600997,0.2562389,-0.1961215,-0.13489324,-0.17692736,0.042950857,-0.09091082,-0.1818663,-0.29093307,0.37551257,-0.56775814,-0.19605151,-0.03507005,0.6112206,0.10503338,-0.8325979,-0.50151426,1.2468578,0.3941217,-0.16025528,0.54236436,0.29107332,-0.1772726,-0.17002422,0.34108305,-0.29789385,-0.24121879,-0.18040562,0.29267436,0.055522863,-0.0029738327,-0.29723835,-0.2568234,-0.2641158,-0.33325577,-0.15325716,0.17854877,-0.43014967,0.15209833,-0.51506853,0.44034132,0.10427754,-0.63748145,0,2,💥 Motor Dominant A,Unknown ❓,2
 SMBVR       ,Unknown,99.0,9.0,99.0,0.0235708114335085,28,0,0,0,-0.08124569,-0.7735358,-0.48118526,0.10576474,0.25090396,-0.78075904,0.037489336,0.048710123,-0.30320185,-0.017965848,0.53694564,-0.00012862377,0.2615008,0.16272278,0.06687947,0.36966136,-0.04268051,-0.10464755,-0.8149399,0.30308464,-0.014505969,0.6233101,-0.31001985,-0.062830314,0.026098268,0.18821612,0.023711521,-0.15586795,-0.07325855,-0.05316153,-0.028223373,-0.47966743,-0.51512593,0.40034273,-0.13131021,0.4805309,-0.43052998,-0.25110468,0.25118184,-0.12798226,0.39388537,0.3722422,-0.40614784,-0.73582494,0.045405366,0.60043263,-0.39335933,-0.29523787,-0.015719097,0.3399333,-0.080372,-0.03995018,0.17230752,-0.13836963,-0.9586089,0.021742232,-0.03291839,0.009456496,-0.64726985,-0.32366434,-0.41094813,0.14132641,0.44994944,0.08379122,0,2,💥 Motor Dominant A,Unknown ❓,3
 SMDVR       ,Unknown,60.0,4.0,60.0,0.0179084695805267,10,0,0,4,-0.22894622,-1.3165641,-0.19766471,-0.18560256,-0.39719802,-0.10276553,0.44565165,-0.42177165,-0.2330938,-0.04043135,0.5269861,-0.042427223,-0.40279716,0.4475123,-0.035365712,0.315662,-0.34756234,0.22640361,-0.45079133,0.36931315,0.7436075,0.18687071,0.13519286,-0.41642112,-0.03656487,0.2193737,0.06938446,0.52508557,0.4081734,-0.14410499,0.6824176,0.20909925,-0.04960321,-0.0076491563,0.35525364,0.0662806,-0.73739535,0.09540236,0.028555403,0.15406756,0.19125757,0.29672545,-0.6312573,-0.05437099,0.31961188,-0.3874097,-0.41199616,-0.38416618,-0.14744803,0.030687327,-0.37615302,-0.024500607,0.2847707,0.06991174,-0.6539069,0.04947578,-0.28299427,-0.016739698,0.08556682,-0.04796092,-0.6794681,0.3607303,0.7292623,-0.38424876,0,2,💥 Motor Dominant A,Motor 🦴,2
 CEPVR         ,Unknown,129.0,7.368421052631579,129.0,0.0531153731491602,190,0,0,0,-0.0058887047,-0.64381105,0.45158103,0.21904139,-0.006977981,-0.3083911,0.38444483,-0.17560606,-0.23637278,-0.3986819,0.37634218,0.05795352,-0.15110973,-0.044377238,-0.031027557,0.041064963,-0.09521461,0.20913908,-0.6105772,0.9167694,-0.07992699,0.04062974,0.3271985,-0.29649282,0.5167206,-0.08076553,-0.257095,0.087272935,0.37954324,0.32298476,0.2989098,-0.068437904,-0.64535296,0.09701921,-0.1681286,0.6092529,-0.50883836,-0.2574034,0.37504113,-0.11062564,-0.22036517,-0.53187555,-0.33598214,-0.4346847,-0.122269504,0.103687026,-0.07767073,-0.09179231,-0.3277487,0.014325372,-0.027530266,-0.10348757,-0.1804421,0.17186543,-0.5220992,-0.12473447,-0.102411866,-0.0009163934,-0.08269221,-0.38753754,-0.39294684,0.57717365,0.07019555,-0.225726,0,2,💥 Motor Dominant A,Glia ⚙️,-1
 URBR          ,Unknown,74.0,7.9375,74.0,0.0235708114335085,28,0,0,0,-0.5101201,-0.39459333,0.22477065,0.642458,0.48357028,-0.33114737,0.14467107,-0.40228063,-0.339804,-0.29900423,-0.088200904,-0.059933756,-0.21673186,-0.5607,-0.25379527,0.2973555,-0.17510408,0.08143194,-0.2942077,0.4900741,-0.17807059,0.48032543,-0.09582071,-0.2745426,0.3403146,0.25447795,-0.07580852,0.061200418,0.72256094,-0.32378298,0.23590161,0.015787294,-0.91202015,-0.5952065,-0.09182816,0.457201,-0.52742404,-0.34807095,0.09789766,-0.16827013,0.36902606,-0.34555665,0.21851094,-0.09679644,-0.26172522,0.1656133,-0.49361888,-0.13752812,-0.22325242,0.55467856,-0.076342955,0.35753292,-0.3312163,0.2959555,-0.20586719,0.03435777,0.16504318,0.3701428,-0.3850095,0.2308802,0.081212774,0.67164195,0.59107184,-0.5914737,0,2,💥 Motor Dominant A,Unknown ❓,2
 RIPR          ,Unknown,494.0,7.205882352941177,494.0,0.0451532632055197,136,0,0,1,-0.595334,-0.40712252,-0.14429511,0.42379388,0.3575623,-0.47366768,-0.2446966,-0.12778376,0.291724,-0.22516789,0.23122254,0.0013868232,0.2564604,-0.6337306,-0.22446777,0.6851583,-0.31190467,0.2741388,-0.44308224,0.65213096,-0.28022185,0.23923634,0.45567143,-0.32985306,0.10224285,0.41693482,-0.17000794,-0.008596462,0.10657731,0.23522693,0.08028355,-0.7627974,-0.15447122,0.20462205,0.10281821,0.5175071,-0.60170376,-0.22992904,0.17132571,0.15024579,-0.53669006,-0.5226657,-0.28013238,0.23207645,0.23445484,-0.12295721,-0.5164503,-0.1801476,-0.35810977,0.074538335,0.2613027,0.04504375,-0.65485454,0.08054703,-0.41265976,-0.099311695,-0.25719753,0.19516322,-0.076848924,0.21571551,-0.22131832,0.6872756,-0.029185599,-0.73619246,0,2,💥 Motor Dominant A,Unknown ❓,-1
 SIBVL         ,Unknown,183.0,7.785714285714286,183.0,0.0396091052331623,105,0,0,0,0.044118054,-0.39639542,0.020369928,0.30747074,0.19919722,-0.0006057353,0.75825155,0.07441227,0.10043183,-0.16537437,0.38078517,0.461677,-0.19175592,0.2734181,-0.24387568,0.18821464,-0.5244504,0.50369567,-0.7476891,0.69895875,-0.075941585,0.3759433,-0.0020969685,-0.12812732,-0.087483466,0.4604756,-0.5402804,0.14954251,0.046781704,0.40867004,0.44505668,0.017552283,-0.29010183,-0.07921017,-0.43479198,0.45559424,-0.82082844,0.40257326,0.19228616,0.10285057,-0.26941684,0.10622263,0.537705,-0.027823444,0.5408452,-0.03944984,-0.10017461,-0.49772218,0.124640524,0.18788408,-0.6223963,0.058554433,-0.47595325,0.35452121,-0.087677404,-0.10505366,-0.25873813,0.07546463,-0.22938947,-0.38513735,-0.11869563,0.11325056,0.44176435,-0.52758795,0,2,💥 Motor Dominant A,Unknown ❓,-1
