pre,post,gap_weight,chem_weight,functional_weight,uncertainty,data_sources
URADR,ADLR,,,,,[]
URADR,AFDL,,,-0.0476217307150363,,['funconn']
URADR,AFDR,,,,,[]
URADR,AIAL,,,,,[]
URADR,AIAR,,,,,[]
URADR,AIBL,,,,,[]
URADR,AIBR,,,,,[]
URADR,AIML,,,,,[]
URADR,AIMR,,,-0.0205508712679147,,['funconn']
URADR,AINL,,,0.0089416317641735,,['funconn']
URADR,AINR,,,,,[]
URADR,AIYL,,,,,[]
URADR,AIYR,,,,,[]
URADR,AIZL,,,-0.024692403152585,,['funconn']
URADR,AIZR,,,-0.0184880029410123,,['funconn']
URADR,ALA,,,,,[]
URADR,ALML,,,,,[]
URADR,ALMR,,,,,[]
URADR,ALNL,,,,,[]
URADR,ALNR,,,,,[]
URADR,AQR,,,,,[]
URADR,AS1,,,,,[]
URADR,AS10,,,,,[]
URADR,AS11,,,,,[]
URADR,AS2,,,,,[]
URADR,AS3,,,,,[]
URADR,AS4,,,,,[]
URADR,AS5,,,,,[]
URADR,AS6,,,,,[]
URADR,AS7,,,,,[]
URADR,AS8,,,,,[]
URADR,AS9,,,,,[]
URADR,ASEL,,,0.0128247756510972,,['funconn']
URADR,ASER,,,0.0199089255183935,,['funconn']
URADR,ASGL,,,,,[]
URADR,ASGR,,,0.0329177193343639,,['funconn']
URADR,ASHL,,,4.540547888609581e-05,,['funconn']
URADR,ASHR,,,,,[]
URADR,ASIL,,,0.0585650093853473,,['funconn']
URADR,ASIR,,,0.0981123596429824,,['funconn']
URADR,ASJL,,,0.0136696631088852,,['funconn']
URADR,ASJR,,,-0.0328815467655658,,['funconn']
URADR,ASKL,,,,,[]
URADR,ASKR,,,,,[]
URADR,AUAL,,,,,[]
URADR,AUAR,,,,,[]
URADR,AVAL,,,,,[]
URADR,AVAR,,,-0.0129612581804394,,['funconn']
URADR,AVBL,,,0.008881133981049,,['funconn']
URADR,AVBR,,,-0.0302294604480266,,['funconn']
URADR,AVDL,,,-0.0170915089547634,,['funconn']
URADR,AVDR,,,0.0524725504219532,,['funconn']
URADR,AVEL,,,0.0785576254129409,,['funconn']
URADR,AVER,,,,,[]
URADR,AVFL,,,,,[]
URADR,AVFR,,,,,[]
URADR,AVG,,,,,[]
URADR,AVHL,,,,,[]
URADR,AVHR,,,-0.0274756830185651,,['funconn']
URADR,AVJL,,,,,[]
URADR,AVJR,,,,,[]
URADR,AVKL,,,0.0685334503650665,,['funconn']
URADR,AVKR,,,0.0152362026274204,,['funconn']
URADR,AVL,,,,,[]
URADR,AVM,,,,,[]
URADR,AWAL,,,,,[]
URADR,AWAR,,,-0.0123934084549546,,['funconn']
URADR,AWBL,,,0.0415848940610885,,['funconn']
URADR,AWBR,,,-0.0092838117852807,,['funconn']
URADR,AWCL,,,0.0111990440636873,,['funconn']
URADR,AWCR,,,,,[]
URADR,BAGL,,,,,[]
URADR,BAGR,,,0.0046506784856319,,['funconn']
URADR,BDUL,,,,,[]
URADR,BDUR,,,,,[]
URADR,CEPDL,,,,,[]
URADR,CEPDR,,,-0.013156316243112,,['funconn']
URADR,CEPVL,,,-0.0187079366296529,,['funconn']
URADR,CEPVR,,,-0.0014809044077992,,['funconn']
URADR,DA1,,,,,[]
URADR,DA2,,,,,[]
URADR,DA3,,,,,[]
URADR,DA4,,,,,[]
URADR,DA5,,,,,[]
URADR,DA6,,,,,[]
URADR,DA7,,,,,[]
URADR,DA8,,,,,[]
URADR,DA9,,,,,[]
URADR,DB1,,,,,[]
URADR,DB2,,,,,[]
URADR,DB3,,,,,[]
URADR,DB4,,,,,[]
URADR,DB5,,,,,[]
URADR,DB6,,,,,[]
URADR,DB7,,,,,[]
URADR,DD1,,,0.0561448484659194,,['funconn']
URADR,DD2,,,,,[]
URADR,DD3,,,,,[]
URADR,DD4,,,,,[]
URADR,DD5,,,,,[]
URADR,DD6,,,,,[]
URADR,DVA,,,,,[]
URADR,DVB,,,,,[]
URADR,DVC,,,,,[]
URADR,FLPL,,,0.0153593197464942,,['funconn']
URADR,FLPR,,,0.0167398937046527,,['funconn']
URADR,HSNL,,,,,[]
URADR,HSNR,,,,,[]
URADR,I1L,,,,,[]
URADR,I1R,,,,,[]
URADR,I2L,,,,,[]
URADR,I2R,,,0.0675057247281074,,['funconn']
URADR,I3,,,,,[]
URADR,I4,,,0.0301805660128593,,['funconn']
URADR,I5,,,,,[]
URADR,I6,,,-0.0194864980876445,,['funconn']
URADR,IL1DL,,,,,[]
URADR,IL1DR,,1.5714285714285714,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
URADR,IL1L,,,,,[]
URADR,IL1R,,1.0,0.0168984197080135,,"['funconn', 'witvliet2020_7', 'witvliet2020_8']"
URADR,IL1VL,,,0.002302179345861,,['funconn']
URADR,IL1VR,,,-0.0080795884132385,,['funconn']
URADR,IL2DL,,,,,[]
URADR,IL2DR,1.0,,0.1346271783113479,,"['cook2019', 'funconn']"
URADR,IL2L,,,,,[]
URADR,IL2R,,,,,[]
URADR,IL2VL,,,0.0203950982540845,,['funconn']
URADR,IL2VR,,,,,[]
URADR,LUAL,,,,,[]
URADR,LUAR,,,,,[]
URADR,M1,,,,,[]
URADR,M2L,,,0.0034404285252094,,['funconn']
URADR,M2R,,,,,[]
URADR,M3L,,,0.05533067882061,,['funconn']
URADR,M3R,,,0.0170294716954231,,['funconn']
URADR,M4,,,,,[]
URADR,M5,,,0.067349649965763,,['funconn']
URADR,MCL,,,,,[]
URADR,MCR,,,,,[]
URADR,MI,,,-0.0332688838243484,,['funconn']
URADR,NSML,,,,,[]
URADR,NSMR,,,,,[]
URADR,OLLL,,,0.0269330665469169,,['funconn']
URADR,OLLR,,,,,[]
URADR,OLQDL,,,-0.0310934633016586,,['funconn']
URADR,OLQDR,,,-0.0616930313408374,,['funconn']
URADR,OLQVL,,,,,[]
URADR,OLQVR,,,-0.0200570337474346,,['funconn']
URADR,PDA,,,,,[]
URADR,PDB,,,,,[]
URADR,PDEL,,,,,[]
URADR,PDER,,,,,[]
URADR,PHAL,,,,,[]
URADR,PHAR,,,,,[]
URADR,PHBL,,,,,[]
URADR,PHBR,,,,,[]
URADR,PHCL,,,,,[]
URADR,PHCR,,,,,[]
URADR,PLML,,,,,[]
URADR,PLMR,,,,,[]
URADR,PLNL,,,,,[]
URADR,PLNR,,,,,[]
URADR,PQR,,,,,[]
URADR,PVCL,,,,,[]
URADR,PVCR,,,,,[]
URADR,PVDL,,,,,[]
URADR,PVDR,,,,,[]
URADR,PVM,,,,,[]
URADR,PVNL,,,,,[]
URADR,PVNR,,,,,[]
URADR,PVPL,,,,,[]
URADR,PVPR,,,,,[]
URADR,PVQL,,,,,[]
URADR,PVQR,,,,,[]
URADR,PVR,,,,,[]
URADR,PVT,,,,,[]
URADR,PVWL,,,,,[]
URADR,PVWR,,,,,[]
URADR,RIAL,,,,,[]
URADR,RIAR,,,,,[]
URADR,RIBL,,,,,[]
URADR,RIBR,,,-0.003884095698595,,['funconn']
URADR,RICL,,,,,[]
URADR,RICR,,,,,[]
URADR,RID,,,,,[]
URADR,RIFL,,,,,[]
URADR,RIFR,,,,,[]
URADR,RIGL,,,,,[]
URADR,RIGR,,,0.0179372429847717,,['funconn']
URADR,RIH,,,,,[]
URADR,RIML,,,,,[]
URADR,RIMR,,,-0.0210247356444597,,['funconn']
URADR,RIPL,,,-0.016751006245613,,['funconn']
URADR,RIPR,,5.125,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
URADR,RIR,,,,,[]
URADR,RIS,,,-0.0127073675394058,,['funconn']
URADR,RIVL,,,,,[]
URADR,RIVR,,,-0.000390328845242,,['funconn']
URADR,RMDDL,,1.0,0.0430141314864158,,"['funconn', 'white1986_jsh', 'witvliet2020_8']"
URADR,RMDDR,,,,,[]
URADR,RMDL,,,,,[]
URADR,RMDR,,,0.0134290661662817,,['funconn']
URADR,RMDVL,,,0.0283245518803596,,['funconn']
URADR,RMDVR,,1.0,,,"['chklovskii', 'openworm', 'white1986_n2u', 'white1986_whole']"
URADR,RMED,,1.3333333333333333,,,"['chklovskii', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
URADR,RMEL,,,-0.0054012676700949,,['funconn']
URADR,RMER,,1.1428571428571428,0.0205383989959955,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
URADR,RMEV,,,,,[]
URADR,RMFL,,,0.0465294383466243,,['funconn']
URADR,RMFR,,,,,[]
URADR,RMGL,,,0.0107660852372646,,['funconn']
URADR,RMGR,,,,,[]
URADR,RMHL,,,,,[]
URADR,RMHR,,,,,[]
URADR,SAADL,,,-0.0096319783478975,,['funconn']
URADR,SAADR,,,,,[]
URADR,SAAVL,,,0.0405808724462986,,['funconn']
URADR,SAAVR,,,0.089100107550621,,['funconn']
URADR,SABD,,,,,[]
URADR,SABVL,,,,,[]
URADR,SABVR,,,,,[]
URADR,SDQL,,,,,[]
URADR,SDQR,,,,,[]
URADR,SIADL,,,,,[]
URADR,SIADR,,,,,[]
URADR,SIAVL,,,,,[]
URADR,SIAVR,,,,,[]
URADR,SIBDL,,,,,[]
URADR,SIBDR,,,,,[]
URADR,SIBVL,,,,,[]
URADR,SIBVR,,,,,[]
URADR,SMBDL,,,,,[]
URADR,SMBDR,,,0.040107075124979,,['funconn']
URADR,SMBVL,,,,,[]
URADR,SMBVR,,,,,[]
URADR,SMDDL,,,,,[]
URADR,SMDDR,,,,,[]
URADR,SMDVL,,,,,[]
URADR,SMDVR,,,,,[]
URADR,URADL,,,,,[]
URADR,URAVL,,,,,[]
URADR,URAVR,,,,,[]
URADR,URBL,,,0.0189163647592067,,['funconn']
URADR,URBR,,,0.0093782562762498,,['funconn']
URADR,URXL,,,-0.0036129544023424,,['funconn']
URADR,URXR,,,,,[]
URADR,URYDL,,,,,[]
URADR,URYDR,1.0,1.0,,0.0,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
URADR,URYVL,,,,,[]
URADR,URYVR,,,,,[]
URADR,VA1,,,,,[]
URADR,VA10,,,,,[]
URADR,VA11,,,,,[]
URADR,VA12,,,,,[]
URADR,VA2,,,,,[]
URADR,VA3,,,,,[]
URADR,VA4,,,,,[]
URADR,VA5,,,,,[]
URADR,VA6,,,,,[]
URADR,VA7,,,,,[]
URADR,VA8,,,,,[]
URADR,VA9,,,,,[]
URADR,VB1,,,-0.0074803489260375,,['funconn']
URADR,VB10,,,,,[]
URADR,VB11,,,,,[]
URADR,VB2,,,-0.0046350387856364,,['funconn']
URADR,VB3,,,,,[]
URADR,VB4,,,,,[]
URADR,VB5,,,,,[]
URADR,VB6,,,,,[]
URADR,VB7,,,,,[]
URADR,VB8,,,,,[]
URADR,VB9,,,,,[]
URADR,VC1,,,,,[]
URADR,VC2,,,,,[]
URADR,VC3,,,,,[]
URADR,VC4,,,,,[]
URADR,VC5,,,,,[]
URADR,VC6,,,,,[]
URADR,VD1,,,,,[]
URADR,VD10,,,,,[]
URADR,VD11,,,,,[]
URADR,VD12,,,,,[]
URADR,VD13,,,,,[]
URADR,VD2,,,,,[]
URADR,VD3,,,,,[]
URADR,VD4,,,,,[]
URADR,VD5,,,,,[]
URADR,VD6,,,,,[]
URADR,VD7,,,,,[]
URADR,VD8,,,,,[]
URADR,VD9,,,,,[]
URAVL,ADAL,,,-0.0380802005529403,,['funconn']
URAVL,ADAR,,,,,[]
URAVL,ADEL,,,,,[]
URAVL,ADER,,,0.0271432660520076,,['funconn']
URAVL,ADFL,,,,,[]
URAVL,ADFR,,,,,[]
URAVL,ADLL,,,,,[]
URAVL,ADLR,,,0.0023806353565305,,['funconn']
URAVL,AFDL,,,,,[]
URAVL,AFDR,,,,,[]
URAVL,AIAL,,,,,[]
URAVL,AIAR,,,,,[]
URAVL,AIBL,,,,,[]
URAVL,AIBR,,,,,[]
URAVL,AIML,,,,,[]
URAVL,AIMR,,,0.0123194158077239,,['funconn']
URAVL,AINL,,,,,[]
URAVL,AINR,,,,,[]
URAVL,AIYL,,,,,[]
URAVL,AIYR,,,,,[]
URAVL,AIZL,,,0.0821722224354744,,['funconn']
URAVL,AIZR,,,,,[]
URAVL,ALA,,,,,[]
URAVL,ALML,,,,,[]
URAVL,ALMR,,,,,[]
URAVL,ALNL,,,,,[]
URAVL,ALNR,,,,,[]
URAVL,AQR,,,,,[]
URAVL,AS1,,,,,[]
URAVL,AS10,,,,,[]
URAVL,AS11,,,,,[]
URAVL,AS2,,,,,[]
URAVL,AS3,,,,,[]
URAVL,AS4,,,,,[]
URAVL,AS5,,,,,[]
URAVL,AS6,,,,,[]
URAVL,AS7,,,,,[]
URAVL,AS8,,,,,[]
URAVL,AS9,,,,,[]
URAVL,ASEL,,,-0.010876159183681,,['funconn']
URAVL,ASER,,,,,[]
URAVL,ASGL,,,,,[]
URAVL,ASGR,,,0.0193302128463983,,['funconn']
URAVL,ASHL,,,0.0044881436042487,,['funconn']
URAVL,ASHR,,,0.0279541946947574,,['funconn']
URAVL,ASIL,,,,,[]
URAVL,ASIR,,,-0.0090787066146731,,['funconn']
URAVL,ASJL,,,,,[]
URAVL,ASJR,,,,,[]
URAVL,ASKL,,,,,[]
URAVL,ASKR,,,,,[]
URAVL,AUAL,,,-0.0526888519525527,,['funconn']
URAVL,AUAR,,,-0.0124305738136172,,['funconn']
URAVL,AVAL,,,-0.0142920771613717,,['funconn']
URAVL,AVAR,,,,,[]
URAVL,AVBL,,,,,[]
URAVL,AVBR,,,,,[]
URAVL,AVDL,,,-0.0145349213853478,,['funconn']
URAVL,AVDR,,,-0.0043636634945869,,['funconn']
URAVL,AVEL,,,,,[]
URAVL,AVER,,1.0,,,['cook2019']
URAVL,AVFL,,,,,[]
URAVL,AVFR,,,,,[]
URAVL,AVG,,,0.0248801503330469,,['funconn']
URAVL,AVHL,,,,,[]
URAVL,AVHR,,,,,[]
URAVL,AVJL,,,0.0334664806723594,,['funconn']
URAVL,AVJR,,,,,[]
URAVL,AVKL,,,0.0087974956259131,,['funconn']
URAVL,AVKR,,,,,[]
URAVL,AVL,,,,,[]
URAVL,AVM,,,,,[]
URAVL,AWAL,,,-0.007663941476494,,['funconn']
URAVL,AWAR,,,,,[]
URAVL,AWBL,,,-0.0176853537559509,,['funconn']
URAVL,AWBR,,,,,[]
URAVL,AWCL,,,,,[]
URAVL,AWCR,,,0.0118491249158978,,['funconn']
URAVL,BAGL,,,,,[]
URAVL,BAGR,,,,,[]
URAVL,BDUL,,,,,[]
URAVL,BDUR,,,,,[]
URAVL,CEPDL,,,,,[]
URAVL,CEPDR,,,0.0749602690339088,,['funconn']
URAVL,CEPVL,3.0,1.0,,0.0,['cook2019']
URAVL,CEPVR,,,,,[]
URAVL,DA1,,,,,[]
URAVL,DA2,,,,,[]
URAVL,DA3,,,,,[]
URAVL,DA4,,,,,[]
URAVL,DA5,,,,,[]
URAVL,DA6,,,,,[]
URAVL,DA7,,,,,[]
URAVL,DA8,,,,,[]
URAVL,DA9,,,,,[]
URAVL,DB1,,,,,[]
URAVL,DB2,,,,,[]
URAVL,DB3,,,,,[]
URAVL,DB4,,,,,[]
URAVL,DB5,,,,,[]
URAVL,DB6,,,,,[]
URAVL,DB7,,,,,[]
URAVL,DD1,,,,,[]
URAVL,DD2,,,,,[]
URAVL,DD3,,,,,[]
URAVL,DD4,,,,,[]
URAVL,DD5,,,,,[]
URAVL,DD6,,,,,[]
URAVL,DVA,,,,,[]
URAVL,DVB,,,,,[]
URAVL,DVC,,1.0,,,['cook2019']
URAVL,FLPL,,,-0.0087854079902172,,['funconn']
URAVL,FLPR,,,,,[]
URAVL,HSNL,,,,,[]
URAVL,HSNR,,,,,[]
URAVL,I1L,,,,,[]
URAVL,I1R,,,,,[]
URAVL,I2L,,,0.0112680550664663,,['funconn']
URAVL,I2R,,,0.0044645750895142,,['funconn']
URAVL,I3,,,0.0997611954808235,,['funconn']
URAVL,I4,,,0.0019288035109639,,['funconn']
URAVL,I5,,,,,[]
URAVL,I6,,,,,[]
URAVL,IL1DL,,,,,[]
URAVL,IL1DR,,,,,[]
URAVL,IL1L,,1.6666666666666667,,,"['cook2019', 'white1986_jsh', 'witvliet2020_7']"
URAVL,IL1R,,,,,[]
URAVL,IL1VL,,4.0,,,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
URAVL,IL1VR,,,,,[]
URAVL,IL2DL,,,,,[]
URAVL,IL2DR,,,,,[]
URAVL,IL2L,1.0,1.0,,0.0,"['cook2019', 'witvliet2020_7']"
URAVL,IL2R,,,,,[]
URAVL,IL2VL,3.0,,,,['cook2019']
URAVL,IL2VR,,,,,[]
URAVL,LUAL,,,,,[]
URAVL,LUAR,,,,,[]
URAVL,M1,,,0.0172647070139646,,['funconn']
URAVL,M2L,,,0.0324021093547344,,['funconn']
URAVL,M2R,,,-0.0133128585293889,,['funconn']
URAVL,M3L,,,0.0372485071420669,,['funconn']
URAVL,M3R,,,0.0687765553593635,,['funconn']
URAVL,M4,,,,,[]
URAVL,M5,,,0.0199717637151479,,['funconn']
URAVL,MCL,,,,,[]
URAVL,MCR,,,,,[]
URAVL,MI,,,,,[]
URAVL,NSML,,,0.0421725213527679,,['funconn']
URAVL,NSMR,,,,,[]
URAVL,OLLL,,,-0.012894470244646,,['funconn']
URAVL,OLLR,,,-0.0087492782622575,,['funconn']
URAVL,OLQDL,,,,,[]
URAVL,OLQDR,,,,,[]
URAVL,OLQVL,,,,,[]
URAVL,OLQVR,,,,,[]
URAVL,PDA,,,,,[]
URAVL,PDB,,,,,[]
URAVL,PDEL,,,,,[]
URAVL,PDER,,,,,[]
URAVL,PHAL,,,,,[]
URAVL,PHAR,,,,,[]
URAVL,PHBL,,,,,[]
URAVL,PHBR,,,,,[]
URAVL,PHCL,,,,,[]
URAVL,PHCR,,,,,[]
URAVL,PLML,,,,,[]
URAVL,PLMR,,,,,[]
URAVL,PLNL,,,,,[]
URAVL,PLNR,,,,,[]
URAVL,PQR,,,,,[]
URAVL,PVCL,,,,,[]
URAVL,PVCR,,,,,[]
URAVL,PVDL,,,,,[]
URAVL,PVDR,,,,,[]
URAVL,PVM,,,,,[]
URAVL,PVNL,,,,,[]
URAVL,PVNR,,,,,[]
URAVL,PVPL,,,,,[]
URAVL,PVPR,,,,,[]
URAVL,PVQL,,,,,[]
URAVL,PVQR,,,,,[]
URAVL,PVR,,,,,[]
URAVL,PVT,1.0,,,,['cook2019']
URAVL,PVWL,,,,,[]
URAVL,PVWR,,,,,[]
URAVL,RIAL,,,0.0578406788408756,,['funconn']
URAVL,RIAR,,,-0.0260571464896202,,['funconn']
URAVL,RIBL,,1.0,,,['cook2019']
URAVL,RIBR,,,,,[]
URAVL,RICL,,,,,[]
URAVL,RICR,,,-0.0057726446539163,,['funconn']
URAVL,RID,,,,,[]
URAVL,RIFL,,,,,[]
URAVL,RIFR,,,,,[]
URAVL,RIGL,,,,,[]
URAVL,RIGR,,,0.0857054144144058,,['funconn']
URAVL,RIH,,,,,[]
URAVL,RIML,,,,,[]
URAVL,RIMR,,,0.0028800186701118,,['funconn']
URAVL,RIPL,1.0,4.5,,3.571764269937197,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
URAVL,RIPR,,,,,[]
URAVL,RIR,,,,,[]
URAVL,RIS,,,,,[]
URAVL,RIVL,,,-0.0700725242495536,,['funconn']
URAVL,RIVR,,,0.0033814802300184,,['funconn']
URAVL,RMDDL,,7.0,,,['cook2019']
URAVL,RMDDR,,,-0.0117469038814306,,['funconn']
URAVL,RMDL,,,-0.0084346253424882,,['funconn']
URAVL,RMDR,,,0.0087524950504302,,['funconn']
URAVL,RMDVL,,,0.0182991586625576,,['funconn']
URAVL,RMDVR,,1.0,,,['cook2019']
URAVL,RMED,,,,,[]
URAVL,RMEL,,2.4285714285714284,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
URAVL,RMER,,1.2857142857142858,-0.0140340086072683,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
URAVL,RMEV,,3.4285714285714284,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
URAVL,RMFL,,,,,[]
URAVL,RMFR,,,,,[]
URAVL,RMGL,,,-0.0327863991260528,,['funconn']
URAVL,RMGR,,,,,[]
URAVL,RMHL,,,,,[]
URAVL,RMHR,,,,,[]
URAVL,SAADL,,,,,[]
URAVL,SAADR,,,-0.0557668954133987,,['funconn']
URAVL,SAAVL,,,-0.0281223431229591,,['funconn']
URAVL,SAAVR,,,0.0356016121804714,,['funconn']
URAVL,SABD,,,-0.005644897930324,,['funconn']
URAVL,SABVL,,,,,[]
URAVL,SABVR,,,,,[]
URAVL,SDQL,,,,,[]
URAVL,SDQR,,,,,[]
URAVL,SIADL,,,,,[]
URAVL,SIADR,,,,,[]
URAVL,SIAVL,,,,,[]
URAVL,SIAVR,,,,,[]
URAVL,SIBDL,,,,,[]
URAVL,SIBDR,,,,,[]
URAVL,SIBVL,,,,,[]
URAVL,SIBVR,,,,,[]
URAVL,SMBDL,,,,,[]
URAVL,SMBDR,,,-0.0435035191476345,,['funconn']
URAVL,SMBVL,,,,,[]
URAVL,SMBVR,,,,,[]
URAVL,SMDDL,,,-0.0260996893048286,,['funconn']
URAVL,SMDDR,,,,,[]
URAVL,SMDVL,,,-0.0152809200808405,,['funconn']
URAVL,SMDVR,,,-0.0059162797406315,,['funconn']
URAVL,URADL,,,,,[]
URAVL,URADR,,,0.0783811137080192,,['funconn']
URAVL,URAVR,,,,,[]
URAVL,URBL,,,0.0417020432651042,,['funconn']
URAVL,URBR,,,0.0035329784732311,,['funconn']
URAVL,URXL,,,0.0488082356750965,,['funconn']
URAVL,URXR,,,,,[]
URAVL,URYDL,,,,,[]
URAVL,URYDR,,,,,[]
URAVL,URYVL,,,,,[]
URAVL,URYVR,,,,,[]
URAVL,VA1,,,,,[]
URAVL,VA10,,,,,[]
URAVL,VA11,,,,,[]
URAVL,VA12,,,,,[]
URAVL,VA2,,,,,[]
URAVL,VA3,,,,,[]
URAVL,VA4,,,,,[]
URAVL,VA5,,,,,[]
URAVL,VA6,,,,,[]
URAVL,VA7,,,,,[]
URAVL,VA8,,,,,[]
URAVL,VA9,,,,,[]
URAVL,VB1,,,,,[]
URAVL,VB10,,,,,[]
URAVL,VB11,,,,,[]
URAVL,VB2,,,,,[]
URAVL,VB3,,,,,[]
URAVL,VB4,,,,,[]
URAVL,VB5,,,,,[]
URAVL,VB6,,,,,[]
URAVL,VB7,,,,,[]
URAVL,VB8,,,,,[]
URAVL,VB9,,,,,[]
URAVL,VC1,,,,,[]
URAVL,VC2,,,,,[]
URAVL,VC3,,,,,[]
URAVL,VC4,,,,,[]
URAVL,VC5,,,,,[]
URAVL,VC6,,,,,[]
URAVL,VD1,,,,,[]
URAVL,VD10,,,,,[]
URAVL,VD11,,,,,[]
URAVL,VD12,,,,,[]
URAVL,VD13,,,,,[]
URAVL,VD2,,,,,[]
URAVL,VD3,,,,,[]
URAVL,VD4,,,,,[]
URAVL,VD5,,,,,[]
URAVL,VD6,,,,,[]
URAVL,VD7,,,,,[]
URAVL,VD8,,,,,[]
URAVL,VD9,,,,,[]
URAVR,ADAL,,,-0.0100288446992635,,['funconn']
URAVR,ADAR,,1.0,,,['cook2019']
URAVR,ADEL,,,,,[]
URAVR,ADER,,,0.0724654719233512,,['funconn']
URAVR,ADFL,,,,,[]
URAVR,ADFR,,,,,[]
URAVR,ADLL,,,,,[]
URAVR,ADLR,,,,,[]
URAVR,AFDL,,,0.0423193015158176,,['funconn']
URAVR,AFDR,,,,,[]
URAVR,AIAL,,,,,[]
URAVR,AIAR,,,,,[]
URAVR,AIBL,,,,,[]
URAVR,AIBR,,,,,[]
URAVR,AIML,,,0.0011346242390573,,['funconn']
URAVR,AIMR,,,0.1149931102991104,,['funconn']
URAVR,AINL,,,,,[]
URAVR,AINR,,,-0.0359552986919879,,['funconn']
URAVR,AIYL,,,,,[]
URAVR,AIYR,,,-0.0042957551777362,,['funconn']
URAVR,AIZL,,,0.0577263385057449,,['funconn']
URAVR,AIZR,,,,,[]
URAVR,ALA,,,,,[]
URAVR,ALML,,,,,[]
URAVR,ALMR,,,,,[]
URAVR,ALNL,,,,,[]
URAVR,ALNR,,,,,[]
URAVR,AQR,,,0.0180531069636344,,['funconn']
URAVR,AS1,,,,,[]
URAVR,AS10,,,,,[]
URAVR,AS11,,,,,[]
URAVR,AS2,,,,,[]
URAVR,AS3,,,,,[]
URAVR,AS4,,,,,[]
URAVR,AS5,,,,,[]
URAVR,AS6,,,,,[]
URAVR,AS7,,,,,[]
URAVR,AS8,,,,,[]
URAVR,AS9,,,,,[]
URAVR,ASEL,,,,,[]
URAVR,ASER,,,-0.0209612175822258,,['funconn']
URAVR,ASGL,,,,,[]
URAVR,ASGR,,,,,[]
URAVR,ASHL,,,0.0040658172219991,,['funconn']
URAVR,ASHR,,,,,[]
URAVR,ASIL,,,-0.0357821583747863,,['funconn']
URAVR,ASIR,,,-0.0060410872101783,,['funconn']
URAVR,ASJL,,,,,[]
URAVR,ASJR,,,,,[]
URAVR,ASKL,,,,,[]
URAVR,ASKR,,,,,[]
URAVR,AUAL,,,-0.0089642638340592,,['funconn']
URAVR,AUAR,,,0.0332013368606567,,['funconn']
URAVR,AVAL,,,,,[]
URAVR,AVAR,,,,,[]
URAVR,AVBL,,,0.0033620630856603,,['funconn']
URAVR,AVBR,,,-0.0549473725259304,,['funconn']
URAVR,AVDL,,,,,[]
URAVR,AVDR,,,0.0850678533315658,,['funconn']
URAVR,AVEL,,,0.0060449335724115,,['funconn']
URAVR,AVER,,,,,[]
URAVR,AVFL,,,,,[]
URAVR,AVFR,,,,,[]
URAVR,AVG,,,0.1085430234670639,,['funconn']
URAVR,AVHL,,,,,[]
URAVR,AVHR,,,-0.0169554892927408,,['funconn']
URAVR,AVJL,,,,,[]
URAVR,AVJR,,,0.0321874246001243,,['funconn']
URAVR,AVKL,,,,,[]
URAVR,AVKR,,,-0.0016492485301569,,['funconn']
URAVR,AVL,,,,,[]
URAVR,AVM,,,,,[]
URAVR,AWAL,,,0.001304316567257,,['funconn']
URAVR,AWAR,,,0.0744588971138,,['funconn']
URAVR,AWBL,,,0.0516114309430122,,['funconn']
URAVR,AWBR,,,-0.0034971490968018,,['funconn']
URAVR,AWCL,,,,,[]
URAVR,AWCR,,,,,[]
URAVR,BAGL,,,,,[]
URAVR,BAGR,,,,,[]
URAVR,BDUL,,,,,[]
URAVR,BDUR,,,,,[]
URAVR,CEPDL,,,,,[]
URAVR,CEPDR,,,,,[]
URAVR,CEPVL,,,,,[]
URAVR,CEPVR,,,0.0104632573202252,,['funconn']
URAVR,DA1,,,,,[]
URAVR,DA2,,,,,[]
URAVR,DA3,,,,,[]
URAVR,DA4,,,,,[]
URAVR,DA5,,,,,[]
URAVR,DA6,,,,,[]
URAVR,DA7,,,,,[]
URAVR,DA8,,,,,[]
URAVR,DA9,,,,,[]
URAVR,DB1,,,,,[]
URAVR,DB2,,,,,[]
URAVR,DB3,,,,,[]
URAVR,DB4,,,,,[]
URAVR,DB5,,,,,[]
URAVR,DB6,,,,,[]
URAVR,DB7,,,,,[]
