Source,Target,Type,SynapseCount,SourceFile
PVCL , VB04          ,chemical,3,herm_full_edgelist_MODIFIED.csv
PVCL , VB06          ,chemical,2,herm_full_edgelist_MODIFIED.csv
PVCL , VB11          ,chemical,1,herm_full_edgelist_MODIFIED.csv
PVCR , FLPL          ,chemical,2,herm_full_edgelist_MODIFIED.csv
PVCR , PVDL          ,chemical,2,herm_full_edgelist_MODIFIED.csv
PVCR , PVDR          ,chemical,1,herm_full_edgelist_MODIFIED.csv
PVCR , AQR           ,chemical,2,herm_full_edgelist_MODIFIED.csv
PVCR , PDER          ,chemical,1,herm_full_edgelist_MODIFIED.csv
PVCR , AVHL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
PVCR , AVL           ,chemical,1,herm_full_edgelist_MODIFIED.csv
PVCR , DVA           ,chemical,3,herm_full_edgelist_MODIFIED.csv
PVCR , PVPR          ,chemical,1,herm_full_edgelist_MODIFIED.csv
PVCR , PVR           ,chemical,1,herm_full_edgelist_MODIFIED.csv
PVCR , PVWR          ,chemical,1,herm_full_edgelist_MODIFIED.csv
PVCR , RID           ,chemical,19,herm_full_edgelist_MODIFIED.csv
PVCR , PVCL          ,chemical,4,herm_full_edgelist_MODIFIED.csv
PVCR , AVAL          ,chemical,10,herm_full_edgelist_MODIFIED.csv
PVCR , AVAR          ,chemical,5,herm_full_edgelist_MODIFIED.csv
PVCR , AVBL          ,chemical,21,herm_full_edgelist_MODIFIED.csv
PVCR , AVBR          ,chemical,14,herm_full_edgelist_MODIFIED.csv
PVCR , AVDL          ,chemical,16,herm_full_edgelist_MODIFIED.csv
PVCR , AVDR          ,chemical,6,herm_full_edgelist_MODIFIED.csv
PVCR , AVEL          ,chemical,6,herm_full_edgelist_MODIFIED.csv
PVCR , AVER          ,chemical,6,herm_full_edgelist_MODIFIED.csv
PVCR , LUAR          ,chemical,1,herm_full_edgelist_MODIFIED.csv
PVCR , SIBVR         ,chemical,10,herm_full_edgelist_MODIFIED.csv
PVCR , DA02          ,chemical,1,herm_full_edgelist_MODIFIED.csv
PVCR , DA04          ,chemical,1,herm_full_edgelist_MODIFIED.csv
PVCR , DA05          ,chemical,2,herm_full_edgelist_MODIFIED.csv
PVCR , DA07          ,chemical,1,herm_full_edgelist_MODIFIED.csv
PVCR , DB02          ,chemical,4,herm_full_edgelist_MODIFIED.csv
PVCR , DB03          ,chemical,6,herm_full_edgelist_MODIFIED.csv
PVCR , DB04          ,chemical,6,herm_full_edgelist_MODIFIED.csv
PVCR , VB03          ,chemical,1,herm_full_edgelist_MODIFIED.csv
PVCR , VB04          ,chemical,1,herm_full_edgelist_MODIFIED.csv
PVCR , VB06          ,chemical,4,herm_full_edgelist_MODIFIED.csv
PVCR , VB11          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVAL , RIAL          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVAL , PVNL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVAL , PVCL          ,chemical,21,herm_full_edgelist_MODIFIED.csv
AVAL , PVCR          ,chemical,16,herm_full_edgelist_MODIFIED.csv
AVAL , AVAR          ,chemical,12,herm_full_edgelist_MODIFIED.csv
AVAL , AVBL          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVAL , AVDL          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVAL , AVDR          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVAL , AVEL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVAL , AVER          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVAL , LUAL          ,chemical,6,herm_full_edgelist_MODIFIED.csv
AVAL , LUAR          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVAL , SABVL         ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVAL , DA01          ,chemical,6,herm_full_edgelist_MODIFIED.csv
AVAL , DA02          ,chemical,10,herm_full_edgelist_MODIFIED.csv
AVAL , DA03          ,chemical,12,herm_full_edgelist_MODIFIED.csv
AVAL , DA04          ,chemical,12,herm_full_edgelist_MODIFIED.csv
AVAL , DA05          ,chemical,14,herm_full_edgelist_MODIFIED.csv
AVAL , DA07          ,chemical,4,herm_full_edgelist_MODIFIED.csv
AVAL , DA08          ,chemical,5,herm_full_edgelist_MODIFIED.csv
AVAL , DA09          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVAL , DB07          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVAL , AS02          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVAL , AS04          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVAL , AS05          ,chemical,6,herm_full_edgelist_MODIFIED.csv
AVAL , AS07          ,chemical,6,herm_full_edgelist_MODIFIED.csv
AVAL , AS08          ,chemical,6,herm_full_edgelist_MODIFIED.csv
AVAL , AS09          ,chemical,11,herm_full_edgelist_MODIFIED.csv
AVAL , AS10          ,chemical,5,herm_full_edgelist_MODIFIED.csv
AVAL , AS11          ,chemical,8,herm_full_edgelist_MODIFIED.csv
AVAL , VA01          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVAL , VA02          ,chemical,8,herm_full_edgelist_MODIFIED.csv
AVAL , VA03          ,chemical,6,herm_full_edgelist_MODIFIED.csv
AVAL , VA04          ,chemical,7,herm_full_edgelist_MODIFIED.csv
AVAL , VA05          ,chemical,7,herm_full_edgelist_MODIFIED.csv
AVAL , VA06          ,chemical,8,herm_full_edgelist_MODIFIED.csv
AVAL , VA07          ,chemical,7,herm_full_edgelist_MODIFIED.csv
AVAL , VA08          ,chemical,7,herm_full_edgelist_MODIFIED.csv
AVAL , VA09          ,chemical,7,herm_full_edgelist_MODIFIED.csv
AVAL , VA10          ,chemical,9,herm_full_edgelist_MODIFIED.csv
AVAL , VA11          ,chemical,6,herm_full_edgelist_MODIFIED.csv
AVAL , VA12          ,chemical,5,herm_full_edgelist_MODIFIED.csv
AVAR , RIGL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVAR , PVCL          ,chemical,20,herm_full_edgelist_MODIFIED.csv
AVAR , PVCR          ,chemical,20,herm_full_edgelist_MODIFIED.csv
AVAR , AVAL          ,chemical,7,herm_full_edgelist_MODIFIED.csv
AVAR , AVBL          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVAR , AVBR          ,chemical,4,herm_full_edgelist_MODIFIED.csv
AVAR , AVDL          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVAR , AVDR          ,chemical,6,herm_full_edgelist_MODIFIED.csv
AVAR , AVER          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVAR , LUAL          ,chemical,4,herm_full_edgelist_MODIFIED.csv
AVAR , LUAR          ,chemical,16,herm_full_edgelist_MODIFIED.csv
AVAR , SAAVR         ,chemical,6,herm_full_edgelist_MODIFIED.csv
AVAR , SABVR         ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVAR , SMDVR         ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVAR , DA01          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVAR , DA02          ,chemical,9,herm_full_edgelist_MODIFIED.csv
AVAR , DA03          ,chemical,8,herm_full_edgelist_MODIFIED.csv
AVAR , DA04          ,chemical,9,herm_full_edgelist_MODIFIED.csv
AVAR , DA05          ,chemical,9,herm_full_edgelist_MODIFIED.csv
AVAR , DA06          ,chemical,4,herm_full_edgelist_MODIFIED.csv
AVAR , DA07          ,chemical,6,herm_full_edgelist_MODIFIED.csv
AVAR , DA08          ,chemical,20,herm_full_edgelist_MODIFIED.csv
AVAR , DA09          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVAR , DB02          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVAR , DB03          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVAR , AS01          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVAR , AS02          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVAR , AS04          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVAR , AS05          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVAR , AS06          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVAR , AS07          ,chemical,6,herm_full_edgelist_MODIFIED.csv
AVAR , AS08          ,chemical,10,herm_full_edgelist_MODIFIED.csv
AVAR , AS09          ,chemical,10,herm_full_edgelist_MODIFIED.csv
AVAR , AS11          ,chemical,10,herm_full_edgelist_MODIFIED.csv
AVAR , VA02          ,chemical,5,herm_full_edgelist_MODIFIED.csv
AVAR , VA03          ,chemical,6,herm_full_edgelist_MODIFIED.csv
AVAR , VA04          ,chemical,6,herm_full_edgelist_MODIFIED.csv
AVAR , VA05          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVAR , VA06          ,chemical,9,herm_full_edgelist_MODIFIED.csv
AVAR , VA07          ,chemical,7,herm_full_edgelist_MODIFIED.csv
AVAR , VA08          ,chemical,7,herm_full_edgelist_MODIFIED.csv
AVAR , VA09          ,chemical,7,herm_full_edgelist_MODIFIED.csv
AVAR , VA10          ,chemical,4,herm_full_edgelist_MODIFIED.csv
AVAR , VA11          ,chemical,13,herm_full_edgelist_MODIFIED.csv
AVAR , hyp           ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVBL , SDQL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVBL , AVJR          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVBL , AVL           ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVBL , DVA           ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVBL , PVNR          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVBL , PVPR          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVBL , PVCR          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVBL , AVAL          ,chemical,9,herm_full_edgelist_MODIFIED.csv
AVBL , AVAR          ,chemical,14,herm_full_edgelist_MODIFIED.csv
AVBL , AVBR          ,chemical,6,herm_full_edgelist_MODIFIED.csv
AVBL , AVDR          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVBL , AVER          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVBL , DA05          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVBL , DA07          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVBL , AS04          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVBL , AS05          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVBL , AS10          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVBL , VA02          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVBL , VA10          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVBL , VB02          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVBL , hyp           ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVBL , VC03          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVBR , AIBR          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVBR , AVJL          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVBR , AVAL          ,chemical,10,herm_full_edgelist_MODIFIED.csv
AVBR , AVAR          ,chemical,14,herm_full_edgelist_MODIFIED.csv
AVBR , AVBL          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVBR , AVDL          ,chemical,4,herm_full_edgelist_MODIFIED.csv
AVBR , AVER          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVBR , DA03          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVBR , DA04          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVBR , DA07          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVBR , DB04          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVBR , AS01          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVBR , AS03          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVBR , AS04          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVBR , AS10          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVBR , VA03          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVBR , VA04          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVBR , VD03          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVBR , vBWML16       ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVBR , HSNR          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVDL , AVJL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVDL , DVC           ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVDL , PVCL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVDL , AVAL          ,chemical,37,herm_full_edgelist_MODIFIED.csv
AVDL , AVAR          ,chemical,37,herm_full_edgelist_MODIFIED.csv
AVDL , AVDR          ,chemical,5,herm_full_edgelist_MODIFIED.csv
AVDL , AVEL          ,chemical,5,herm_full_edgelist_MODIFIED.csv
AVDL , LUAL          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVDL , SABD          ,chemical,5,herm_full_edgelist_MODIFIED.csv
AVDL , SABVL         ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVDL , SABVR         ,chemical,5,herm_full_edgelist_MODIFIED.csv
AVDL , DA01          ,chemical,4,herm_full_edgelist_MODIFIED.csv
AVDL , DA02          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVDL , DA03          ,chemical,9,herm_full_edgelist_MODIFIED.csv
AVDL , DA04          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVDL , DA05          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVDL , DA08          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVDL , AS04          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVDL , AS10          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVDL , AS11          ,chemical,4,herm_full_edgelist_MODIFIED.csv
AVDL , VA03          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVDL , VA05          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVDL , VA10          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVDL , VA12          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVDR , PQR           ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVDR , ALA           ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVDR , AVJR          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVDR , DVC           ,chemical,4,herm_full_edgelist_MODIFIED.csv
AVDR , PVCR          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVDR , AVAL          ,chemical,41,herm_full_edgelist_MODIFIED.csv
AVDR , AVAR          ,chemical,52,herm_full_edgelist_MODIFIED.csv
AVDR , AVBL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVDR , AVDL          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVDR , AVER          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVDR , LUAL          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVDR , SABD          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVDR , SABVL         ,chemical,5,herm_full_edgelist_MODIFIED.csv
AVDR , SABVR         ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVDR , DA01          ,chemical,5,herm_full_edgelist_MODIFIED.csv
AVDR , DA02          ,chemical,5,herm_full_edgelist_MODIFIED.csv
AVDR , DA03          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVDR , DA04          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVDR , DA05          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVDR , DA08          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVDR , DB01          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVDR , DB04          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVDR , AS10          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVDR , AS11          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVDR , VA02          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVDR , VA03          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVDR , VA05          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVDR , VA11          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVDR , hyp           ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVEL , ALML          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVEL , RMGL          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVEL , PVT           ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVEL , PVCL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVEL , PVCR          ,chemical,2,herm_full_edgelist_MODIFIED.csv
AVEL , AVAL          ,chemical,17,herm_full_edgelist_MODIFIED.csv
AVEL , AVAR          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVEL , AVDL          ,chemical,5,herm_full_edgelist_MODIFIED.csv
AVEL , SABD          ,chemical,18,herm_full_edgelist_MODIFIED.csv
AVEL , SABVL         ,chemical,16,herm_full_edgelist_MODIFIED.csv
AVEL , SABVR         ,chemical,12,herm_full_edgelist_MODIFIED.csv
AVEL , DA01          ,chemical,11,herm_full_edgelist_MODIFIED.csv
AVEL , DA02          ,chemical,5,herm_full_edgelist_MODIFIED.csv
AVEL , DA03          ,chemical,6,herm_full_edgelist_MODIFIED.csv
AVEL , DB03          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVEL , AS01          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVEL , VA01          ,chemical,12,herm_full_edgelist_MODIFIED.csv
AVEL , VA03          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVEL , VD02          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVEL , VD03          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVER , OLLL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVER , CEPDL         ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVER , URXR          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVER , AIZR          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVER , RMGR          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVER , AVAL          ,chemical,14,herm_full_edgelist_MODIFIED.csv
AVER , AVAR          ,chemical,33,herm_full_edgelist_MODIFIED.csv
AVER , AVDL          ,chemical,4,herm_full_edgelist_MODIFIED.csv
AVER , AVDR          ,chemical,4,herm_full_edgelist_MODIFIED.csv
AVER , AVEL          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVER , RIMR          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVER , SABD          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVER , SABVL         ,chemical,12,herm_full_edgelist_MODIFIED.csv
AVER , SABVR         ,chemical,11,herm_full_edgelist_MODIFIED.csv
AVER , DA01          ,chemical,11,herm_full_edgelist_MODIFIED.csv
AVER , DA02          ,chemical,7,herm_full_edgelist_MODIFIED.csv
AVER , DA03          ,chemical,3,herm_full_edgelist_MODIFIED.csv
AVER , DB03          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVER , AS01          ,chemical,6,herm_full_edgelist_MODIFIED.csv
AVER , AS02          ,chemical,4,herm_full_edgelist_MODIFIED.csv
AVER , AS03          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVER , VA01          ,chemical,5,herm_full_edgelist_MODIFIED.csv
AVER , VA02          ,chemical,4,herm_full_edgelist_MODIFIED.csv
AVER , VA03          ,chemical,1,herm_full_edgelist_MODIFIED.csv
AVER , VA04          ,chemical,2,herm_full_edgelist_MODIFIED.csv
LUAL , PHBL          ,chemical,2,herm_full_edgelist_MODIFIED.csv
LUAL , AVJL          ,chemical,4,herm_full_edgelist_MODIFIED.csv
LUAL , AVJR          ,chemical,1,herm_full_edgelist_MODIFIED.csv
LUAL , PVNL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
LUAL , PVWL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
LUAL , AVAL          ,chemical,27,herm_full_edgelist_MODIFIED.csv
LUAL , AVAR          ,chemical,23,herm_full_edgelist_MODIFIED.csv
LUAL , AVDL          ,chemical,27,herm_full_edgelist_MODIFIED.csv
LUAL , AVDR          ,chemical,6,herm_full_edgelist_MODIFIED.csv
LUAR , PQR           ,chemical,7,herm_full_edgelist_MODIFIED.csv
LUAR , AVJR          ,chemical,4,herm_full_edgelist_MODIFIED.csv
LUAR , PVNL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
LUAR , PVR           ,chemical,2,herm_full_edgelist_MODIFIED.csv
LUAR , PVWL          ,chemical,3,herm_full_edgelist_MODIFIED.csv
LUAR , PVWR          ,chemical,2,herm_full_edgelist_MODIFIED.csv
LUAR , PVCR          ,chemical,9,herm_full_edgelist_MODIFIED.csv
LUAR , AVAL          ,chemical,13,herm_full_edgelist_MODIFIED.csv
LUAR , AVAR          ,chemical,31,herm_full_edgelist_MODIFIED.csv
LUAR , AVDL          ,chemical,5,herm_full_edgelist_MODIFIED.csv
LUAR , AVDR          ,chemical,14,herm_full_edgelist_MODIFIED.csv
LUAR , PDB           ,chemical,2,herm_full_edgelist_MODIFIED.csv
LUAR , hyp           ,chemical,1,herm_full_edgelist_MODIFIED.csv
RIML , AIBL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
RIML , AIBR          ,chemical,22,herm_full_edgelist_MODIFIED.csv
RIML , RIAL          ,chemical,3,herm_full_edgelist_MODIFIED.csv
RIML , RIBL          ,chemical,9,herm_full_edgelist_MODIFIED.csv
RIML , RICR          ,chemical,1,herm_full_edgelist_MODIFIED.csv
RIML , RMFL          ,chemical,2,herm_full_edgelist_MODIFIED.csv
RIML , RMFR          ,chemical,2,herm_full_edgelist_MODIFIED.csv
RIML , AVKR          ,chemical,1,herm_full_edgelist_MODIFIED.csv
RIML , AVAL          ,chemical,5,herm_full_edgelist_MODIFIED.csv
RIML , AVAR          ,chemical,2,herm_full_edgelist_MODIFIED.csv
RIML , AVBL          ,chemical,9,herm_full_edgelist_MODIFIED.csv
RIML , AVBR          ,chemical,11,herm_full_edgelist_MODIFIED.csv
RIML , AVER          ,chemical,5,herm_full_edgelist_MODIFIED.csv
RIML , RIML          ,chemical,11,herm_full_edgelist_MODIFIED.csv
RIML , RIMR          ,chemical,2,herm_full_edgelist_MODIFIED.csv
RIML , RMDL          ,chemical,9,herm_full_edgelist_MODIFIED.csv
RIML , RMDR          ,chemical,21,herm_full_edgelist_MODIFIED.csv
RIML , SAADL         ,chemical,1,herm_full_edgelist_MODIFIED.csv
RIML , SAADR         ,chemical,4,herm_full_edgelist_MODIFIED.csv
RIML , SAAVL         ,chemical,10,herm_full_edgelist_MODIFIED.csv
RIML , SAAVR         ,chemical,10,herm_full_edgelist_MODIFIED.csv
RIML , SMDDL         ,chemical,11,herm_full_edgelist_MODIFIED.csv
RIML , SMDDR         ,chemical,14,herm_full_edgelist_MODIFIED.csv
RIML , SMDVL         ,chemical,11,herm_full_edgelist_MODIFIED.csv
RIML , VB01          ,chemical,8,herm_full_edgelist_MODIFIED.csv
RIML , dBWMR5        ,chemical,6,herm_full_edgelist_MODIFIED.csv
RIML , vBWMR4        ,chemical,2,herm_full_edgelist_MODIFIED.csv
RIMR , AIBL          ,chemical,15,herm_full_edgelist_MODIFIED.csv
RIMR , ADAR          ,chemical,9,herm_full_edgelist_MODIFIED.csv
RIMR , RIBR          ,chemical,4,herm_full_edgelist_MODIFIED.csv
RIMR , RMFL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
RIMR , RMFR          ,chemical,7,herm_full_edgelist_MODIFIED.csv
RIMR , RIS           ,chemical,2,herm_full_edgelist_MODIFIED.csv
RIMR , AVJL          ,chemical,4,herm_full_edgelist_MODIFIED.csv
RIMR , AVKL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
RIMR , AVAL          ,chemical,9,herm_full_edgelist_MODIFIED.csv
RIMR , AVBL          ,chemical,9,herm_full_edgelist_MODIFIED.csv
RIMR , AVBR          ,chemical,12,herm_full_edgelist_MODIFIED.csv
RIMR , RIML          ,chemical,4,herm_full_edgelist_MODIFIED.csv
RIMR , RMDL          ,chemical,15,herm_full_edgelist_MODIFIED.csv
RIMR , RMDR          ,chemical,12,herm_full_edgelist_MODIFIED.csv
RIMR , SAAVL         ,chemical,11,herm_full_edgelist_MODIFIED.csv
RIMR , SAAVR         ,chemical,8,herm_full_edgelist_MODIFIED.csv
RIMR , SMDDL         ,chemical,9,herm_full_edgelist_MODIFIED.csv
RIMR , SMDDR         ,chemical,14,herm_full_edgelist_MODIFIED.csv
RIMR , SMDVL         ,chemical,2,herm_full_edgelist_MODIFIED.csv
RIMR , SMDVR         ,chemical,3,herm_full_edgelist_MODIFIED.csv
RIMR , VB01          ,chemical,2,herm_full_edgelist_MODIFIED.csv
RIMR , dBWML5        ,chemical,15,herm_full_edgelist_MODIFIED.csv
RIMR , vBWML4        ,chemical,5,herm_full_edgelist_MODIFIED.csv
RMDDL , IL1DR         ,chemical,2,herm_full_edgelist_MODIFIED.csv
RMDDL , IL1R          ,chemical,9,herm_full_edgelist_MODIFIED.csv
RMDDL , CEPVL         ,chemical,2,herm_full_edgelist_MODIFIED.csv
RMDDL , RIAL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
RMDDL , AVER          ,chemical,1,herm_full_edgelist_MODIFIED.csv
RMDDL , RMDVL         ,chemical,1,herm_full_edgelist_MODIFIED.csv
RMDDL , RMDVR         ,chemical,22,herm_full_edgelist_MODIFIED.csv
RMDDL , RMEV          ,chemical,2,herm_full_edgelist_MODIFIED.csv
RMDDL , RMHL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
RMDDL , dBWMR1        ,chemical,8,herm_full_edgelist_MODIFIED.csv
RMDDL , dBWMR2        ,chemical,4,herm_full_edgelist_MODIFIED.csv
RMDDL , dBWMR3        ,chemical,8,herm_full_edgelist_MODIFIED.csv
RMDDL , dBWMR4        ,chemical,12,herm_full_edgelist_MODIFIED.csv
RMDDL , dBWMR5        ,chemical,13,herm_full_edgelist_MODIFIED.csv
RMDDL , dBWMR6        ,chemical,2,herm_full_edgelist_MODIFIED.csv
RMDDL , vBWML1        ,chemical,1,herm_full_edgelist_MODIFIED.csv
RMDDR , RMDDL         ,chemical,1,herm_full_edgelist_MODIFIED.csv
RMDDR , RMDVL         ,chemical,26,herm_full_edgelist_MODIFIED.csv
RMDDR , RMDVR         ,chemical,3,herm_full_edgelist_MODIFIED.csv
RMDDR , dBWML1        ,chemical,2,herm_full_edgelist_MODIFIED.csv
RMDDR , dBWML2        ,chemical,12,herm_full_edgelist_MODIFIED.csv
RMDDR , dBWML3        ,chemical,1,herm_full_edgelist_MODIFIED.csv
RMDDR , dBWML4        ,chemical,17,herm_full_edgelist_MODIFIED.csv
RMDDR , dBWML6        ,chemical,3,herm_full_edgelist_MODIFIED.csv
RMDDR , dBWMR1        ,chemical,3,herm_full_edgelist_MODIFIED.csv
RMDDR , dBWMR2        ,chemical,7,herm_full_edgelist_MODIFIED.csv
RMDDR , dBWMR6        ,chemical,3,herm_full_edgelist_MODIFIED.csv
RMDDR , dBWMR7        ,chemical,3,herm_full_edgelist_MODIFIED.csv
RMDDR , vBWML1        ,chemical,2,herm_full_edgelist_MODIFIED.csv
RMDL , IL1L          ,chemical,1,herm_full_edgelist_MODIFIED.csv
RMDL , IL1R          ,chemical,1,herm_full_edgelist_MODIFIED.csv
RMDL , OLLL          ,chemical,1,herm_full_edgelist_MODIFIED.csv
RMDL , OLLR          ,chemical,3,herm_full_edgelist_MODIFIED.csv
RMDL , CEPVL         ,chemical,1,herm_full_edgelist_MODIFIED.csv
RMDL , URXR          ,chemical,1,herm_full_edgelist_MODIFIED.csv
