from_neuron,to_neuron,from_pos,to_pos,from_type,to_type,mean_gap_weight,mean_chem_weight,uncertainty,data_sources
I3,I1R,"(13.57, 18.92, -0.96)","(6.0, 0.0, -2.71)",pharyngeal,pharyngeal,1.0,1.0,0.0,"['cook2019', 'funconn', 'white1986_whole']"
I3,I5,"(13.57, 18.92, -0.96)","(-2.79, 72.18, -2.56)",pharyngeal,pharyngeal,,2.0,,['cook2019']
I3,I6,"(13.57, 18.92, -0.96)","(10.21, 75.59, 4.19)",pharyngeal,pharyngeal,,1.0,,"['cook2019', 'funconn']"
I3,M1,"(13.57, 18.92, -0.96)","(13.67, 75.48, -6.4)",pharyngeal,pharyngeal,1.0,2.0,0.0,"['cook2019', 'openworm', 'white1986_whole']"
I3,M2L,"(13.57, 18.92, -0.96)","(2.97, 69.41, 3.49)",pharyngeal,pharyngeal,1.0,1.3333333333333333,0.4242640687119285,"['cook2019', 'openworm', 'white1986_whole']"
I3,M2R,"(13.57, 18.92, -0.96)","(4.17, 69.57, -5.89)",pharyngeal,pharyngeal,1.0,1.0,0.0,"['cook2019', 'funconn', 'openworm', 'white1986_whole']"
I3,M3L,"(13.57, 18.92, -0.96)","(5.63, 22.36, 4.81)",pharyngeal,pharyngeal,,1.5,,"['cook2019', 'white1986_whole']"
I3,M3R,"(13.57, 18.92, -0.96)","(5.14, 22.75, -2.91)",pharyngeal,pharyngeal,,1.5,,"['cook2019', 'white1986_whole']"
I3,M4,"(13.57, 18.92, -0.96)","(12.29, 23.55, -0.69)",pharyngeal,pharyngeal,,2.0,,['cook2019']
I3,MCL,"(13.57, 18.92, -0.96)","(5.92, 14.37, 4.27)",pharyngeal,pharyngeal,,1.0,,"['cook2019', 'white1986_whole']"
I3,MCR,"(13.57, 18.92, -0.96)","(5.25, 14.19, -3.51)",pharyngeal,pharyngeal,,1.5,,"['cook2019', 'funconn', 'white1986_whole']"
I3,MI,"(13.57, 18.92, -0.96)","(14.61, 16.72, -1.03)",pharyngeal,pharyngeal,1.0,1.0,0.0,"['cook2019', 'white1986_whole']"
I3,NSML,"(13.57, 18.92, -0.96)","(4.53, 15.78, 7.54)",pharyngeal,pharyngeal,,1.0,,['white1986_whole']
I3,NSMR,"(13.57, 18.92, -0.96)","(4.1, 16.66, -5.46)",pharyngeal,pharyngeal,,1.5,,"['cook2019', 'white1986_whole']"
I4,I2L,"(10.84, 71.62, -0.58)","(4.85, 13.08, 7.23)",pharyngeal,pharyngeal,1.0,5.0,0.0,"['cook2019', 'openworm']"
I4,I2R,"(10.84, 71.62, -0.58)","(3.39, 13.82, -6.0)",pharyngeal,pharyngeal,,6.0,,"['cook2019', 'openworm']"
I4,I5,"(10.84, 71.62, -0.58)","(-2.79, 72.18, -2.56)",pharyngeal,pharyngeal,,2.0,,"['cook2019', 'openworm']"
I4,M1,"(10.84, 71.62, -0.58)","(13.67, 75.48, -6.4)",pharyngeal,pharyngeal,1.0,1.5,0.45,"['openworm', 'white1986_whole']"
I4,M2L,"(10.84, 71.62, -0.58)","(2.97, 69.41, 3.49)",pharyngeal,pharyngeal,,5.0,,['cook2019']
I4,M2R,"(10.84, 71.62, -0.58)","(4.17, 69.57, -5.89)",pharyngeal,pharyngeal,2.0,,,['cook2019']
I4,M3L,"(10.84, 71.62, -0.58)","(5.63, 22.36, 4.81)",pharyngeal,pharyngeal,,4.5,,"['cook2019', 'white1986_whole']"
I4,M3R,"(10.84, 71.62, -0.58)","(5.14, 22.75, -2.91)",pharyngeal,pharyngeal,,12.5,,"['cook2019', 'white1986_whole']"
I4,M4,"(10.84, 71.62, -0.58)","(12.29, 23.55, -0.69)",pharyngeal,pharyngeal,1.0,,,['cook2019']
I4,MI,"(10.84, 71.62, -0.58)","(14.61, 16.72, -1.03)",pharyngeal,pharyngeal,1.0,1.0,0.0,"['cook2019', 'white1986_whole']"
I4,NSML,"(10.84, 71.62, -0.58)","(4.53, 15.78, 7.54)",pharyngeal,pharyngeal,,5.0,,"['cook2019', 'white1986_whole']"
I4,NSMR,"(10.84, 71.62, -0.58)","(4.1, 16.66, -5.46)",pharyngeal,pharyngeal,,8.5,,"['cook2019', 'white1986_whole']"
I5,I1L,"(-2.79, 72.18, -2.56)","(7.43, 0.71, 4.12)",pharyngeal,pharyngeal,1.0,2.5,0.45,"['cook2019', 'openworm', 'white1986_whole']"
I5,I1R,"(-2.79, 72.18, -2.56)","(6.0, 0.0, -2.71)",pharyngeal,pharyngeal,1.0,2.0,0.0,"['openworm', 'white1986_whole']"
I5,I2L,"(-2.79, 72.18, -2.56)","(4.85, 13.08, 7.23)",pharyngeal,pharyngeal,,3.0,,['cook2019']
I5,I2R,"(-2.79, 72.18, -2.56)","(3.39, 13.82, -6.0)",pharyngeal,pharyngeal,,1.0,,['cook2019']
I5,I3,"(-2.79, 72.18, -2.56)","(13.57, 18.92, -0.96)",pharyngeal,pharyngeal,,1.0,,['cook2019']
I5,I4,"(-2.79, 72.18, -2.56)","(10.84, 71.62, -0.58)",pharyngeal,pharyngeal,,4.5,,"['cook2019', 'white1986_whole']"
I5,M1,"(-2.79, 72.18, -2.56)","(13.67, 75.48, -6.4)",pharyngeal,pharyngeal,,1.6666666666666667,,"['cook2019', 'openworm', 'white1986_whole']"
I5,M2L,"(-2.79, 72.18, -2.56)","(2.97, 69.41, 3.49)",pharyngeal,pharyngeal,1.0,4.0,0.0,['cook2019']
I5,M2R,"(-2.79, 72.18, -2.56)","(4.17, 69.57, -5.89)",pharyngeal,pharyngeal,1.0,,,['cook2019']
I5,M3L,"(-2.79, 72.18, -2.56)","(5.63, 22.36, 4.81)",pharyngeal,pharyngeal,,3.0,,"['cook2019', 'white1986_whole']"
I5,M3R,"(-2.79, 72.18, -2.56)","(5.14, 22.75, -2.91)",pharyngeal,pharyngeal,,2.0,,"['cook2019', 'white1986_whole']"
I5,M4,"(-2.79, 72.18, -2.56)","(12.29, 23.55, -0.69)",pharyngeal,pharyngeal,,14.0,,"['cook2019', 'white1986_whole']"
I5,M5,"(-2.79, 72.18, -2.56)","(9.68, 86.79, 7.12)",pharyngeal,pharyngeal,1.5,1.3333333333333333,0.4742640687119285,"['cook2019', 'openworm', 'white1986_whole']"
I5,MI,"(-2.79, 72.18, -2.56)","(14.61, 16.72, -1.03)",pharyngeal,pharyngeal,2.0,3.0,0.9,"['cook2019', 'openworm', 'white1986_whole']"
I5,NSML,"(-2.79, 72.18, -2.56)","(4.53, 15.78, 7.54)",pharyngeal,pharyngeal,,1.5,,"['cook2019', 'white1986_whole']"
I5,NSMR,"(-2.79, 72.18, -2.56)","(4.1, 16.66, -5.46)",pharyngeal,pharyngeal,,3.5,,"['cook2019', 'white1986_whole']"
I6,I1R,"(10.21, 75.59, 4.19)","(6.0, 0.0, -2.71)",pharyngeal,pharyngeal,,1.0,,"['cook2019', 'funconn']"
I6,I2L,"(10.21, 75.59, 4.19)","(4.85, 13.08, 7.23)",pharyngeal,pharyngeal,,1.5,,"['cook2019', 'openworm']"
I6,I2R,"(10.21, 75.59, 4.19)","(3.39, 13.82, -6.0)",pharyngeal,pharyngeal,,3.0,,"['cook2019', 'openworm']"
I6,I3,"(10.21, 75.59, 4.19)","(13.57, 18.92, -0.96)",pharyngeal,pharyngeal,,6.5,,"['cook2019', 'openworm']"
I6,M3L,"(10.21, 75.59, 4.19)","(5.63, 22.36, 4.81)",pharyngeal,pharyngeal,,10.0,,['cook2019']
I6,M4,"(10.21, 75.59, 4.19)","(12.29, 23.55, -0.69)",pharyngeal,pharyngeal,3.0,8.0,6.5,"['cook2019', 'openworm', 'white1986_whole']"
I6,M5,"(10.21, 75.59, 4.19)","(9.68, 86.79, 7.12)",pharyngeal,pharyngeal,1.75,,,"['openworm', 'white1986_whole']"
I6,NSML,"(10.21, 75.59, 4.19)","(4.53, 15.78, 7.54)",pharyngeal,pharyngeal,,9.0,,"['cook2019', 'funconn', 'openworm', 'white1986_whole']"
I6,NSMR,"(10.21, 75.59, 4.19)","(4.1, 16.66, -5.46)",pharyngeal,pharyngeal,,8.666666666666666,,"['cook2019', 'funconn', 'openworm', 'white1986_whole']"
IL1DL,IL1DR,"(13.12, 32.71, 2.18)","(12.22, 33.88, -4.59)",sensory,sensory,2.0,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
IL1DL,IL1L,"(13.12, 32.71, 2.18)","(7.23, 30.48, 6.98)",sensory,sensory,1.5,1.0,0.04999999999999999,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1DL,IL1VL,"(13.12, 32.71, 2.18)","(1.64, 28.94, 3.72)",sensory,sensory,1.0,,,"['witvliet2020_7', 'witvliet2020_8']"
IL1DL,IL2DL,"(13.12, 32.71, 2.18)","(12.34, 24.21, 4.34)",sensory,sensory,,1.0,,['cook2019']
IL1DL,OLLL,"(13.12, 32.71, 2.18)","(10.05, 31.34, 6.06)",sensory,sensory,1.5,2.0,0.04999999999999999,"['chklovskii', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1DL,PVR,"(13.12, 32.71, 2.18)","(8.07, 786.71, -3.88)",sensory,inter,,1.0,,"['openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1DL,RIH,"(13.12, 32.71, 2.18)","(-0.69, 47.05, -0.08)",sensory,inter,,1.0,,"['chklovskii', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole']"
IL1DL,RIPL,"(13.12, 32.71, 2.18)","(7.97, 35.3, 6.37)",sensory,inter,,3.625,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1DL,RMDDR,"(13.12, 32.71, 2.18)","(-0.46, 56.06, -2.32)",sensory,motor,,1.4285714285714286,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1DL,RMDVL,"(13.12, 32.71, 2.18)","(7.1, 47.33, 9.76)",sensory,motor,,5.5,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1DL,RMEL,"(13.12, 32.71, 2.18)","(8.71, 38.03, 7.36)",sensory,motor,,1.0,,"['cook2019', 'witvliet2020_7', 'witvliet2020_8']"
IL1DL,RMEV,"(13.12, 32.71, 2.18)","(-0.27, 44.66, 1.17)",sensory,motor,1.5,,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
IL1DL,URADL,"(13.12, 32.71, 2.18)","(12.53, 30.69, 4.5)",sensory,sensory,,6.0,,"['cook2019', 'witvliet2020_8']"
IL1DL,URYDL,"(13.12, 32.71, 2.18)","(12.32, 34.36, 4.64)",sensory,sensory,,1.0,,"['chklovskii', 'openworm', 'white1986_n2u', 'white1986_whole']"
IL1DR,IL1DL,"(12.22, 33.88, -4.59)","(13.12, 32.71, 2.18)",sensory,sensory,2.0,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
IL1DR,IL1DR,"(12.22, 33.88, -4.59)","(12.22, 33.88, -4.59)",sensory,sensory,1.0,1.0,0.0,"['cook2019', 'witvliet2020_7']"
IL1DR,IL1R,"(12.22, 33.88, -4.59)","(5.64, 30.97, -6.96)",sensory,sensory,3.6666666666666665,2.5,0.7591206165165234,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1DR,IL1VR,"(12.22, 33.88, -4.59)","(0.96, 29.64, -1.72)",sensory,sensory,1.0,,,"['witvliet2020_7', 'witvliet2020_8']"
IL1DR,IL2DR,"(12.22, 33.88, -4.59)","(12.45, 26.43, -6.68)",sensory,sensory,,5.0,,['cook2019']
IL1DR,OLLL,"(12.22, 33.88, -4.59)","(10.05, 31.34, 6.06)",sensory,sensory,1.0,,,['witvliet2020_8']
IL1DR,OLLR,"(12.22, 33.88, -4.59)","(8.59, 32.56, -7.21)",sensory,sensory,1.5,2.0,0.95,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1DR,OLQDR,"(12.22, 33.88, -4.59)","(13.39, 38.7, -5.63)",sensory,sensory,1.0,,,['witvliet2020_8']
IL1DR,PVR,"(12.22, 33.88, -4.59)","(8.07, 786.71, -3.88)",sensory,inter,,3.0,,"['cook2019', 'white1986_jsh', 'witvliet2020_7']"
IL1DR,RIPR,"(12.22, 33.88, -4.59)","(7.11, 35.72, -6.56)",sensory,inter,,7.25,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1DR,RMDDL,"(12.22, 33.88, -4.59)","(0.2, 55.78, 3.91)",sensory,motor,,6.0,,"['cook2019', 'witvliet2020_7']"
IL1DR,RMDVR,"(12.22, 33.88, -4.59)","(5.29, 48.66, -10.21)",sensory,motor,1.0,9.375,7.909478095930224,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1DR,RMER,"(12.22, 33.88, -4.59)","(7.16, 38.76, -7.87)",sensory,motor,,2.0,,"['funconn', 'witvliet2020_8']"
IL1DR,RMEV,"(12.22, 33.88, -4.59)","(-0.27, 44.66, 1.17)",sensory,motor,2.3333333333333335,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole']"
IL1DR,URADR,"(12.22, 33.88, -4.59)","(11.24, 31.32, -6.46)",sensory,sensory,,8.0,,['cook2019']
IL1DR,URYDR,"(12.22, 33.88, -4.59)","(10.8, 35.22, -6.94)",sensory,sensory,,2.0,,['cook2019']
IL1L,ADEL,"(7.23, 30.48, 6.98)","(-0.12, 87.97, 10.5)",sensory,sensory,,3.0,,['cook2019']
IL1L,AVER,"(7.23, 30.48, 6.98)","(3.63, 52.03, -6.09)",sensory,inter,,2.2857142857142856,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1L,IL1DL,"(7.23, 30.48, 6.98)","(13.12, 32.71, 2.18)",sensory,sensory,1.5,1.25,0.43971143170299737,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
IL1L,IL1VL,"(7.23, 30.48, 6.98)","(1.64, 28.94, 3.72)",sensory,sensory,3.6666666666666665,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1L,IL2L,"(7.23, 30.48, 6.98)","(7.93, 29.9, 9.15)",sensory,sensory,2.0,1.0,0.0,"['cook2019', 'white1986_jsh', 'witvliet2020_7']"
IL1L,OLLL,"(7.23, 30.48, 6.98)","(10.05, 31.34, 6.06)",sensory,sensory,,1.0,,['cook2019']
IL1L,RIPL,"(7.23, 30.48, 6.98)","(7.97, 35.3, 6.37)",sensory,inter,1.0,,,['cook2019']
IL1L,RMDDL,"(7.23, 30.48, 6.98)","(0.2, 55.78, 3.91)",sensory,motor,,6.25,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1L,RMDDR,"(7.23, 30.48, 6.98)","(-0.46, 56.06, -2.32)",sensory,motor,,2.5,,"['witvliet2020_7', 'witvliet2020_8']"
IL1L,RMDL,"(7.23, 30.48, 6.98)","(3.32, 50.76, 8.18)",sensory,motor,,1.6666666666666667,,"['chklovskii', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1L,RMDR,"(7.23, 30.48, 6.98)","(1.87, 52.31, -7.88)",sensory,motor,,3.5,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1L,RMDVL,"(7.23, 30.48, 6.98)","(7.1, 47.33, 9.76)",sensory,motor,,6.0,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1L,RMDVR,"(7.23, 30.48, 6.98)","(5.29, 48.66, -10.21)",sensory,motor,,2.7142857142857144,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
IL1L,RMED,"(7.23, 30.48, 6.98)","(15.5, 40.14, -2.72)",sensory,motor,,1.0,,['witvliet2020_7']
IL1L,RMEL,"(7.23, 30.48, 6.98)","(8.71, 38.03, 7.36)",sensory,motor,,1.0,,['white1986_jsh']
IL1L,RMER,"(7.23, 30.48, 6.98)","(7.16, 38.76, -7.87)",sensory,motor,1.0,1.5,1.0062305898749055,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
IL1L,RMEV,"(7.23, 30.48, 6.98)","(-0.27, 44.66, 1.17)",sensory,motor,,1.0,,['witvliet2020_7']
IL1L,RMFR,"(7.23, 30.48, 6.98)","(-2.4, 57.51, 0.07)",sensory,motor,,2.0,,['white1986_jsh']
IL1L,RMGL,"(7.23, 30.48, 6.98)","(-0.45, 98.07, 9.18)",sensory,inter,,1.0,,['cook2019']
IL1L,RMHR,"(7.23, 30.48, 6.98)","(-1.22, 56.46, -0.14)",sensory,motor,1.0,1.5,0.45,"['witvliet2020_7', 'witvliet2020_8']"
IL1L,URAVL,"(7.23, 30.48, 6.98)","(2.35, 33.57, 4.74)",sensory,sensory,,4.0,,['cook2019']
IL1L,URBL,"(7.23, 30.48, 6.98)","(7.53, 34.05, 8.41)",sensory,sensory,2.0,1.0,0.0,['cook2019']
IL1R,AVEL,"(5.64, 30.97, -6.96)","(4.58, 51.08, 5.98)",sensory,inter,,1.1428571428571428,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1R,AVER,"(5.64, 30.97, -6.96)","(3.63, 52.03, -6.09)",sensory,inter,,1.8,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole']"
IL1R,IL1DR,"(5.64, 30.97, -6.96)","(12.22, 33.88, -4.59)",sensory,sensory,3.6666666666666665,1.0,0.30912061651652345,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1R,IL1VR,"(5.64, 30.97, -6.96)","(0.96, 29.64, -1.72)",sensory,sensory,3.6666666666666665,1.0,0.30912061651652345,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1R,IL2R,"(5.64, 30.97, -6.96)","(6.61, 30.16, -8.8)",sensory,sensory,1.5,,,"['white1986_jsh', 'witvliet2020_8']"
IL1R,OLLR,"(5.64, 30.97, -6.96)","(8.59, 32.56, -7.21)",sensory,sensory,,1.0,,['cook2019']
IL1R,RIPR,"(5.64, 30.97, -6.96)","(7.11, 35.72, -6.56)",sensory,inter,,1.0,,['witvliet2020_7']
IL1R,RIS,"(5.64, 30.97, -6.96)","(-7.68, 87.93, 0.35)",sensory,inter,,1.0,,['witvliet2020_7']
IL1R,RMDDL,"(5.64, 30.97, -6.96)","(0.2, 55.78, 3.91)",sensory,motor,,3.125,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1R,RMDDR,"(5.64, 30.97, -6.96)","(-0.46, 56.06, -2.32)",sensory,motor,,3.875,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1R,RMDL,"(5.64, 30.97, -6.96)","(3.32, 50.76, 8.18)",sensory,motor,,4.375,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1R,RMDR,"(5.64, 30.97, -6.96)","(1.87, 52.31, -7.88)",sensory,motor,,2.25,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1R,RMDVL,"(5.64, 30.97, -6.96)","(7.1, 47.33, 9.76)",sensory,motor,,2.5,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1R,RMDVR,"(5.64, 30.97, -6.96)","(5.29, 48.66, -10.21)",sensory,motor,,5.75,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1R,RMEL,"(5.64, 30.97, -6.96)","(8.71, 38.03, 7.36)",sensory,motor,,2.3333333333333335,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
IL1R,RMER,"(5.64, 30.97, -6.96)","(7.16, 38.76, -7.87)",sensory,motor,,1.0,,['white1986_jsh']
IL1R,RMFL,"(5.64, 30.97, -6.96)","(-3.06, 58.12, 1.77)",sensory,motor,,1.0,,"['witvliet2020_7', 'witvliet2020_8']"
IL1R,RMHL,"(5.64, 30.97, -6.96)","(-0.78, 58.16, 3.15)",sensory,motor,,1.25,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1R,URAVR,"(5.64, 30.97, -6.96)","(2.42, 34.97, -3.85)",sensory,sensory,,1.0,,['witvliet2020_7']
IL1R,URXR,"(5.64, 30.97, -6.96)","(12.3, 50.87, -5.18)",sensory,sensory,,1.8,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
IL1VL,AVL,"(1.64, 28.94, 3.72)","(-4.87, 70.82, 0.37)",sensory,motor,,1.0,,['cook2019']
IL1VL,IL1DL,"(1.64, 28.94, 3.72)","(13.12, 32.71, 2.18)",sensory,sensory,1.0,,,"['witvliet2020_7', 'witvliet2020_8']"
IL1VL,IL1L,"(1.64, 28.94, 3.72)","(7.23, 30.48, 6.98)",sensory,sensory,3.6666666666666665,1.4,1.0291206165165234,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1VL,IL1VL,"(1.64, 28.94, 3.72)","(1.64, 28.94, 3.72)",sensory,sensory,1.0,5.0,0.0,"['cook2019', 'witvliet2020_7']"
IL1VL,IL1VR,"(1.64, 28.94, 3.72)","(0.96, 29.64, -1.72)",sensory,sensory,4.666666666666667,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
IL1VL,OLLL,"(1.64, 28.94, 3.72)","(10.05, 31.34, 6.06)",sensory,sensory,2.0,,,"['funconn', 'white1986_jsh']"
IL1VL,OLQVL,"(1.64, 28.94, 3.72)","(3.93, 36.66, 6.16)",sensory,sensory,,2.0,,['cook2019']
IL1VL,PVR,"(1.64, 28.94, 3.72)","(8.07, 786.71, -3.88)",sensory,inter,,1.0,,"['white1986_jsh', 'witvliet2020_7', 'witvliet2020_8']"
IL1VL,RIPL,"(1.64, 28.94, 3.72)","(7.97, 35.3, 6.37)",sensory,inter,,5.25,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1VL,RMDDL,"(1.64, 28.94, 3.72)","(0.2, 55.78, 3.91)",sensory,motor,1.0,8.875,7.2760630666590576,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1VL,RMDVR,"(1.64, 28.94, 3.72)","(5.29, 48.66, -10.21)",sensory,motor,,2.0,,"['cook2019', 'witvliet2020_8']"
IL1VL,RMED,"(1.64, 28.94, 3.72)","(15.5, 40.14, -2.72)",sensory,motor,2.0,,,"['chklovskii', 'cook2019', 'funconn', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_8']"
IL1VL,RMEL,"(1.64, 28.94, 3.72)","(8.71, 38.03, 7.36)",sensory,motor,,2.5,,"['funconn', 'witvliet2020_7', 'witvliet2020_8']"
IL1VL,RMER,"(1.64, 28.94, 3.72)","(7.16, 38.76, -7.87)",sensory,motor,,1.0,,"['funconn', 'white1986_jsh']"
IL1VL,RMEV,"(1.64, 28.94, 3.72)","(-0.27, 44.66, 1.17)",sensory,motor,,1.0,,"['funconn', 'witvliet2020_7']"
IL1VL,RMHL,"(1.64, 28.94, 3.72)","(-0.78, 58.16, 3.15)",sensory,motor,,1.0,,['cook2019']
IL1VL,URAVL,"(1.64, 28.94, 3.72)","(2.35, 33.57, 4.74)",sensory,sensory,,2.5,,"['cook2019', 'witvliet2020_8']"
IL1VL,URYVL,"(1.64, 28.94, 3.72)","(5.12, 32.7, 6.71)",sensory,sensory,,1.6,,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
IL1VR,IL1DR,"(0.96, 29.64, -1.72)","(12.22, 33.88, -4.59)",sensory,sensory,1.0,,,"['witvliet2020_7', 'witvliet2020_8']"
IL1VR,IL1R,"(0.96, 29.64, -1.72)","(5.64, 30.97, -6.96)",sensory,sensory,3.6666666666666665,1.5,1.315351206391429,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7', 'witvliet2020_8']"
IL1VR,IL1VL,"(0.96, 29.64, -1.72)","(1.64, 28.94, 3.72)",sensory,sensory,4.666666666666667,,,"['chklovskii', 'cook2019', 'openworm', 'white1986_jsh', 'white1986_n2u', 'white1986_whole', 'witvliet2020_7']"
IL1VR,IL1VR,"(0.96, 29.64, -1.72)","(0.96, 29.64, -1.72)",sensory,sensory,1.0,,,['witvliet2020_7']
IL1VR,IL2R,"(0.96, 29.64, -1.72)","(6.61, 30.16, -8.8)",sensory,sensory,1.0,,,"['chklovskii', 'openworm', 'white1986_n2u', 'white1986_whole']"
IL1VR,IL2VR,"(0.96, 29.64, -1.72)","(0.63, 28.36, -4.16)",sensory,sensory,1.0,1.2,0.36000000000000004,"['chklovskii', 'cook2019', 'openworm', 'white1986_n2u', 'white1986_whole']"
IL1VR,OLLR,"(0.96, 29.64, -1.72)","(8.59, 32.56, -7.21)",sensory,sensory,2.0,1.0,0.0,"['cook2019', 'funconn', 'white1986_jsh']"
IL1VR,OLQVR,"(0.96, 29.64, -1.72)","(3.11, 37.26, -5.9)",sensory,sensory,,5.0,,['cook2019']
IL1VR,PVR,"(0.96, 29.64, -1.72)","(8.07, 786.71, -3.88)",sensory,inter,,1.0,,['white1986_jsh']
