,neuron,clustering_impact,centrality_impact,motif_impact,type,symbolic_role,total_impact
1508,AWAR,0.0002181838160400587,0.00032228639705030027,0.37607075924843986,Unknown,Unknown ❓,0.3766112294615302
13,GLRR,0.0001316768975391791,0.0004186940665371373,0.3751461543622175,Unknown,Glia ⚙️,0.37569652532629383
673, dBWMR12       ,2.3044086749746118e-05,3.913166471510099e-05,0.37545438310564805,Unknown,Unknown ❓,0.3755165588571129
1472,AVKR,0.0002938180540261251,0.0003873086818649578,0.3745571581155976,Unknown,Unknown ❓,0.3752382848514887
187, RIAL          ,2.3044086749746118e-05,3.913166471510099e-05,0.37497990070653486,Unknown,Unknown ❓,0.3750420764579997
1386, sph         ,2.3044086749746118e-05,3.913166471510099e-05,0.3744984842246974,Unknown,Unknown ❓,0.3745606599761622
778, VB07          ,2.3044086749746118e-05,3.913166471510099e-05,0.3741829492294073,Unknown,Unknown ❓,0.37424512498087215
1270, dBWMR15     ,2.3044086749746118e-05,3.913166471510099e-05,0.3741007808721785,Unknown,Unknown ❓,0.37416295662364335
481, DA09          ,2.3044086749746118e-05,3.913166471510099e-05,0.37352135473668113,Unknown,Unknown ❓,0.37358353048814597
1216, dBWML12     ,2.3044086749746118e-05,3.913166471510099e-05,0.3734889087423123,Unknown,Unknown ❓,0.3735510844937771
409, DVA           ,2.3044086749746118e-05,3.913166471510099e-05,0.37342207576962966,Unknown,Unknown ❓,0.3734842515210945
347, RMED          ,2.3044086749746118e-05,3.913166471510099e-05,0.3728285480000295,Unknown,Unknown ❓,0.37289072375149435
181, AUAL          ,2.3044086749746118e-05,3.913166471510099e-05,0.371881212704731,Unknown,Unknown ❓,0.37194338845619584
904,pm8 ,2.3044086749746118e-05,3.913166471510099e-05,0.3715824925968339,Unknown,Unknown ❓,0.37164466834829873
1035, LUAL        ,2.3044086749746118e-05,3.913166471510099e-05,0.3710192036001369,Unknown,Unknown ❓,0.37108137935160174
488, RIMR          ,2.3044086749746118e-05,3.913166471510099e-05,0.37069100740370686,Unknown,Relay 🧠,0.3707531831551717
997, RMDL        ,2.3044086749746118e-05,3.913166471510099e-05,0.3696007655593121,Unknown,Motor 🦴,0.3696629413107769
1181, AS04        ,2.3044086749746118e-05,3.913166471510099e-05,0.36883118452851704,Unknown,Unknown ❓,0.3688933602799819
817,VD12 ,2.3044086749746118e-05,3.913166471510099e-05,0.3679954339215404,Unknown,Unknown ❓,0.3680576096730052
16,BWM-DL01,0.0001260335309675592,0.00010776138436016139,0.3671693156809397,Unknown,Unknown ❓,0.3674031105962674
883,pm4d ,2.3044086749746118e-05,3.913166471510099e-05,0.36581121145313017,Unknown,Unknown ❓,0.365873387204595
632,AVDR ,2.3044086749746118e-05,3.913166471510099e-05,0.3657266261686421,Unknown,Oscillator 🔁,0.36578880192010693
958, RMGR        ,2.3044086749746118e-05,3.913166471510099e-05,0.36549410009077593,Unknown,Unknown ❓,0.36555627584224076
1230, dBWML19     ,2.3044086749746118e-05,3.913166471510099e-05,0.3639595996129401,Unknown,Unknown ❓,0.36402177536440494
45,RIMR,0.000267059066695316,0.0014648321368082588,0.3621729698972634,Unknown,Relay 🧠,0.363904861100767
1126, VB01        ,2.3044086749746118e-05,3.913166471510099e-05,0.36375171540566953,Unknown,Unknown ❓,0.36381389115713436
1056, FLPL        ,2.3044086749746118e-05,3.913166471510099e-05,0.3637119265519762,Unknown,Unknown ❓,0.36377410230344104
686, dBWML16       ,2.3044086749746118e-05,3.913166471510099e-05,0.36357318666728133,Unknown,Unknown ❓,0.36363536241874617
608, AS02          ,2.3044086749746118e-05,3.913166471510099e-05,0.36332742807212526,Unknown,Unknown ❓,0.3633896038235901
554, vBWML9        ,2.3044086749746118e-05,3.913166471510099e-05,0.3631518560151032,Unknown,Unknown ❓,0.363214031766568
389, vBWMR3        ,2.3044086749746118e-05,3.913166471510099e-05,0.3629126763512052,Unknown,Unknown ❓,0.36297485210267005
456,PQR ,2.3044086749746118e-05,3.913166471510099e-05,0.36287431077873106,Unknown,Unknown ❓,0.3629364865301959
938, ADLL        ,2.3044086749746118e-05,3.913166471510099e-05,0.3625482569207179,Unknown,Olfactory 🌬,0.36261043267218274
421, VA01          ,2.3044086749746118e-05,3.913166471510099e-05,0.3625203331099935,Unknown,Unknown ❓,0.3625825088614583
789, vBWMR22       ,2.3044086749746118e-05,3.913166471510099e-05,0.36240666584630316,Unknown,Unknown ❓,0.362468841597768
418,FLPL ,2.3044086749746118e-05,3.913166471510099e-05,0.3622778534961905,Unknown,Unknown ❓,0.36234002924765535
133,I1R ,2.3044086749746118e-05,3.913166471510099e-05,0.36223262114280413,Unknown,Unknown ❓,0.36229479689426897
338, URYVL         ,2.3044086749746118e-05,3.913166471510099e-05,0.36092055199784073,Unknown,Unknown ❓,0.36098272774930557
973, AVHR        ,2.3044086749746118e-05,3.913166471510099e-05,0.3603574534267106,Unknown,Unknown ❓,0.36041962917817544
631,AVDL ,2.3044086749746118e-05,3.913166471510099e-05,0.36031679942974887,Unknown,Oscillator 🔁,0.3603789751812137
1357, vBWMR12     ,2.3044086749746118e-05,3.913166471510099e-05,0.3601745662384701,Unknown,Unknown ❓,0.36023674198993494
866, pm2vl       ,2.3044086749746118e-05,3.913166471510099e-05,0.36004457963573105,Unknown,Unknown ❓,0.3601067553871959
1405,um1aR ,2.3044086749746118e-05,3.913166471510099e-05,0.3598092777159915,Unknown,Unknown ❓,0.35987145346745636
705,SMDDR ,2.3044086749746118e-05,3.913166471510099e-05,0.35882875235358824,Unknown,Motor 🦴,0.3588909281050531
1275,dBWMR17 ,2.3044086749746118e-05,3.913166471510099e-05,0.35878367929080923,Unknown,Unknown ❓,0.35884585504227406
465, ALNR          ,2.3044086749746118e-05,3.913166471510099e-05,0.3587093507986765,Unknown,Unknown ❓,0.35877152655014133
379, ALML          ,2.3044086749746118e-05,3.913166471510099e-05,0.35826528492232984,Unknown,Mechanosensory 🤚,0.3583274606737947
132, pm4vl         ,2.3044086749746118e-05,3.913166471510099e-05,0.3580069501028902,Unknown,Unknown ❓,0.358069125854355
371, CEPVL         ,2.3044086749746118e-05,3.913166471510099e-05,0.3573764765570407,Unknown,Glia ⚙️,0.3574386523085055
1314, vBWML13     ,2.3044086749746118e-05,3.913166471510099e-05,0.357247590741963,Unknown,Unknown ❓,0.3573097664934278
189, RIGL          ,2.3044086749746118e-05,3.913166471510099e-05,0.35649118365093574,Unknown,Glia ⚙️,0.35655335940240057
679, dBWML7        ,2.3044086749746118e-05,3.913166471510099e-05,0.35638355182898823,Unknown,Unknown ❓,0.35644572758045306
136, M2R           ,2.3044086749746118e-05,3.913166471510099e-05,0.3551843570762685,Unknown,Unknown ❓,0.35524653282773333
1452,ASER,0.00042326549604095043,0.000366251785225001,0.3544367680750611,Sensory,Chemosensory 👃,0.35522628535632705
191, RIR           ,2.3044086749746118e-05,3.913166471510099e-05,0.3549601718714636,Unknown,Unknown ❓,0.35502234762292845
834, M3L         ,2.3044086749746118e-05,3.913166471510099e-05,0.3547814704396994,Unknown,Unknown ❓,0.3548436461911642
113,RMHR,3.893369407633601e-05,0.00047930336291565536,0.3543072688494249,Unknown,Unknown ❓,0.35482550590641687
1319,vBWML15 ,2.3044086749746118e-05,3.913166471510099e-05,0.3537908879997076,Unknown,Unknown ❓,0.3538530637511724
1411,um2pL ,2.3044086749746118e-05,3.913166471510099e-05,0.35336428283949317,Unknown,Unknown ❓,0.353426458590958
832,VC06 ,2.3044086749746118e-05,3.913166471510099e-05,0.35334945685644925,Unknown,Unknown ❓,0.3534116326079141
71,SMBVR,9.949616727217975e-05,0.000651078768703394,0.35245587956520313,Unknown,Unknown ❓,0.3532064545011787
1449,RIS,0.0001729969014285862,0.0009218014759071649,0.3499697038448251,Unknown,Unknown ❓,0.35106450222216085
1131, AS10        ,2.3044086749746118e-05,3.913166471510099e-05,0.35079523325672807,Unknown,Unknown ❓,0.3508574090081929
551,AVKL ,2.3044086749746118e-05,3.913166471510099e-05,0.3504424173280161,Unknown,Unknown ❓,0.35050459307948095
941, AWCR        ,2.3044086749746118e-05,3.913166471510099e-05,0.3503685335693187,Unknown,Olfactory 🌬,0.3504307093207835
921, ADAL        ,2.3044086749746118e-05,3.913166471510099e-05,0.3501468553326201,Unknown,Unknown ❓,0.3502090310840849
37,RIBL,0.00029483687030280176,0.0006599157490908805,0.3490397316081726,Interneuron,Relay 🧠,0.3499944842275663
1511,OLQVR,8.933952968936953e-05,0.0003449593514887332,0.3492816778256156,Unknown,Unknown ❓,0.3497159767067937
769,VA05 ,2.3044086749746118e-05,3.913166471510099e-05,0.3495566318682677,Unknown,Unknown ❓,0.3496188076197325
216,ADLL ,2.3044086749746118e-05,3.913166471510099e-05,0.34930003352508265,Unknown,Olfactory 🌬,0.3493622092765475
480, LUAL          ,2.3044086749746118e-05,3.913166471510099e-05,0.34922005093960706,Unknown,Unknown ❓,0.3492822266910719
1188, VD05        ,2.3044086749746118e-05,3.913166471510099e-05,0.3491554298969201,Unknown,Unknown ❓,0.34921760564838494
677, dBWMR16       ,2.3044086749746118e-05,3.913166471510099e-05,0.34893473085825616,Unknown,Unknown ❓,0.348996906609721
795,VB01 ,2.3044086749746118e-05,3.913166471510099e-05,0.34876578119705454,Unknown,Unknown ❓,0.34882795694851937
603, dBWML13       ,2.3044086749746118e-05,3.913166471510099e-05,0.3486118889661232,Unknown,Unknown ❓,0.34867406471758805
1515,OLQDR,8.355485789689893e-05,0.0003173906338535464,0.34806164221223906,Unknown,Unknown ❓,0.3484625877039895
167,MCL ,2.3044086749746118e-05,3.913166471510099e-05,0.34834659281235264,Unknown,Unknown ❓,0.3484087685638175
156,M2L ,2.3044086749746118e-05,3.913166471510099e-05,0.3481103336796802,Unknown,Unknown ❓,0.348172509431145
1065, SIAVR       ,2.3044086749746118e-05,3.913166471510099e-05,0.34790185039844346,Unknown,Unknown ❓,0.3479640261499083
378,CEPDL ,2.3044086749746118e-05,3.913166471510099e-05,0.3475955457118971,Unknown,Glia ⚙️,0.34765772146336194
609, VB04          ,2.3044086749746118e-05,3.913166471510099e-05,0.347375163170265,Unknown,Unknown ❓,0.34743733892172984
572, PDA           ,2.3044086749746118e-05,3.913166471510099e-05,0.3470559085582181,Unknown,Unknown ❓,0.34711808430968294
599,RID ,2.3044086749746118e-05,3.913166471510099e-05,0.3470330171381117,Unknown,Unknown ❓,0.3470951928895765
1435,RIGL,0.0001916422052027425,0.0009154169681409224,0.3459015584981368,Unknown,Glia ⚙️,0.34700861767148045
1415,vm2aR ,2.3044086749746118e-05,3.913166471510099e-05,0.346609135097727,Unknown,Unknown ❓,0.34667131084919184
1152, VA03        ,2.3044086749746118e-05,3.913166471510099e-05,0.3465515011585012,Unknown,Unknown ❓,0.34661367690996603
976, AUAR        ,2.3044086749746118e-05,3.913166471510099e-05,0.34653285302473097,Unknown,Unknown ❓,0.3465950287761958
402, PVNR          ,2.3044086749746118e-05,3.913166471510099e-05,0.3464317695634236,Unknown,Unknown ❓,0.3464939453148884
786,VA11 ,2.3044086749746118e-05,3.913166471510099e-05,0.3463450395078856,Unknown,Unknown ❓,0.3464072152593504
490,AIYL ,2.3044086749746118e-05,3.913166471510099e-05,0.3456185959252404,Unknown,Unknown ❓,0.34568077167670525
837, pm4vl       ,2.3044086749746118e-05,3.913166471510099e-05,0.34553036178946667,Unknown,Unknown ❓,0.3455925375409315
1146, URYVR       ,2.3044086749746118e-05,3.913166471510099e-05,0.34509650000973124,Unknown,Unknown ❓,0.3451586757611961
196,ADFR ,2.3044086749746118e-05,3.913166471510099e-05,0.3445540224258063,Unknown,Unknown ❓,0.3446161981772711
1141, DD05        ,2.3044086749746118e-05,3.913166471510099e-05,0.34450452055985653,Unknown,Unknown ❓,0.34456669631132136
1268, dBWMR14     ,2.3044086749746118e-05,3.913166471510099e-05,0.34391580961020435,Unknown,Unknown ❓,0.3439779853616692
529, DVB           ,2.3044086749746118e-05,3.913166471510099e-05,0.3435211219188356,Unknown,Unknown ❓,0.34358329767030044
616, AS05          ,2.3044086749746118e-05,3.913166471510099e-05,0.34295317287512717,Unknown,Unknown ❓,0.343015348626592
1053, SDQL        ,2.3044086749746118e-05,3.913166471510099e-05,0.3425070762895075,Unknown,Unknown ❓,0.3425692520409723
258, AVHR          ,2.3044086749746118e-05,3.913166471510099e-05,0.3421783433582277,Unknown,Unknown ❓,0.34224051910969255
864, pm2d        ,2.3044086749746118e-05,3.913166471510099e-05,0.3420801254479405,Unknown,Unknown ❓,0.3421423011994053
844, RIPR        ,2.3044086749746118e-05,3.913166471510099e-05,0.3419892890409528,Unknown,Unknown ❓,0.34205146479241766
863,pm1d ,2.3044086749746118e-05,3.913166471510099e-05,0.3419118189655895,Unknown,Unknown ❓,0.3419739947170543
1322, vBWML17     ,2.3044086749746118e-05,3.913166471510099e-05,0.34161054726970025,Unknown,Unknown ❓,0.3416727230211651
405, VA02          ,2.3044086749746118e-05,3.913166471510099e-05,0.3415740914684496,Unknown,Unknown ❓,0.3416362672199144
1320, vBWML16     ,2.3044086749746118e-05,3.913166471510099e-05,0.34141670927363066,Unknown,Unknown ❓,0.3414788850250955
135, M1            ,2.3044086749746118e-05,3.913166471510099e-05,0.34141049664568374,Unknown,Unknown ❓,0.34147267239714857
403, RID           ,2.3044086749746118e-05,3.913166471510099e-05,0.34130190952411493,Unknown,Unknown ❓,0.34136408527557976
50,BWM-DR03,0.00012575559606707587,0.0001124295168095717,0.34052311006594965,Unknown,Unknown ❓,0.3407612951788263
1099, SIAVL       ,2.3044086749746118e-05,3.913166471510099e-05,0.3402251714239431,Unknown,Unknown ❓,0.34028734717540793
1479,AIYR,0.00026976719417814293,0.00038782246648230625,0.3392515006554125,Unknown,Unknown ❓,0.3399090903160729
1446,PVNL,0.000255267777414879,0.00032281876328712177,0.33922394980280995,Unknown,Unknown ❓,0.33980203634351197
533, vBWML13       ,2.3044086749746118e-05,3.913166471510099e-05,0.3395271791464059,Unknown,Unknown ❓,0.33958935489787073
51,BWM-DR04,0.0001381376715781507,0.0003012899602287402,0.3382476589472769,Unknown,Unknown ❓,0.33868708657908375
527,RIPR ,2.3044086749746118e-05,3.913166471510099e-05,0.33838065407383056,Unknown,Unknown ❓,0.3384428298252954
1426,DB1,2.7465305292177777e-05,0.00016015004611080036,0.33796942199906727,Unknown,Unknown ❓,0.33815703735047026
6,ASIR,0.000150709312674982,0.00032216458933479776,0.3374677281484158,Unknown,Chemosensory 👃,0.3379406020504256
806,VD01 ,2.3044086749746118e-05,3.913166471510099e-05,0.3377546931113405,Unknown,Unknown ❓,0.3378168688628053
1459,ADAL,0.00013399171030419738,0.001506789480803898,0.335186084515082,Unknown,Unknown ❓,0.3368268657061901
901, pm8         ,2.3044086749746118e-05,3.913166471510099e-05,0.33443693335065444,Unknown,Unknown ❓,0.3344991091021193
337, IL1VL         ,2.3044086749746118e-05,3.913166471510099e-05,0.3342347523276885,Unknown,Unknown ❓,0.33429692807915334
345, IL1DL         ,2.3044086749746118e-05,3.913166471510099e-05,0.3339206390904034,Unknown,Unknown ❓,0.33398281484186826
1105, AVBR        ,2.3044086749746118e-05,3.913166471510099e-05,0.33277167302696853,Unknown,Oscillator 🔁,0.33283384877843336
404, DA01          ,2.3044086749746118e-05,3.913166471510099e-05,0.3321082359218129,Unknown,Unknown ❓,0.3321704116732777
1333,vBWML22 ,2.3044086749746118e-05,3.913166471510099e-05,0.33183246751320894,Unknown,Unknown ❓,0.33189464326467377
194, SMBVL         ,2.3044086749746118e-05,3.913166471510099e-05,0.3316154242954023,Unknown,Unknown ❓,0.33167760004686714
253, AINR          ,2.3044086749746118e-05,3.913166471510099e-05,0.33137868876921556,Unknown,Unknown ❓,0.3314408645206804
38,RIBR,0.00021291778070756107,0.0007527992951732992,0.3286454214583803,Interneuron,Relay 🧠,0.32961113853426116
1031,PLML ,2.3044086749746118e-05,3.913166471510099e-05,0.32946745451340576,Unknown,Mechanosensory 🤚,0.3295296302648706
466,PDEL ,2.3044086749746118e-05,3.913166471510099e-05,0.3288982741786792,Unknown,Unknown ❓,0.328960449930144
450,URXR ,2.3044086749746118e-05,3.913166471510099e-05,0.32788332015972327,Unknown,Unknown ❓,0.3279454959111881
1419,vm1aR ,2.3044086749746118e-05,3.913166471510099e-05,0.3273775442467392,Unknown,Unknown ❓,0.32743971999820404
392,ALML ,2.3044086749746118e-05,3.913166471510099e-05,0.3273154366897491,Unknown,Mechanosensory 🤚,0.32737761244121394
268,ASIR ,2.3044086749746118e-05,3.913166471510099e-05,0.3262318702874154,Unknown,Chemosensory 👃,0.32629404603888024
1498,ASEL,0.0002524804598207919,0.00028283446874004893,0.325230991494891,Sensory,Chemosensory 👃,0.32576630642345183
943, ASEL        ,2.3044086749746118e-05,3.913166471510099e-05,0.3255038717423228,Unknown,Chemosensory 👃,0.32556604749378765
532, vBWML11       ,2.3044086749746118e-05,3.913166471510099e-05,0.32403611208265676,Unknown,Unknown ❓,0.3240982878341216
920, AIZL        ,2.3044086749746118e-05,3.913166471510099e-05,0.32322559822341645,Unknown,Unknown ❓,0.3232877739748813
134, I2R           ,2.3044086749746118e-05,3.913166471510099e-05,0.32262219986527424,Unknown,Unknown ❓,0.32268437561673907
517, IL2VL         ,2.3044086749746118e-05,3.913166471510099e-05,0.32066388103824767,Unknown,Unknown ❓,0.3207260567897125
470, PHAR          ,2.3044086749746118e-05,3.913166471510099e-05,0.32041175943049893,Unknown,Unknown ❓,0.32047393518196376
744,DB05 ,2.3044086749746118e-05,3.913166471510099e-05,0.3203493984446671,Unknown,Unknown ❓,0.3204115741961319
657,URADR ,2.3044086749746118e-05,3.913166471510099e-05,0.3203402273101877,Unknown,Unknown ❓,0.3204024030616525
453,URYVL ,2.3044086749746118e-05,3.913166471510099e-05,0.3201008047739151,Unknown,Unknown ❓,0.32016298052537995
1076, IL2R        ,2.3044086749746118e-05,3.913166471510099e-05,0.31968322486424466,Unknown,Unknown ❓,0.3197454006157095
1178, IL2VL       ,2.3044086749746118e-05,3.913166471510099e-05,0.319638689393931,Unknown,Unknown ❓,0.3197008651453958
1531,HSNR,0.00023251981852848852,0.0004120002648426799,0.31863553518057114,Unknown,Unknown ❓,0.3192800552639423
27,BWM-VL01,0.00010137435222978136,0.00010604014783067298,0.3188992326635874,Unknown,Unknown ❓,0.31910664716364784
999, URXR        ,2.3044086749746118e-05,3.913166471510099e-05,0.3181876766888081,Unknown,Unknown ❓,0.31824985244027293
489,AIBR ,2.3044086749746118e-05,3.913166471510099e-05,0.3175494128718128,Unknown,Unknown ❓,0.31761158862327765
546,AVHR ,2.3044086749746118e-05,3.913166471510099e-05,0.3170943173191745,Unknown,Unknown ❓,0.3171564930706393
727, VD11          ,2.3044086749746118e-05,3.913166471510099e-05,0.3150669220568716,Unknown,Unknown ❓,0.3151290978083364
1018, SMBDR       ,2.3044086749746118e-05,3.913166471510099e-05,0.31504799065305633,Unknown,Unknown ❓,0.31511016640452116
935, RMGL        ,2.3044086749746118e-05,3.913166471510099e-05,0.3135642194291677,Unknown,Glia ⚙️,0.3136263951806325
1486,AWBL,0.00021096040476260153,0.00030588783994456433,0.312549844701266,Unknown,Unknown ❓,0.31306669294597317
445,BAGL ,2.3044086749746118e-05,3.913166471510099e-05,0.3127230899169338,Unknown,Glia ⚙️,0.31278526566839865
1345,vBWMR5 ,2.3044086749746118e-05,3.913166471510099e-05,0.3116810155652274,Unknown,Unknown ❓,0.31174319131669226
745,DB06 ,2.3044086749746118e-05,3.913166471510099e-05,0.3115989122288359,Unknown,Unknown ❓,0.31166108798030073
48,RIVR,0.0001800136482310727,0.0005380811673207933,0.3104305919039234,Unknown,Unknown ❓,0.31114868671947526
1232, dBWML20     ,2.3044086749746118e-05,3.913166471510099e-05,0.31099031178291625,Unknown,Unknown ❓,0.3110524875343811
362,OLQDL ,2.3044086749746118e-05,3.913166471510099e-05,0.3106798169244864,Unknown,Unknown ❓,0.3107419926759512
1488,RIFR,0.00023519470609075638,0.0006894593033185681,0.30973358254823324,Unknown,Unknown ❓,0.3106582365576426
825,HSNR ,2.3044086749746118e-05,3.913166471510099e-05,0.3104332956909275,Unknown,Unknown ❓,0.3104954714423923
1299,vBWML5 ,2.3044086749746118e-05,3.913166471510099e-05,0.31037546627351276,Unknown,Unknown ❓,0.3104376420249776
1460,ADAR,8.732424521584736e-05,0.0009920143486577277,0.30801965610320775,Unknown,Unknown ❓,0.30909899469708135
188, RIBL          ,2.3044086749746118e-05,3.913166471510099e-05,0.3079117350373508,Unknown,Relay 🧠,0.30797391078881564
712,DA05 ,2.3044086749746118e-05,3.913166471510099e-05,0.30678601184448934,Unknown,Unknown ❓,0.30684818759595417
507,RIBL ,2.3044086749746118e-05,3.913166471510099e-05,0.30671265700160194,Unknown,Relay 🧠,0.3067748327530668
1224, dBWML16     ,2.3044086749746118e-05,3.913166471510099e-05,0.3059397193346361,Unknown,Unknown ❓,0.30600189508610093
279,ASKR ,2.3044086749746118e-05,3.913166471510099e-05,0.3052563554358964,Unknown,Unknown ❓,0.30531853118736124
934, AWAL        ,2.3044086749746118e-05,3.913166471510099e-05,0.30419048074198446,Unknown,Unknown ❓,0.3042526564934493
2,AINR,0.00010407963003655069,0.00040728099727237735,0.3035572149919214,Unknown,Unknown ❓,0.30406857561923034
759,DD01 ,2.3044086749746118e-05,3.913166471510099e-05,0.3036123854956638,Unknown,Unknown ❓,0.3036745612471286
1170, VB07        ,2.3044086749746118e-05,3.913166471510099e-05,0.3033811045473082,Unknown,Unknown ❓,0.30344328029877304
1096, RIS         ,2.3044086749746118e-05,3.913166471510099e-05,0.30322154882981067,Unknown,Unknown ❓,0.3032837245812755
1217,dBWML12 ,2.3044086749746118e-05,3.913166471510099e-05,0.30308869654508425,Unknown,Unknown ❓,0.3031508722965491
1108, RMHR        ,2.3044086749746118e-05,3.913166471510099e-05,0.3030086041444899,Unknown,Unknown ❓,0.3030707798959547
286,AWCL ,2.3044086749746118e-05,3.913166471510099e-05,0.30292259616142775,Unknown,Olfactory 🌬,0.3029847719128926
1518,SIBDR,3.4855865332361624e-06,0.0003468312246939019,0.30262492087877035,Unknown,Unknown ❓,0.3029752376899975
382, BDUR          ,2.3044086749746118e-05,3.913166471510099e-05,0.30284313808116775,Unknown,Unknown ❓,0.3029053138326326
198, ASHR          ,2.3044086749746118e-05,3.913166471510099e-05,0.30282689071232954,Unknown,Unknown ❓,0.3028890664637944
1098, RIML        ,2.3044086749746118e-05,3.913166471510099e-05,0.30247922548486866,Unknown,Relay 🧠,0.3025414012363335
822, vm2aR         ,2.3044086749746118e-05,3.913166471510099e-05,0.30242456175267307,Unknown,Unknown ❓,0.3024867375041379
1009, OLLR        ,2.3044086749746118e-05,3.913166471510099e-05,0.3007885754745227,Unknown,Unknown ❓,0.30085075122598753
1413,vm2aL  ,2.3044086749746118e-05,3.913166471510099e-05,0.3002472106245098,Unknown,Unknown ❓,0.30030938637597465
299, dBWML1        ,2.3044086749746118e-05,3.913166471510099e-05,0.29966811752221173,Unknown,Unknown ❓,0.29973029327367656
1377, vBWMR22     ,2.3044086749746118e-05,3.913166471510099e-05,0.29935674171546606,Unknown,Unknown ❓,0.2994189174669309
1398, um2aR       ,2.3044086749746118e-05,3.913166471510099e-05,0.29919730612122447,Unknown,Unknown ❓,0.2992594818726893
1279,dBWMR19 ,2.3044086749746118e-05,3.913166471510099e-05,0.29912377186531103,Unknown,Unknown ❓,0.29918594761677586
797,VB03 ,2.3044086749746118e-05,3.913166471510099e-05,0.29726467094227854,Unknown,Unknown ❓,0.2973268466937434
1196, dBWML2      ,2.3044086749746118e-05,3.913166471510099e-05,0.2972184183687053,Unknown,Unknown ❓,0.2972805941201701
818,VD13 ,2.3044086749746118e-05,3.913166471510099e-05,0.2961090644135235,Unknown,Unknown ❓,0.29617124016498836
410, vBWMR10       ,2.3044086749746118e-05,3.913166471510099e-05,0.2958739030662703,Unknown,Unknown ❓,0.29593607881773515
20,BWM-DR02,0.00012805325477216467,0.0003351999439158509,0.2951848217204163,Unknown,Unknown ❓,0.29564807491910433
650,RMER ,2.3044086749746118e-05,3.913166471510099e-05,0.2953387477385074,Unknown,Unknown ❓,0.2954009234899722
1390,sph ,2.3044086749746118e-05,3.913166471510099e-05,0.29428294444286013,Unknown,Unknown ❓,0.29434512019432496
1060, AS01        ,2.3044086749746118e-05,3.913166471510099e-05,0.29355312143275114,Unknown,Unknown ❓,0.293615297184216
1033, PHCL        ,2.3044086749746118e-05,3.913166471510099e-05,0.2917244833438796,Unknown,Unknown ❓,0.29178665909534446
373, SMDDR         ,2.3044086749746118e-05,3.913166471510099e-05,0.2916111961197127,Unknown,Motor 🦴,0.29167337187117753
33,PVQR,0.0002341042930474116,0.0004731678082878154,0.2908095739611933,Unknown,Unknown ❓,0.29151684606252853
869,pm2d ,2.3044086749746118e-05,3.913166471510099e-05,0.2913148396358262,Unknown,Unknown ❓,0.29137701538729105
217, ASEL          ,2.3044086749746118e-05,3.913166471510099e-05,0.29119052925879413,Unknown,Chemosensory 👃,0.29125270501025896
1242,dBWMR1 ,2.3044086749746118e-05,3.913166471510099e-05,0.28989811399223225,Unknown,Unknown ❓,0.2899602897436971
782,VA10 ,2.3044086749746118e-05,3.913166471510099e-05,0.2890738601394105,Unknown,Unknown ❓,0.28913603589087533
982, IL1L        ,2.3044086749746118e-05,3.913166471510099e-05,0.2881281629320256,Unknown,Unknown ❓,0.2881903386834904
708,DA01 ,2.3044086749746118e-05,3.913166471510099e-05,0.2866177992706298,Unknown,Unknown ❓,0.28667997502209464
915,mc3dr ,2.3044086749746118e-05,3.913166471510099e-05,0.28488926515823704,Unknown,Unknown ❓,0.28495144090970187
333, dBWMR5        ,2.3044086749746118e-05,3.913166471510099e-05,0.2846740162429266,Unknown,Unknown ❓,0.28473619199439143
42,RIH,0.0004765689980775409,0.0025179057719104717,0.28104018952459836,Unknown,Unknown ❓,0.28403466429458635
478, PHCR          ,2.3044086749746118e-05,3.913166471510099e-05,0.283807495891665,Unknown,Unknown ❓,0.2838696716431298
1473,PVCR,9.535557212915491e-05,0.0003935574293478305,0.2828794608774767,Interneuron,Oscillator 🔁,0.28336837387895364
1506,SAAVL,0.00011702906194182433,0.0007591632856486482,0.28229964724854045,Unknown,Unknown ❓,0.2831758395961309
1190, VC02        ,2.3044086749746118e-05,3.913166471510099e-05,0.28292827167160794,Unknown,Unknown ❓,0.2829904474230728
1245,dBWMR2 ,2.3044086749746118e-05,3.913166471510099e-05,0.2827732831777894,Unknown,Unknown ❓,0.2828354589292542
740,DB01 ,2.3044086749746118e-05,3.913166471510099e-05,0.2823104533365874,Unknown,Unknown ❓,0.2823726290880522
748,AS02 ,2.3044086749746118e-05,3.913166471510099e-05,0.28159672109453976,Unknown,Unknown ❓,0.2816588968460046
160,M4 ,2.3044086749746118e-05,3.913166471510099e-05,0.2810052516079698,Unknown,Unknown ❓,0.28106742735943463
1081, AVJR        ,2.3044086749746118e-05,3.913166471510099e-05,0.28092943490363115,Unknown,Unknown ❓,0.280991610655096
788, vBWML21       ,2.3044086749746118e-05,3.913166471510099e-05,0.278550234531167,Unknown,Unknown ❓,0.27861241028263184
1325,vBWML18 ,2.3044086749746118e-05,3.913166471510099e-05,0.27809910781369734,Unknown,Unknown ❓,0.2781612835651622
1001, CEPDL       ,2.3044086749746118e-05,3.913166471510099e-05,0.27808885438029546,Unknown,Glia ⚙️,0.2781510301317603
83,URYVL,2.1367334756210166e-05,0.00029427343515267513,0.27760141290514184,Unknown,Unknown ❓,0.2779170536750507
978, AVEL        ,2.3044086749746118e-05,3.913166471510099e-05,0.2778126075929019,Unknown,Unknown ❓,0.2778747833443667
163, pm6vl         ,2.3044086749746118e-05,3.913166471510099e-05,0.2771674400109608,Unknown,Unknown ❓,0.2772296157624256
