gene,mean_hub,mean_control,effect_size,pval,qval
WBGene00003224,0.0,0.020389461626575026,-0.020389461626575026,4.7215129750243326e-07,4.907723923037873e-05
WBGene00020799,0.0,0.02966781214203894,-0.02966781214203894,4.7397574048654517e-07,4.907723923037873e-05
WBGene00220183,0.7513361462728553,1.3667321224022257,-0.6153959761293705,4.868966659294911e-07,4.996810848533513e-05
WBGene00022623,1.4817158931082983,5.720209458353788,-4.23849356524549,4.870272712754637e-07,4.996810848533513e-05
WBGene00010790,0.06568213783403655,0.1937817051219113,-0.12809956728787475,4.900760342023845e-07,5.0052356420424446e-05
WBGene00004682,0.6884669479606187,1.9879643266241203,-1.2994973786635016,4.972130662668217e-07,5.032378552229376e-05
WBGene00012194,2.9827004219409288,6.98937980690558,-4.006679384964651,4.963010961482231e-07,5.032378552229376e-05
WBGene00016542,0.0,0.03940435280641467,-0.03940435280641467,5.005643268300614e-07,5.0435784123518605e-05
WBGene00010309,0.005625879043600563,0.05091638029782359,-0.04529050125422303,5.072181112198762e-07,5.086190642762851e-05
WBGene00018823,0.0,0.06489117983963344,-0.06489117983963344,5.093207951496024e-07,5.086190642762851e-05
WBGene00013750,0.0,0.06449026345933562,-0.06449026345933562,5.122199040686488e-07,5.0925084179285265e-05
WBGene00018807,0.6336146272855132,1.483349697267223,-0.8497350699817099,5.20109903737493e-07,5.148171553778736e-05
WBGene00002998,0.5855133614627287,1.2492227131402391,-0.6637093516775104,5.416279093310033e-07,5.337648024016803e-05
WBGene00021127,0.0,0.08505154639175258,-0.08505154639175258,5.576449208024266e-07,5.4351283423012465e-05
WBGene00010539,0.012658227848101266,0.1359106529209622,-0.12325242507286092,5.562574424551747e-07,5.4351283423012465e-05
WBGene00008613,0.7805907172995781,5.749312714776633,-4.968721997477055,5.588958375566876e-07,5.4351283423012465e-05
WBGene00011433,1.5898734177215192,30.79639175257732,-29.2065183348558,5.611953248537493e-07,5.4351283423012465e-05
WBGene00013710,0.016877637130801686,0.10657830142366226,-0.08970066429286057,5.678140723975363e-07,5.475628494721134e-05
WBGene00012907,2.6902953586497893,6.948240877106858,-4.257945518457069,5.706269221863654e-07,5.479237741284378e-05
WBGene00006434,14.141912798874822,47.85274095892653,-33.71082816005171,5.930786321457648e-07,5.67058884497157e-05
WBGene00012548,1.3914205344585093,22.570405825560464,-21.178985291101956,5.996476791216031e-07,5.709103263636992e-05
WBGene00009579,1.558509142053446,6.501186385207004,-4.9426772431535575,6.127329721465843e-07,5.809070527916288e-05
WBGene00000149,25.347819971870603,81.23524791359841,-55.88742794172781,6.174752947983961e-07,5.829433781018976e-05
WBGene00009902,0.0,0.022565864833906067,-0.022565864833906067,6.346661266676077e-07,5.868441646129415e-05
WBGene00236787,0.0,0.022565864833906074,-0.022565864833906074,6.346661266676053e-07,5.868441646129415e-05
WBGene00020527,0.1350210970464135,1.3603910980199638,-1.2253700009735504,6.334468680930544e-07,5.868441646129415e-05
WBGene00011460,0.21983122362869195,1.5566110292914415,-1.3367798056627496,6.346187518335075e-07,5.868441646129415e-05
