hub_def,hub,control
betweenness,AINR;RIH;RIMR;ASIL;CEPVR;PVNL;CEPVL;IL2DL;IL2VR;CEPDL;OLLR;OLQDR;HSNL;HSNR;ADFL;URAVL;OLQVL;URADR;URADL;IL2VL;IL2R;RIBL;RIBR;RIGR;AIAR;ASER;RIGL;IL1VR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;RIPR;SDQL;RMER;IL1VL;RIPL;AIAL;RMEL;IL1DR, AFDL          
betweenness,AIYL;AIZL;ASHL,ASJR 
betweenness,AIYL;AIZL;ASHL,PLNR 
betweenness,AIYL;AIZL;ASHL, AVKL          
betweenness,AIYL;ASER;AIZL,RIBL 
betweenness,AIYL;ASER;AIZL, RICL        
betweenness,AIYL;ASER;AIZL, AIAR          
betweenness,AIYR;AFDR;RIML;AWCR;AWAR;RMEV;ASER;RIGL;RMDDL;RMDDR;AIZL;AIZR, RMER          
betweenness,AIYR;AFDR;RIML;AWCR;AWAR;RMEV;ASER;RIGL;RMDDL;RMDDR;AIZL;AIZR, MI            
betweenness,AIYR;AFDR;RIML;AWCR;AWAR;RMEV;ASER;RIGL;RMDDL;RMDDR;AIZL;AIZR,ADAL
betweenness,AIYR;AUAR;AWCR;ASGR;AWCL;RMDVR;ASHR;AVKR;HSNL;IL1L;RIBL;RIBR;RIGR;AIAR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;RMER;ADEL;AIMR,IL2VR
betweenness,AIYR;AUAR;AWCR;ASGR;AWCL;RMDVR;ASHR;AVKR;HSNL;IL1L;RIBL;RIBR;RIGR;AIAR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;RMER;ADEL;AIMR,URADR 
betweenness,AIYR;AUAR;AWCR;ASGR;AWCL;RMDVR;ASHR;AVKR;HSNL;IL1L;RIBL;RIBR;RIGR;AIAR;RMDDL;RMDDR;RMGL;AIZL;AIZR;AQR;RMED;ASHL;RMER;ADEL;AIMR, RIGL        
betweenness,ASEL;RIML;AWCR;BAGR;RMDVL;RMDVR;SMDDR;CEPDL;ASHR;AIYL;AVEL;AWAR;RIAL;ASER;RIGL;RMDDL;AIZL;AIZR;SDQR;ADEL, AVDL        
betweenness,ASEL;RIML;AWCR;BAGR;RMDVL;RMDVR;SMDDR;CEPDL;ASHR;AIYL;AVEL;AWAR;RIAL;ASER;RIGL;RMDDL;AIZL;AIZR;SDQR;ADEL, RMGL        
betweenness,ASEL;RIML;AWCR;BAGR;RMDVL;RMDVR;SMDDR;CEPDL;ASHR;AIYL;AVEL;AWAR;RIAL;ASER;RIGL;RMDDL;AIZL;AIZR;SDQR;ADEL,PVPL 
betweenness,ASER;AIZL;AIAL,URADR
betweenness,ASER;AIZL;AIAL, ALNL          
betweenness,ASER;AIZL;AIAL,URAVR
betweenness,ASER;AIZR;ASHL,IL2DL
betweenness,ASER;AIZR;ASHL, ALNR          
betweenness,ASER;AIZR;ASHL,AVER
betweenness,ASER;RIGL;AIZL;AIZR;ASHL;RIR,AWAL
betweenness,ASER;RIGL;AIZL;AIZR;ASHL;RIR,HSNL 
betweenness,ASER;RIGL;AIZL;AIZR;ASHL;RIR,FLPR 
betweenness,ASER;RIGL;AIZR;RIR;AIMR,AIZL 
betweenness,ASER;RIGL;AIZR;RIR;AIMR,M1 
betweenness,ASER;RIGL;AIZR;RIR;AIMR, SABVL         
cycle,3, OLQVL       
cycle,3, RICR        
cycle,3, AVEL        
cycle,1, AUAL          
cycle,1, SABD          
cycle,1, AIYR          
cycle,0, RIFL        
cycle,0, SIBVR         
cycle,0,RICR 
cycle,164,RIGR
cycle,164, RMER          
cycle,164, FLPR        
cycle,262, OLQDL         
cycle,262,ALML
cycle,262,CEPVR
cycle,232, AFDL        
cycle,232,SMDDR 
cycle,232,ALA
cycle,355, CEPVL         
cycle,355, AWAL        
cycle,355, RICR        
cycle,235, SAADL         
cycle,235, I2R         
cycle,235, PHAL        
cycle,44, RMDDL       
cycle,44,FLPR 
cycle,44,RIBR 
cycle,335, AVM           
cycle,335, IL1DL         
cycle,335, RIFR        
cycle,45,IL2VR 
cycle,45,RIFL
cycle,45, URADR       
cycle,46,AVJR
cycle,46, SAAVR         
cycle,46, ASIR        
cycle,407, IL1VR       
cycle,407,RMER 
cycle,407, IL1VL         
cycle,339, AVM         
cycle,339, BDUL        
cycle,339,RMEL
cycle,48, RIMR          
cycle,48, ADFR          
cycle,48,AVAL
cycle,351, ADAR          
cycle,351,CEPVR
cycle,351, RIGR        
cycle,6, I2L           
cycle,6, CEPDR         
cycle,6, AINR        
cycle,5,AVBL 
cycle,5,DVC 
cycle,5, BAGL        
cycle,384, PVPR        
cycle,384,RMDDR 
cycle,384, RIAL        
cycle,159,RIGR
cycle,159,ASEL 
cycle,159,URBL
