Neuron,TotalStrength,AvgRelatedness,StrengthImbalance
 dBWMR5        ,219.0,7.2272727272727275,219.0
 dBWMR6      ,90.0,0.0,90.0
 dBWMR6        ,209.0,7.65,209.0
 dBWMR7      ,90.0,0.0,90.0
 dBWMR7        ,214.0,7.863636363636363,214.0
 dBWMR8      ,90.0,0.0,90.0
 dBWMR8        ,186.0,7.642857142857143,186.0
 dBWMR9      ,90.0,0.0,90.0
 dBWMR9        ,171.0,7.944444444444445,171.0
 hyp         ,975.0,7.1,975.0
 hyp           ,992.0,7.555555555555555,992.0
 intL        ,36.0,0.0,36.0
 intL          ,6.0,7.25,6.0
 intR        ,36.0,0.0,36.0
 intestine     ,25.0,7.5,25.0
 mc1dl       ,30.0,7.6,30.0
 mc1dr       ,30.0,6.375,30.0
 mc1v        ,24.0,8.0,24.0
 mc2dl       ,24.0,8.666666666666666,24.0
 mc2dl         ,12.0,8.5,12.0
 mc2dr       ,24.0,7.5,24.0
 mc2dr         ,22.0,6.25,22.0
 mc2v        ,12.0,8.5,12.0
 mc2v          ,48.0,9.0,48.0
 mc3dl       ,36.0,7.5,36.0
 mc3dr       ,36.0,7.833333333333333,36.0
 mc3v        ,30.0,8.0,30.0
 pm1d        ,6.0,6.0,6.0
 pm1vl       ,6.0,8.5,6.0
 pm1vl         ,4.0,4.5,4.0
 pm1vr       ,6.0,8.5,6.0
 pm1vr         ,4.0,9.0,4.0
 pm2d        ,12.0,7.75,12.0
 pm2d          ,2.0,6.0,2.0
 pm2vl       ,12.0,7.5,12.0
 pm2vr       ,12.0,8.25,12.0
 pm3d        ,24.0,7.0,24.0
 pm3vl       ,24.0,7.625,24.0
 pm3vl         ,18.0,8.0,18.0
 pm3vr       ,27.0,6.75,27.0
 pm3vr         ,12.0,8.25,12.0
 pm4d        ,48.0,6.428571428571429,48.0
 pm4d          ,84.0,8.357142857142858,84.0
 pm4vl       ,30.0,7.666666666666667,30.0
 pm4vl         ,46.0,8.25,46.0
 pm4vr       ,39.0,6.416666666666667,39.0
 pm4vr         ,28.0,7.125,28.0
 pm5d        ,54.0,7.636363636363637,54.0
 pm5d          ,296.0,6.555555555555555,296.0
 pm5vl       ,42.0,8.222222222222221,42.0
 pm5vl         ,312.0,7.944444444444445,312.0
 pm5vr       ,30.0,7.25,30.0
 pm5vr         ,340.0,8.4,340.0
 pm6d        ,18.0,7.5,18.0
 pm6d          ,4.0,8.5,4.0
 pm6vl       ,18.0,7.833333333333333,18.0
 pm6vl         ,4.0,2.5,4.0
 pm6vr       ,24.0,8.125,24.0
 pm6vr         ,4.0,5.5,4.0
 pm7d        ,18.0,9.0,18.0
 pm7d          ,6.0,7.5,6.0
 pm7vl       ,18.0,7.833333333333333,18.0
 pm7vr       ,18.0,7.333333333333333,18.0
 pm7vr         ,4.0,9.0,4.0
 pm8         ,36.0,7.083333333333333,36.0
 sph         ,36.0,0.0,36.0
 um1aL       ,48.0,0.0,48.0
 um1aR       ,48.0,0.0,48.0
 um1pL       ,48.0,0.0,48.0
 um1pR       ,48.0,0.0,48.0
 um2aL       ,24.0,0.0,24.0
 um2aR       ,24.0,0.0,24.0
 um2pL       ,24.0,0.0,24.0
 um2pR       ,24.0,0.0,24.0
 vBWML1      ,90.0,0.0,90.0
 vBWML1        ,319.0,7.65,319.0
 vBWML10     ,90.0,0.0,90.0
 vBWML10       ,177.0,7.318181818181818,177.0
 vBWML11     ,90.0,0.0,90.0
 vBWML11       ,199.0,7.2,199.0
 vBWML12     ,90.0,0.0,90.0
 vBWML12       ,193.0,6.615384615384615,193.0
 vBWML13     ,90.0,0.0,90.0
 vBWML13       ,203.0,7.5,203.0
 vBWML14     ,90.0,0.0,90.0
 vBWML14       ,201.0,5.863636363636363,201.0
 vBWML15     ,90.0,0.0,90.0
 vBWML15       ,230.0,6.75,230.0
 vBWML16     ,90.0,0.0,90.0
 vBWML16       ,144.0,7.666666666666667,144.0
 vBWML17     ,90.0,0.0,90.0
 vBWML17       ,60.0,7.416666666666667,60.0
 vBWML18     ,90.0,0.0,90.0
 vBWML18       ,81.0,7.928571428571429,81.0
 vBWML19     ,90.0,0.0,90.0
 vBWML19       ,93.0,7.0,93.0
 vBWML2      ,90.0,0.0,90.0
 vBWML2        ,273.0,7.555555555555555,273.0
 vBWML20     ,90.0,0.0,90.0
 vBWML20       ,96.0,6.4375,96.0
 vBWML21     ,90.0,0.0,90.0
 vBWML21       ,93.0,7.4375,93.0
 vBWML22     ,90.0,0.0,90.0
 vBWML22       ,60.0,7.2,60.0
 vBWML23     ,45.0,0.0,45.0
 vBWML23       ,36.0,7.833333333333333,36.0
 vBWML3      ,135.0,0.0,135.0
 vBWML3        ,360.0,8.125,360.0
 vBWML4      ,90.0,0.0,90.0
 vBWML4        ,341.0,7.5625,341.0
 vBWML5      ,90.0,0.0,90.0
 vBWML5        ,150.0,6.857142857142857,150.0
 vBWML6      ,90.0,0.0,90.0
 vBWML6        ,190.0,7.857142857142857,190.0
 vBWML7      ,90.0,0.0,90.0
 vBWML7        ,243.0,7.666666666666667,243.0
 vBWML8      ,96.0,0.0,96.0
 vBWML8        ,198.0,7.95,198.0
 vBWML9      ,96.0,0.0,96.0
 vBWML9        ,214.0,7.384615384615385,214.0
 vBWMR1      ,90.0,0.0,90.0
 vBWMR1        ,66.0,6.75,66.0
 vBWMR10     ,90.0,0.0,90.0
 vBWMR10       ,190.0,6.785714285714286,190.0
 vBWMR11     ,90.0,0.0,90.0
 vBWMR11       ,238.0,6.666666666666667,238.0
 vBWMR12     ,90.0,0.0,90.0
 vBWMR12       ,198.0,6.916666666666667,198.0
 vBWMR13     ,90.0,0.0,90.0
 vBWMR13       ,216.0,7.785714285714286,216.0
 vBWMR14     ,90.0,0.0,90.0
 vBWMR14       ,220.0,7.923076923076923,220.0
 vBWMR15     ,90.0,0.0,90.0
 vBWMR15       ,201.0,6.958333333333333,201.0
 vBWMR16     ,90.0,0.0,90.0
 vBWMR16       ,108.0,7.25,108.0
 vBWMR17     ,90.0,0.0,90.0
 vBWMR17       ,48.0,5.7,48.0
 vBWMR18     ,90.0,0.0,90.0
 vBWMR18       ,81.0,7.928571428571429,81.0
 vBWMR19     ,90.0,0.0,90.0
 vBWMR19       ,69.0,8.4,69.0
 vBWMR2      ,90.0,0.0,90.0
 vBWMR2        ,257.0,6.1,257.0
 vBWMR20     ,90.0,0.0,90.0
 vBWMR20       ,94.0,6.65,94.0
 vBWMR21     ,90.0,0.0,90.0
 vBWMR21       ,87.0,7.8125,87.0
 vBWMR22     ,90.0,0.0,90.0
 vBWMR22       ,78.0,7.857142857142857,78.0
 vBWMR23     ,90.0,0.0,90.0
 vBWMR23       ,54.0,5.8,54.0
 vBWMR24     ,45.0,0.0,45.0
 vBWMR24       ,24.0,6.5,24.0
 vBWMR3      ,135.0,0.0,135.0
 vBWMR3        ,416.0,6.5,416.0
 vBWMR4      ,90.0,0.0,90.0
 vBWMR4        ,524.0,7.85,524.0
 vBWMR5      ,90.0,0.0,90.0
 vBWMR5        ,115.0,7.1,115.0
 vBWMR6      ,90.0,0.0,90.0
 vBWMR6        ,274.0,7.875,274.0
 vBWMR7      ,90.0,0.0,90.0
 vBWMR7        ,281.0,7.7272727272727275,281.0
 vBWMR8      ,96.0,0.0,96.0
 vBWMR8        ,232.0,5.95,232.0
 vBWMR9      ,90.0,0.0,90.0
 vBWMR9        ,146.0,6.833333333333333,146.0
 vm1aL       ,36.0,0.0,36.0
 vm1aR       ,36.0,0.0,36.0
 vm1pL       ,36.0,0.0,36.0
 vm1pR       ,36.0,0.0,36.0
 vm2aL       ,42.0,0.0,42.0
 vm2aL         ,48.0,8.333333333333334,48.0
 vm2aR       ,42.0,0.0,42.0
 vm2aR         ,51.0,8.5,51.0
 vm2pL       ,42.0,0.0,42.0
 vm2pL         ,51.0,8.625,51.0
 vm2pR       ,42.0,0.0,42.0
 vm2pR         ,48.0,7.5,48.0
BWM-DL04,231.0,6.909090909090909,231.0
BWM-DL06,60.0,6.833333333333333,60.0
BWM-DL08,30.0,7.5,30.0
BWM-DR01,251.0,7.107142857142857,251.0
BWM-DR03,178.0,7.166666666666667,178.0
BWM-DR08,27.0,7.333333333333333,27.0
BWM-VL02,428.0,6.59375,428.0
BWM-VL07,53.0,8.166666666666666,53.0
BWM-VL08,36.0,7.666666666666667,36.0
BWM-VR01,263.0,7.733333333333333,263.0
BWM-VR03,216.0,6.7,216.0
BWM-VR06,77.0,9.0,77.0
BWM-VR07,82.0,8.75,82.0
CEPshDL,57.0,8.38888888888889,57.0
CEPshDR,51.0,7.0,51.0
CEPshVL,132.0,7.333333333333333,132.0
CEPshVR,152.0,7.323529411764706,152.0
DB1,1.0,0.0,1.0
GLRVR,24.0,8.375,24.0
SIADL,43.0,7.476190476190476,43.0
SIADR,40.0,7.857142857142857,40.0
SIAVR,45.0,7.25,45.0
excgl,1.0,9.0,1.0
