cycle_id,size,label,a,b,c,d,N,n,K,coverage,jaccard,overlap,odds_ratio,risk_ratio,phi,exp,var,z,fisher_p,hypergeom_p,chi2,chi2_p,cov_ci_low,cov_ci_high,qval,reject_0.05
349,93,NPR10,26,10,67,76,179,36,93,0.7222222222222222,0.2524271844660194,0.7222222222222222,2.8603174603174604,1.5279279279279279,0.20353223794521175,18.70391061452514,7.219279792148332,2.7154587448848417,0.005130743768207406,0.005130743768207406,6.433648348713052,0.011197833568635811,0.5600751000260289,0.841516620598654,0.03153898375162788,True
99,73,NPR10,22,14,51,92,179,36,73,0.6111111111111112,0.25287356321839083,0.6111111111111112,2.7870773351188483,1.700341117816846,0.20755713334420076,14.681564245810057,6.9845945275873715,2.7691575471914005,0.005083143601320461,0.005083143601320461,6.69362433483492,0.009675829946702337,0.44864459096605147,0.75215126934629,0.03153898375162788,True
274,141,NPR10,34,2,107,36,179,36,141,0.9444444444444444,0.23776223776223776,0.9444444444444444,4.685581395348837,1.2490257699560026,0.1923095050109281,28.35754189944134,4.836321721221651,2.565728812194223,0.005576999166668852,0.005576999166668852,5.498691684336981,0.01903070676654468,0.8185534279135275,0.9846300133358382,0.03378529929953015,True
411,5,NPR10,4,32,1,142,179,36,5,0.1111111111111111,0.10810810810810811,0.8,13.153846153846153,11.675675675675677,0.2532712502738748,1.005586592178771,0.7852930006462927,3.3790599382553026,0.006079767727136837,0.006079767727136837,7.967795271459065,0.004761690059734812,0.04406640300315648,0.25314808590364857,0.036304898713474254,True
146,89,NPR10,25,11,64,79,179,36,89,0.6944444444444444,0.25,0.6944444444444444,2.7330637007077856,1.538654934003771,0.19792927022348666,17.899441340782122,7.230111419743453,2.6407058317794427,0.006569211082992416,0.006569211082992416,6.059676345467547,0.0138303028864272,0.5314372714948966,0.8199554840517008,0.03867507369987084,True
413,142,NPR10,34,2,108,35,179,36,142,0.9444444444444444,0.2361111111111111,0.9444444444444444,4.515207373271889,1.2375140117075603,0.18728140272519897,28.558659217877096,4.742447615397267,2.4986455606179585,0.006988915279445856,0.006988915279445856,5.177499895369612,0.02288122453152992,0.8185534279135275,0.9846300133358382,0.040574535927894,True
185,117,NPR10,30,6,87,56,179,36,117,0.8333333333333334,0.24390243902439024,0.8333333333333334,3.02989010989011,1.3566023166023167,0.18949620403336453,23.53072625698324,6.547718881250813,2.5281946956402916,0.007724131213717682,0.007724131213717682,5.472502825919906,0.01931794146904703,0.6810920568872054,0.9212955240498188,0.04376611736791835,True
151,52,NPR10,17,19,35,108,179,36,52,0.4722222222222222,0.23943661971830985,0.4722222222222222,2.7428674611773203,1.9185382565664255,0.20083254586840862,10.458100558659218,5.96100571984841,2.679440360119551,0.007748068624942483,0.007748068624942483,6.1582948112608165,0.013079724020045608,0.31986041515179053,0.629940619770124,0.04376611736791835,True
284,143,NPR10,34,2,109,34,179,36,143,0.9444444444444444,0.23448275862068965,0.9444444444444444,4.347945205479452,1.2262125138837467,0.1822066822066822,28.75977653631285,4.646768238307029,2.4309403442405793,0.008728866452394459,0.008728866452394459,4.862724306525298,0.027442969476836058,0.8185534279135275,0.9846300133358382,0.04864888236134512,True
131,57,NPR10,18,18,39,104,179,36,57,0.5,0.24,0.5,2.6455696202531644,1.8227848101265822,0.19554614084524047,11.46368715083799,6.2769281913727815,2.6089109201935314,0.00892749698202492,0.00892749698202492,5.8375330021415,0.015687807594589234,0.34474325409626827,0.6552567459037317,0.049101233401137055,True
57,32,NPR10,12,24,20,123,179,36,32,0.3333333333333333,0.21428571428571427,0.375,3.073668491786959,2.373104812129202,0.20239809137825093,6.435754189944134,4.245998017287541,2.7003273423889684,0.00924696714231835,0.00924696714231835,6.074112013565137,0.013717724312692393,0.2021461882430531,0.4966600212884348,0.05019782162972818,False
77,36,NPR10,13,23,23,120,179,36,36,0.3611111111111111,0.22033898305084745,0.3611111111111111,2.9456767768220913,2.235767682576193,0.20027195027195027,7.240223463687151,4.646768238307029,2.671961081995775,0.009378867022821532,0.009378867022821532,5.987101256951199,0.014410864934153637,0.22475592946515371,0.5242492451444196,0.05026110789153077,False
74,124,NPR10,31,5,93,50,179,36,124,0.8611111111111112,0.24031007751937986,0.8611111111111112,3.093339815264949,1.3111721347015464,0.18311262215879265,24.93854748603352,6.1559750165605935,2.443027090743907,0.009597026138087874,0.009597026138087874,5.052573580093742,0.024589389474178155,0.713404696106438,0.9391818499086717,0.05077920159140167,False
165,76,NPR10,22,14,54,89,179,36,76,0.6111111111111112,0.24444444444444444,0.6111111111111112,2.548244226510598,1.606744359037937,0.18934759358763156,15.28491620111732,7.065831734550781,2.526211984996901,0.009768323865147331,0.009768323865147331,5.497480721635997,0.01904389057304573,0.44864459096605147,0.75215126934629,0.05103949219539481,False
